station_id,station_name,municipality,latitude,longitude,wheelchair_accessible,location_type,vehicle_type
9070073,Charles/MGH - Cambridge St @ Lindall Pl,Boston,42.361018,-71.069163,True,0,3.0
1290,Washington St opp Gardner Rd,Brookline,42.338497,-71.129184,True,0,3.0
node-405-street,Aquarium,Boston,,,True,3,
517,Washington St opp Armandine St,Boston,42.284619,-71.071429,True,0,3.0
node-341-platform,Davis,Somerville,,,True,3,
1190,Cambridge St @ Seattle St,Boston,42.35889,-71.123853,True,0,3.0
node-crtst-ssexitstair-lobby,Courthouse,Boston,,,True,3,
6417,Truman Hwy @ Dana Ave,Boston,42.249906,-71.122439,True,0,3.0
node-jaksn-farepaid,Jackson Square,Boston,,,True,3,
node-tumnl-tresbstairs-platform,Tufts Medical Center,Boston,,,True,3,
1228,Tremont St @ Hammond St,Boston,42.337226,-71.084022,True,0,3.0
2167,Quincy St @ Harvard St,Cambridge,42.372618,-71.115132,True,0,3.0
70005,Stony Brook,Boston,42.317062,-71.104248,True,0,1.0
4510,Cambridge St @ Government Ctr Sta,Boston,42.360043,-71.0598,True,0,3.0
node-823-platform,Park Street,Boston,,,True,3,
224,Atlantic Ave @ State St-Marriott Hotel,Boston,42.359101,-71.051566,True,0,3.0
70206,North Station,Boston,42.36528,-71.060205,True,0,0.0
node-rugg-olnstairs-platform,Ruggles,Boston,,,True,3,
4720,McClellan Highway opp Tomasello Way,Boston,42.394796,-71.010742,True,0,3.0
2586,Elm St @ Porter Sq Shopping Ctr,Somerville,42.389739,-71.117202,True,0,3.0
970,Cambridge St @ Sparhawk St,Boston,42.350124,-71.147347,True,0,3.0
465,Washington St @ Vassar St,Boston,42.301053,-71.076167,True,0,3.0
10413,Columbus Ave @ Weld Ave - Egleston Sq,Boston,42.314898,-71.097377,True,0,3.0
2151,Concord Ave opp Moulton St,Cambridge,42.389598,-71.148417,True,0,3.0
89413,Neponset Valley Parkway @ Readville St,Boston,42.244089,-71.133986,True,0,3.0
293,W 7th @ B Street,Boston,42.338194,-71.05677,True,0,3.0
node-wtcst-ibstairs-platform,World Trade Center,Boston,,,True,3,
24490,Broadway @ Prospect St,Cambridge,42.369251,-71.100745,True,0,3.0
185,Mattapan,Boston,42.267715,-71.092067,True,0,3.0
2841,529 Main St,Boston,42.384402,-71.072681,True,0,3.0
415,Blue Hill Ave @ Franklin Park Rd,Boston,42.303293,-71.08537,True,0,3.0
node-sstat-398stair-sl,South Station,Boston,,,True,3,
node-304-bottom,North Station,Boston,42.365137,-71.059882,True,3,
node-914-lobby,Aquarium,Boston,,,True,3,
25800,E 8th St @ Mercer St,Boston,42.33154,-71.049154,True,0,3.0
26495,Hyde Park Ave opp Eldridge Rd,Boston,42.292513,-71.117909,True,0,3.0
10425,Opp 950 American Legion Hwy,Boston,42.274382,-71.116781,True,0,3.0
2159,Concord Ave @ Huron Ave,Cambridge,42.382321,-71.130977,False,0,3.0
node-symcl-wb-midbottom,Symphony,Boston,,,True,3,
node-knncl-frontsbstair-platform,Kendall/MIT,Cambridge,,,True,3,
70003,Green Street,Boston,42.309796,-71.107988,True,0,1.0
node-925-lobby,Aquarium,Boston,,,True,3,
395,Warren St @ Whiting St,Boston,42.323909,-71.082602,True,0,3.0
2461,Rindge Ave @ Massachusetts Ave,Cambridge,42.392609,-71.125474,True,0,3.0
11587,Circuit Dr @ Glen Ln,Boston,42.305236,-71.094725,False,0,3.0
322,Geneva Ave opp Vinson St,Boston,42.299071,-71.064001,True,0,3.0
node-prmnl-921ramp-platform,Prudential,Boston,,,True,3,
2185,Concord Ave @ Smith Pl,Cambridge,42.39013,-71.150509,True,0,3.0
1144,Centre St @ Highland Ave,Boston,42.329657,-71.093032,True,0,3.0
node-424-lobby,South Station,Boston,,,True,3,
place-jaksn,Jackson Square,Boston,42.323132,-71.099592,True,1,
node-ccmnl-933-lobby,Community College,Boston,,,True,3,
2627,Elm St @ Cutter Ave,Somerville,42.393658,-71.120725,True,0,3.0
24486,Broadway @ Hampshire St,Cambridge,42.365535,-71.09133,True,0,3.0
node-423-platform,Savin Hill,Boston,42.310864,-71.053529,True,3,
node-astao-716-lobby,Assembly,Somerville,42.393273,-71.077612,True,3,
2789,West St @ Deforest St,Boston,42.265549,-71.128704,True,0,3.0
14,Dorchester St @ Dorchester Ave,Boston,42.329773,-71.056582,True,0,3.0
node-andrw-sibstairs-platform,Andrew,Boston,,,True,3,
6409,Washington St @ Faraday St,Boston,42.244059,-71.123604,True,0,3.0
5012,College Ave @ Broadway,Somerville,42.400532,-71.11736,True,0,3.0
510,Gallivan Blvd @ Pleasant Hill Ave,Boston,42.277967,-71.072905,False,0,3.0
node-asmnl-peasbstair-lobby,Ashmont,Boston,42.284736,-71.064023,True,3,
node-brdwy-mainstairs-lobby,Broadway,Boston,,,True,3,
node-haecl-passogstair-platform,Haymarket,Boston,,,True,3,
11719,Blue Hill Ave opp Babson St,Boston,42.270168,-71.093907,True,0,3.0
12826,Main St @ Union St,Boston,42.374605,-71.06385,True,0,3.0
node-pktrm-804paid,Park Street,Boston,42.356214,-71.062204,True,3,
9170211,Fenway - Beacon St @ Park Dr,Boston,42.346836,-71.104819,True,0,3.0
70208,Science Park/West End,Boston,42.366664,-71.067666,True,0,0.0
node-906-green,Haymarket,Boston,,,True,3,
179,Huntington Ave @ Ring Rd,Boston,42.347288,-71.079598,True,0,3.0
node-915-lobby,Aquarium,Boston,,,True,3,
341,Dorchester Ave @ Dix St,Boston,42.294957,-71.061634,True,0,3.0
12821,Main St opp Schraffts Bldg,Boston,42.38372,-71.072326,True,0,3.0
2444,Western Ave @ Green St,Cambridge,42.365266,-71.105242,True,0,3.0
2791,403 West St,Boston,42.268857,-71.131688,True,0,3.0
6527,272 Reservation Rd opp Brainard St,Boston,42.254282,-71.134093,True,0,3.0
1332,Humboldt Ave @ Townsend St,Boston,42.31687,-71.086525,True,0,3.0
70013,Massachusetts Avenue,Boston,42.340892,-71.084124,True,0,1.0
node-bbsta-2clarexit-fareunpaid,Back Bay,Boston,,,True,3,
node-937-platform,Courthouse,Boston,,,True,3,
node-davis-colstairup-entrance,Davis,Somerville,42.396763,-71.121839,True,3,
node-north-centerstairs-top,North Station,Boston,42.365332,-71.060335,True,3,
door-masta-corridor,Massachusetts Ave (Northside),Boston,42.341773,-71.083167,True,2,
NEC-2287-08,South Station,Boston,42.351136,-71.055081,True,0,2.0
953,Commonwealth Ave @ St Mary's St,Boston,42.350162,-71.10663,True,0,3.0
node-406-lobby,Aquarium,Boston,,,True,3,
place-nubn,Nubian,Boston,42.329544,-71.083982,True,1,
6375,River St @ Huntington Ave,Boston,42.261174,-71.11341,True,0,3.0
85562,Baker St @ VFW Pkwy,Boston,42.288448,-71.171822,True,0,3.0
1557,Brookline Ave opp Aspinwall Ave,Brookline,42.334931,-71.111393,False,0,3.0
node-440-platform,Orient Heights,Boston,42.386901,-71.005031,True,3,
node-dwnxg-templefare-unpaid,Downtown Crossing,Boston,,,True,3,
node-cntsq-pearlstair-farepaid,Central,Cambridge,,,True,3,
71835,Clyde St opp Whitney St,Brookline,42.311236,-71.142555,True,0,3.0
1612,W Boundary Rd @ Cedarcrest Rd,Boston,42.262345,-71.146603,True,0,3.0
DB-2265-B1,Newmarket - Newmarket Sq @ Massachusetts Ave,Boston,42.32755,-71.06588,True,0,3.0
559,Geneva Ave @ Topliff St,Boston,42.301443,-71.068069,True,0,3.0
14831,Dudley St opp Howard Ave,Boston,42.320105,-71.071148,True,0,3.0
node-state-passageoldstatehousestairs-sbplatform,State,Boston,,,True,3,
626,Washington St opp Maplewood St,Boston,42.270058,-71.147107,True,0,3.0
6415,Truman Hwy @ Chittick Rd,Boston,42.248375,-71.123996,True,0,3.0
node-757-entrance,Kendall/MIT,Cambridge,42.36211,-71.086174,True,3,
10014,Albany St opp Boston Medical,Boston,42.334117,-71.07251,True,0,3.0
node-147-lobby,Tufts Medical Center,Boston,,,True,3,
1288,Washington St opp Greenough St,Brookline,42.335166,-71.124492,True,0,3.0
75,84 Massachusetts Ave,Cambridge,42.358673,-71.093551,True,0,3.0
2707,Broadway @ Montgomery Ave,Somerville,42.390497,-71.090264,False,0,3.0
node-rugg-bus1stairs-busway,Ruggles,Boston,,,True,3,
node-148-platform,Tufts Medical Center,Boston,,,True,3,
641,Washington St @ Aldwin Rd,Boston,42.294445,-71.119493,True,0,3.0
1728,Blue Hill Ave @ Fessenden St,Boston,42.279387,-71.09285,True,0,3.0
1593,Ruggles St @ Shawmut Ave,Boston,42.332076,-71.084203,True,0,3.0
530,Morton St @ Lorna Rd,Boston,42.280123,-71.082274,True,0,3.0
door-lech-obrien,O'Brien Hwy,Cambridge,42.370844,-71.075681,True,2,
node-wimnl-love-fareunpaid,Wood Island,Boston,42.379557,-71.022953,True,3,
2660,Highland Ave @ Medford St,Somerville,42.384648,-71.092778,True,0,3.0
node-north-crgates-west-fareunpaid,North Station,Boston,,,True,3,
1184,Washington St opp Townsend St,Boston,42.320155,-71.094006,True,0,3.0
door-cntsq-pearl,Pearl St,Cambridge,42.364831,-71.102989,False,2,
71917,Lee St @ Dudley Way,Brookline,42.324474,-71.137752,True,0,3.0
1179,Washington St @ Guild St,Boston,42.326035,-71.087812,True,0,3.0
24481,Broadway @ Prospect St,Cambridge,42.369191,-71.100863,True,0,3.0
2850,Bunker Hill St @ Concord St,Boston,42.378284,-71.060779,True,0,3.0
node-987-sbplatform,Porter,Cambridge,42.388489,-71.119066,True,3,
15095,Washington St @ Herald St,Boston,42.345582,-71.064848,True,0,3.0
9070070,Central - Massachusetts Ave opp Pearl St,Cambridge,42.36472,-71.10237,True,0,3.0
425,Talbot Ave @ Norfolk St,Boston,42.290256,-71.072345,True,0,3.0
2546,Washington St @ Beacon St,Somerville,42.378215,-71.106972,True,0,3.0
404,Warren St opp Waverly St,Boston,42.321536,-71.082102,True,0,3.0
24487,Broadway @ Windsor St,Cambridge,42.367208,-71.095569,True,0,3.0
2935,Columbia Rd @ Massachusetts Ave,Boston,42.319915,-71.062177,True,0,3.0
node-masta-139-platform,Massachusetts Avenue,Boston,42.341245,-71.083695,True,3,
node-crtst-ssmainstair-lobby,Courthouse,Boston,,,True,3,
417,Blue Hill Ave @ American Legion Hwy,Boston,42.297749,-71.087228,True,0,3.0
place-chswk,Chiswick Road,Boston,42.340805,-71.150711,False,1,
2697,Broadway @ Josephine Ave - Ball Sq,Somerville,42.39974,-71.111859,True,0,3.0
601,Washington St @ South St,Boston,42.288805,-71.125748,True,0,3.0
node-cntsq-ibstair-fareunpaid,Central,Cambridge,,,True,3,
node-jfk-sydfarepaid,JFK/UMass,Boston,42.319928,-71.052412,True,3,
1840,310 Corey St,Boston,42.292945,-71.162185,True,0,3.0
node-946-platform,Savin Hill,Boston,42.311045,-71.053449,True,3,
node-portr-crramp-minihigh,Porter,Cambridge,42.388241,-71.119118,True,3,
node-388-lobby,South Station,Boston,,,True,3,
835,Lasell St @ Perham St,Boston,42.287039,-71.169316,True,0,3.0
node-kencl-wbstair-platform,Kenmore,Boston,,,True,3,
node-forhl-southstairs-lobby,Forest Hills,Boston,42.301794,-71.113449,True,3,
616,Washington St @ Grove St,Boston,42.261233,-71.157252,True,0,3.0
2380,College Ave @ Professors Row,Somerville,42.405549,-71.117466,True,0,3.0
71151,Kenmore,Boston,42.348949,-71.095169,True,0,0.0
1328,Humboldt Ave @ Crawford St,Boston,42.313453,-71.089171,True,0,3.0
node-aqucl-nstatestairs-landingtop,Aquarium,Boston,,,True,3,
node-haecl-congogstairn-passage,Haymarket,Boston,,,True,3,
node-wtcst-obstairs-platform,World Trade Center,Boston,,,True,3,
1335,Humboldt Ave @ ML King Blvd,Boston,42.31956,-71.085891,True,0,3.0
11735,Ames St @ Franklin Field,Boston,42.290104,-71.082689,True,0,3.0
node-rcmnl-134-platform,Roxbury Crossing,Boston,42.331132,-71.095658,True,3,
70135,Packard's Corner,Boston,42.351651,-71.12551,False,0,0.0
1714,Blue Hill Ave @ Wellington Hill St,Boston,42.27986,-71.093154,True,0,3.0
5253,1539 Centre St opp Bradfield Ave,Boston,42.289725,-71.141686,True,0,3.0
node-890-paidbridge,Wood Island,Boston,42.379529,-71.022854,True,3,
70117,Sutherland Road,Boston,42.341577,-71.146607,False,0,0.0
15216,Centre @ Colbert St,Boston,42.287758,-71.146008,True,0,3.0
91916,Chestnut Hill Ave opp Ackers Ave,Brookline,42.330054,-71.145914,True,0,3.0
node-jfk-bracolstair-platform,JFK/UMass,Boston,42.321051,-71.052327,True,3,
1419,Cambridge St @ Sixth St,Cambridge,42.371669,-71.084657,True,0,3.0
70004,Stony Brook,Boston,42.317062,-71.104248,True,0,1.0
node-smmnl-954-lobby,Shawmut,Boston,42.293109,-71.065894,True,3,
553,Geneva Ave @ Holiday St,Boston,42.302368,-71.069795,True,0,3.0
node-sstat-388stair-lobby,South Station,Boston,,,True,3,
9421,E Newton St @ Washington St,Boston,42.33882,-71.073503,True,0,3.0
node-aport-wbpaidstairs-bridge,Airport,Boston,42.374479,-71.030279,True,3,
8326,Adams St @ Parkman St,Boston,42.297096,-71.056689,True,0,3.0
28743,Grand Union Blvd @ Foley St,Somerville,42.393158,-71.080714,True,0,3.0
door-state-water,"Devonshire St, Water St",Boston,42.357487,-71.057412,False,2,
8814,Hilltop St @ Hallet St,Boston,42.281011,-71.047954,True,0,3.0
node-andrw-obelstairs-lobby,Andrew,Boston,,,True,3,
9070061,Alewife,Cambridge,42.396091,-71.141886,True,0,3.0
door-dwnxg-temple,"Temple Place, Lafaytette Place",Boston,42.354877,-71.061547,False,2,
1049,Western Ave @ Everett St,Boston,42.363093,-71.135443,True,0,3.0
node-dwnxg-stair15-lobby,Downtown Crossing,Boston,,,True,3,
1892,Independence Dr opp Gerry Rd,Brookline,42.299797,-71.155447,True,0,3.0
9070179,Brookline Hills - Boylston St @ Cypress St,Brookline,42.330034,-71.125599,True,0,3.0
place-grigg,Griggs Street,Boston,42.348545,-71.134949,False,1,
30088,Savin Hill - Dorchester Ave @ Bay St,Boston,42.31126,-71.05753,True,0,3.0
24488,Broadway @ Columbia St,Cambridge,42.367979,-71.097511,True,0,3.0
node-cntsq-prospectstair-fareunpaid,Central,Cambridge,,,True,3,
15,Dorchester St @ Vinton St,Boston,42.330825,-71.054238,True,0,3.0
door-asmnl-beale,Beale St,Boston,42.283765,-71.063468,True,2,
628,Washington St @ Enneking Pkwy,Boston,42.27292,-71.143477,True,0,3.0
node-866-platform,Kendall/MIT,Cambridge,42.362647,-71.086734,True,3,
57400,Maverick,Boston,42.36907,-71.039473,True,0,3.0
door-wtcst-congress,1 | Congress St,Boston,42.348702,-71.042368,True,2,
node-forhl-nlowbusstairs-lobby,Forest Hills,Boston,42.300686,-71.113634,True,3,
70042,State,Boston,42.358978,-71.057598,True,0,1.0
148,Herald St @ Washington St,Boston,42.346575,-71.064724,True,0,3.0
526,Morton St @ Blue Hill Ave,Boston,42.284037,-71.091028,True,0,3.0
2427,Rindge Ave opp Clay St,Cambridge,42.393493,-71.134079,True,0,3.0
11302,Harvard St @ Verndale St,Brookline,42.348388,-71.129539,True,0,3.0
1813,Brookline St @ Erie St,Cambridge,42.359218,-71.105984,True,0,3.0
8809,Adams St @ Parkman St,Boston,42.296865,-71.056508,True,0,3.0
door-ccmnl-main,"Community College, Rutherford Ave",Boston,42.373719,-71.0696,True,2,
door-pktrm-tremontw,"Boston Common, Tremont St",Boston,42.35649,-71.062531,False,2,
1519,Brookline Ave @ Fullerton St,Boston,42.34496,-71.100993,True,0,3.0
FB-0095-05,Readville,Boston,42.237781,-71.134295,True,0,2.0
70248,Longwood Medical Area,Boston,42.336217,-71.099328,True,0,0.0
node-972-platform,Kenmore,Boston,42.348888,-71.095356,True,3,
2066,Mt Auburn St opp Brattle St,Cambridge,42.375348,-71.142971,False,0,3.0
426,Talbot Ave @ Lithgow St,Boston,42.289943,-71.069975,True,0,3.0
5091,E Newton St @ Harrison Ave,Boston,42.337629,-71.072068,True,0,3.0
node-unsqu-stairs-bottom,Union Square,Somerville,42.377717,-71.094908,True,3,
931,Brighton Ave @ Commonwealth Ave,Boston,42.35214,-71.126219,False,0,3.0
204,Congress St opp North St,Boston,42.359546,-71.057192,True,0,3.0
10830,17 Charles Park Rd,Boston,42.277656,-71.174171,True,0,3.0
265,E 8th St @ L St,Boston,42.331409,-71.03539,True,0,3.0
node-harsq-bratstair-upper,Harvard,Cambridge,42.373353,-71.120417,True,3,
door-chncl-fhelevator,"Washington St, Essex St",Boston,42.352405,-71.063087,True,2,
node-armnl-wescstairs-lobby,Arlington,Boston,,,True,3,
2551,N Harvard St @ Gate 2 Harvard Stadium,Boston,42.366948,-71.125108,True,0,3.0
node-armnl-nwstairs-lobby,Arlington,Boston,,,True,3,
node-385-bottom,North Station,Boston,42.364799,-71.059712,True,3,
509,Gallivan Blvd @ Oakridge St,Boston,42.278094,-71.07495,True,0,3.0
2676,Highland Ave @ Cherry St,Somerville,42.392901,-71.11417,True,0,3.0
node-crtst-wtcexit-fareunpaid,Courthouse,Boston,,,True,3,
node-dwnxg-stair12-middle,Downtown Crossing,Boston,,,True,3,
34503,Dorchester Ave @ Fields Corner Station,Boston,42.300316,-71.060253,True,0,3.0
place-rugg,Ruggles,Boston,42.336377,-71.088961,True,1,
node-jfk-ashgasstair-platform,JFK/UMass,Boston,42.320412,-71.05246,True,3,
797,Belgrade Ave @ Robert St,Boston,42.286921,-71.130665,True,0,3.0
70061,Alewife,Cambridge,42.396148,-71.140698,True,0,1.0
1506,Hancock St @ Trull St,Boston,42.312677,-71.064654,True,0,3.0
70008,Roxbury Crossing,Boston,42.330671,-71.096121,True,0,1.0
26466,1344 Hyde Park Ave @ Blake Estates,Boston,42.251726,-71.125372,True,0,3.0
node-chncl-ogfarepaid,Chinatown,Boston,,,True,3,
2077,Aberdeen Ave @ Mt Auburn St,Cambridge,42.375543,-71.145767,True,0,3.0
1215,Columbus Ave @ Bray St,Boston,42.317078,-71.098224,True,0,3.0
802,Belgrade Ave opp Rexhame St,Boston,42.286108,-71.143403,True,0,3.0
885,Summer St @ E 1st St,Boston,42.338215,-71.035547,True,0,3.0
70157,Arlington,Boston,42.351902,-71.070893,True,0,0.0
1142,Centre St @ Cedar St,Boston,42.327778,-71.095518,True,0,3.0
node-514-lobby,Harvard,Cambridge,42.373502,-71.118921,True,3,
10582,River St opp Fremont St,Boston,42.269983,-71.089868,True,0,3.0
node-bbsta-dartexit-platform,Back Bay,Boston,,,True,3,
1514,Bowdoin St @ Eunice St,Boston,42.304293,-71.069728,True,0,3.0
door-bcnfd-lot,Parking Lot,Brookline,42.335845,-71.14042,False,2,
node-pktrm-midupassstairs-platform,Park Street,Boston,,,True,3,
244,Summer St @ E St,Boston,42.345049,-71.040496,True,0,3.0
386,Warren St @ Sunderland St,Boston,42.310509,-71.083162,True,0,3.0
66,Mt Auburn St @ DeWolfe St,Cambridge,42.370925,-71.11597,True,0,3.0
2030,Mt Auburn St @ Homer Ave,Cambridge,42.374974,-71.148307,True,0,3.0
node-rcmnl-stairs-platform,Roxbury Crossing,Boston,42.331167,-71.095731,True,3,
node-chncl-oglower-landing,Chinatown,Boston,,,True,3,
node-symcl-hunestair-platform,Symphony,Boston,,,True,3,
5260,Park St @ Gilmore Terr,Boston,42.282011,-71.150507,True,0,3.0
3371,Gallivan Blvd @ Frederika St,Boston,42.28219,-71.058367,True,0,3.0
node-853-platform,Back Bay,Boston,,,True,3,
node-harsq-sbramp-platform,Harvard,Cambridge,42.37417,-71.118869,True,3,
300,Dorchester Ave @ Dorset St,Boston,42.323237,-71.056879,True,0,3.0
2305,Massachusetts Ave @ Shepard St,Cambridge,42.38164,-71.119935,True,0,3.0
door-dwnxg-rochebros,Roche Bros,Boston,42.355292,-71.060075,True,2,
951,Commonwealth Ave @ Silber Way,Boston,42.349458,-71.10074,True,0,3.0
2273,Massachusetts Ave @ Churchill Ave,Cambridge,42.399844,-71.133258,True,0,3.0
74,Massachusetts Ave @ Albany St,Cambridge,42.360708,-71.096014,True,0,3.0
1178,Washington St @ Bartlett St,Boston,42.327911,-71.087033,True,0,3.0
299,Dorchester Ave @ Howell St,Boston,42.324666,-71.056909,True,0,3.0
door-forhl-upper,Washington St (Roslindale),Boston,42.300204,-71.114404,True,2,
node-bbsta-13stairs-platform,Back Bay,Boston,,,True,3,
place-stpul,Saint Paul Street,Brookline,42.343327,-71.116997,False,1,
node-935-lobby,World Trade Center,Boston,,,True,3,
node-304-top,North Station,Boston,42.365055,-71.059786,True,3,
node-128-lobby,Forest Hills,Boston,42.300536,-71.113759,True,3,
919,Washington St opp Waldo Terr,Boston,42.349002,-71.152193,True,0,3.0
1094,Brooks St @ Faneuil St,Boston,42.352511,-71.163102,True,0,3.0
6570,S Huntington Ave @ Perkins St,Boston,42.321698,-71.112025,True,0,3.0
9070216,Kent Street,Brookline,42.344069,-71.113664,True,0,3.0
place-gover,Government Center,Boston,42.359705,-71.059215,True,1,
70001,Forest Hills,Boston,42.300926,-71.114129,True,0,1.0
12829,Chelsea St @ Warren St,Boston,42.371907,-71.060949,True,0,3.0
5888,160 Waldemar Ave,Boston,42.393011,-71.00708,True,0,3.0
1504,Hancock St @ Bird St,Boston,42.314602,-71.065879,True,0,3.0
node-bbsta-upper-farepaid,Back Bay,Boston,,,True,3,
532,Gallivan Blvd @ Stone Terr,Boston,42.278972,-71.068711,False,0,3.0
node-grnst-844-platform,Green Street,Boston,42.31037,-71.107662,True,3,
node-tumnl-washnbstairs-platform,Tufts Medical Center,Boston,,,True,3,
node-135-busway,Ruggles,Boston,,,True,3,
70247,Longwood Medical Area,Boston,42.33608,-71.099883,True,0,0.0
node-353-bottom,Alewife,Cambridge,42.395827,-71.141637,True,3,
5730,Meridian St @ Condor St,Boston,42.382687,-71.039373,True,0,3.0
node-wtcst-wtcbstairs-lobby,World Trade Center,Boston,,,True,3,
383,Blue Hill Ave @ Ellington St,Boston,42.302768,-71.085185,True,0,3.0
1787,Washington St @ Worcester St,Boston,42.337524,-71.075479,True,0,3.0
2575,Broadway @ Garrison Ave,Somerville,42.405069,-71.130239,True,0,3.0
DB-2258-02,Uphams Corner,Boston,42.319125,-71.068627,True,0,2.0
5736,Meridian St @ Liverpool St,Boston,42.37409,-71.039143,True,0,3.0
Boat-George,Georges Island,Boston,42.319742,-70.930427,True,0,4.0
7,Melnea Cass Blvd @ Washington St,Boston,42.333043,-71.081108,True,0,3.0
node-dwnxg-frnkfare-unpaid,Downtown Crossing,Boston,,,True,3,
1334,Humboldt Ave @ Humboldt Ct,Boston,42.318292,-71.086142,True,0,3.0
70083,Andrew,Boston,42.330154,-71.057655,True,0,1.0
5882,Boardman St @ Saratoga St,Boston,42.387324,-71.008261,True,0,3.0
1079,Market St @ Vineland St,Boston,42.357084,-71.148576,True,0,3.0
85568,Baker St @ Dunwell St,Boston,42.277802,-71.167005,False,0,3.0
8971,1799 River St opp Norton St,Boston,42.244054,-71.138248,True,0,3.0
70198,Park Street,Boston,42.356395,-71.062424,True,0,0.0
door-pktrm-tremonte,"Tremont St, Boston Common",Boston,42.35637,-71.062321,False,2,
node-830-lobby,JFK/UMass,Boston,42.320576,-71.052273,True,3,
node-asmnl-peanbstair-platform,Ashmont,Boston,42.284958,-71.063895,True,3,
6403,Williams St @ Summit St,Boston,42.248083,-71.116594,True,0,3.0
node-alfcl-steelplstairs-top,Alewife,Cambridge,42.395543,-71.142358,True,3,
76378,River St @ Webster St,Boston,42.257442,-71.11982,True,0,3.0
node-437-platform,Ashmont,Boston,42.28491,-71.064123,True,3,
node-aqucl-sstatestairs-lobby,Aquarium,Boston,,,True,3,
73,Massachusetts Ave @ Sidney St,Cambridge,42.362804,-71.099509,True,0,3.0
node-chncl-fhfarepaid,Chinatown,Boston,,,True,3,
DB-2240,Talbot Avenue,Boston,42.292246,-71.07814,True,0,2.0
node-sull-sbstairs-platform,Sullivan Square,Boston,,,True,3,
node-972-paidlobby,Kenmore,Boston,42.348888,-71.095356,True,3,
618,Washington St opp Rockland Towers,Boston,42.258554,-71.160671,True,0,3.0
node-crtst-northentstair-entrance,Courthouse,Boston,,,True,3,
node-shmnl-endstair-lobby,Savin Hill,Boston,42.31116,-71.05339,True,3,
21248,Huron Ave @ Fountain Terrace,Cambridge,42.379196,-71.150265,True,0,3.0
1345,Humboldt Ave @ Munroe St,Boston,42.317899,-71.086397,True,0,3.0
node-391-top,North Station,Boston,42.365429,-71.060456,True,3,
node-sstat-382stair-rl,South Station,Boston,,,True,3,
node-crtst-ssmainstair-platform,Courthouse,Boston,,,True,3,
850,Lagrange St @ Vermont St,Boston,42.287414,-71.165208,True,0,3.0
6464,Cummins Hwy @ Florence St,Boston,42.285141,-71.125969,True,0,3.0
1573,Blue Hill Ave @ W Cottage St,Boston,42.320324,-71.077688,True,0,3.0
5743,Meridian St @ Saratoga St,Boston,42.375709,-71.039031,True,0,3.0
6406,Washington St @ Garfield Ave,Boston,42.245906,-71.120291,True,0,3.0
55012,Alford St @ MBTA Charlestown Garage,Boston,42.386901,-71.072882,True,0,3.0
74611,South Station,Boston,42.352271,-71.055242,True,0,3.0
node-astao-716-ground,Assembly,Somerville,42.393273,-71.077612,True,3,
node-rugg-farepaid,Ruggles,Boston,,,True,3,
5231,Centre St @ Arborway Rotary,Boston,42.308216,-71.122487,True,0,3.0
door-gilmn-medford,Medford St,Somerville,42.387592,-71.096227,True,2,
node-981-platform,Science Park/West End,Boston,42.366846,-71.067777,True,3,
156,W Broadway @ F St,Boston,42.336634,-71.04761,True,0,3.0
node-903-passage,Haymarket,Boston,,,True,3,
1357,Tremont St opp Roxbury Crossing Sta,Boston,42.33158,-71.095246,True,0,3.0
10033,E 1st St @ O St,Boston,42.338176,-71.029444,True,0,3.0
node-dwnxg-stair10-lobby,Downtown Crossing,Boston,,,True,3,
2925,Columbia Rd @ Washington St,Boston,42.305402,-71.080253,True,0,3.0
1489,Dudley St @ Dearborn St,Boston,42.328523,-71.079127,False,0,3.0
door-rugg-columbus,"Columbus Ave, Tremont St",Boston,42.335873,-71.088906,True,2,
node-kencl-fvmramp-lobby,Kenmore,Boston,,,True,3,
door-bbsta-dartms,Dartmouth St (South),Boston,42.347348,-71.075791,True,2,
1584,Blue Hill Ave @ Gaston St,Boston,42.313309,-71.079686,True,0,3.0
node-339-lobby,Davis,Somerville,,,True,3,
109838,Saratoga St opp Teragram St,Boston,42.383963,-70.999159,True,0,3.0
5905,Lexington St @ Putnam St,Boston,42.379396,-71.032861,True,0,3.0
node-817-lobby,Davis,Somerville,42.396816,-71.121817,True,3,
14122,Alewife,Cambridge,42.395389,-71.141326,True,0,3.0
225,Atlantic Ave @ Atlantic Ave,Boston,42.360797,-71.052557,True,0,3.0
9070043,Aquarium - Surface Rd @ State St,Boston,42.359756,-71.052605,True,0,3.0
9070074,Charles/MGH - 325 Cambridge St,Boston,42.361245,-71.069722,True,0,3.0
node-north-valenti-lobby,North Station,Boston,42.364943,-71.059814,True,3,
2719,Broadway @ Illinois Ave,Somerville,42.387616,-71.083179,True,0,3.0
46434,Cummins Hwy @ Hebron St,Boston,42.272749,-71.107863,True,0,3.0
16479,Hyde Park Ave @ Florian St,Boston,42.286684,-71.118526,True,0,3.0
840,Lagrange St @ Pender St,Boston,42.28461,-71.162477,True,0,3.0
9070116,Sutherland Road - Commonwealth Ave @ Colborne Rd,Boston,42.341459,-71.145883,True,0,3.0
1188,Columbus Ave opp Weld Ave - Egleston Sq,Boston,42.315207,-71.097652,True,0,3.0
4721,McClellan Highway @ Boardman St,Boston,42.39172,-71.013117,True,0,3.0
76459,Cummins Hwy @ Harvard St,Boston,42.274488,-71.109278,True,0,3.0
2092,Huron Ave @ Chilton St,Cambridge,42.38129,-71.138011,True,0,3.0
