station_id,station_name,municipality,latitude,longitude,wheelchair_accessible,location_type,vehicle_type
5218,Centre St @ Guernsey St,Boston,42.289287,-71.142062,True,0,3.0
2097,Aberdeen Ave @ Aberdeen Way,Cambridge,42.376937,-71.146734,True,0,3.0
10417,American Legion Hwy @ Blue Hill Ave,Boston,42.298267,-71.087238,True,0,3.0
node-880-platform,Andrew,Boston,,,True,3,
13121,Dewar St @ Dorchester Ave,Boston,42.309967,-71.057763,True,0,3.0
door-amory-wbamory,Amory St,Boston,42.350922,-71.113846,True,2,
31839,Corey St opp Mount Benedict Cemetery,Boston,42.297909,-71.168753,True,0,3.0
node-fldcr-farepaid,Fields Corner,Boston,42.300049,-71.061699,True,3,
6413,Truman Hwy @ Tyler St,Boston,42.246969,-71.125272,True,0,3.0
MM-0023-S,JFK/UMass,Boston,42.320685,-71.052391,True,0,2.0
node-bbsta-2stairs-platform,Back Bay,Boston,,,True,3,
5089,91 E Concord St,Boston,42.33556,-71.072264,True,0,3.0
5240,Morton St @ Courtland Rd,Boston,42.286305,-71.093576,True,0,3.0
node-sstat-919stair-sl,South Station,Boston,,,True,3,
node-353-top,Alewife,Cambridge,42.395942,-71.141696,True,3,
1187,Washington St @ Atherton St,Boston,42.315596,-71.098606,True,0,3.0
NB-0064-B1,Roslindale Village,Boston,42.286684,-71.13103,True,0,3.0
22819,Hyde Park Ave @ Glenwood Ave,Boston,42.248475,-71.127058,True,0,3.0
1717,Blue Hill Ave @ Almont St,Boston,42.274185,-71.093802,True,0,3.0
6399,Milton Ave @ Highland St,Boston,42.252568,-71.113466,False,0,3.0
5225,1200 Centre St opp VFW Pkwy,Boston,42.296951,-71.13231,True,0,3.0
node-hymnl-newbury-farepaid,Hynes Convention Center,Boston,,,True,3,
node-732-top,North Station,Boston,,,True,3,
node-haecl-glstair-passage,Haymarket,Boston,,,True,3,
461,Washington St opp Algonquin St,Boston,42.297456,-71.072446,True,0,3.0
849,Lagrange St opp Burard St,Boston,42.285967,-71.163863,True,0,3.0
270,Columbia Rd @ P St,Boston,42.332487,-71.027186,False,0,3.0
node-gilmn-schstairs-top,Gilman Square,Somerville,42.388272,-71.097501,True,3,
5250,1437 Centre St opp Ardale St,Boston,42.29326,-71.13749,True,0,3.0
node-wimnl-benn-farepaid,Wood Island,Boston,42.379793,-71.022981,True,3,
924,Cambridge St @ Gordon St,Boston,42.352276,-71.140761,True,0,3.0
1529,High St @ Oakland Rd,Brookline,42.326268,-71.120223,True,0,3.0
2340,Blanchard Rd @ Merrill Ave,Cambridge,42.391796,-71.157577,True,0,3.0
node-smmnl-953-platform,Shawmut,Boston,42.29313,-71.065707,True,3,
node-north-causewayexitw-fareunpaid,North Station,Boston,42.365448,-71.060439,True,3,
node-smmnl-nbstairs-lobby,Shawmut,Boston,42.293171,-71.065765,True,3,
1706,Blue Hill Ave @ Harvard St,Boston,42.294138,-71.08836,True,0,3.0
node-forhl-upperdoor,Forest Hills,Boston,42.300465,-71.114151,True,3,
door-knncl-sbmain,"Buses, Main St, Third St",Cambridge,42.362303,-71.086149,False,2,
node-kencl-commstair-lobby,Kenmore,Boston,,,True,3,
node-pktrm-tremefare-unpaid,Park Street,Boston,,,True,3,
2725,Broadway @ Temple St,Somerville,42.392521,-71.092975,True,0,3.0
317,Dorchester Ave @ Hancock St,Boston,42.308194,-71.058359,True,0,3.0
11802,Ave Louis Pasteur @ Longwood Ave,Boston,42.337935,-71.102713,True,0,3.0
node-510-sbplatform,Porter,Cambridge,42.388777,-71.118777,True,3,
door-pktrm-west,Boston Common,Boston,42.355456,-71.063402,False,2,
place-bland,Blandford Street,Boston,42.349293,-71.100258,False,1,
625,Washington St @ W Boundary Rd,Boston,42.267639,-71.149908,True,0,3.0
node-cntsq-ibstair-farepaid,Central,Cambridge,,,True,3,
5737,Meridian St @ Havre St,Boston,42.37203,-71.039105,True,0,3.0
2587,Elm St @ Mossland St,Somerville,42.388011,-71.11557,True,0,3.0
70016,Tufts Medical Center,Boston,42.349662,-71.063917,True,0,1.0
24485,Broadway opp Hampshire St,Cambridge,42.365409,-71.091381,True,0,3.0
764,85 Stimson St,Boston,42.260922,-71.159711,True,0,3.0
node-372-lobby,Broadway,Boston,,,True,3,
1296,Washington St opp Euston Rd,Boston,42.344593,-71.144416,True,0,3.0
10423,American Legion Hwy @ Stella Rd,Boston,42.280752,-71.116254,True,0,3.0
9070505,Gilman Square - Medford St opp Gilman Sq Station,Somerville,42.38745,-71.09538,True,0,3.0
node-986-lobby,Porter,Cambridge,42.388193,-71.118924,True,3,
1289,Washington St @ Griggs Rd,Brookline,42.337403,-71.126747,True,0,3.0
32,Farragut Rd opp E 2nd St,Boston,42.337629,-71.025051,True,0,3.0
node-917-street,Prudential,Boston,,,True,3,
node-harsq-harfareunpaid,Harvard,Cambridge,42.374353,-71.118802,True,3,
6526,Alwin St @ Turtle Pond Pkwy,Boston,42.253877,-71.139562,False,0,3.0
70246,Museum of Fine Arts,Boston,42.338017,-71.094682,True,0,0.0
door-bvmnl-washington,"Station St, Washington St",Brookline,42.332552,-71.117214,True,2,
841,Lagrange St @ Virgil Rd,Boston,42.283759,-71.161613,True,0,3.0
1470,Bowdoin St @ Norton St,Boston,42.305319,-71.06809,True,0,3.0
place-portr,Porter,Cambridge,42.3884,-71.119149,True,1,
node-chncl-fhfareunpaid,Chinatown,Boston,,,True,3,
2556,N Harvard St @ Hooker St,Boston,42.358742,-71.127014,True,0,3.0
773,Centre St @ Bogandale Rd,Boston,42.276464,-71.160407,True,0,3.0
node-ccmnl-stairs-lobby,Community College,Boston,,,True,3,
node-pktrm-sbwinterstairs-platform,Park Street,Boston,,,True,3,
1480,Columbia Rd @ Hancock St,Boston,42.316363,-71.065765,True,0,3.0
9070217,Saint Paul Street,Brookline,42.343636,-71.116713,True,0,3.0
place-unsqu,Union Square,Somerville,42.377359,-71.094761,True,1,
place-rsmnl,Reservoir,Brookline,42.335088,-71.148758,True,1,
door-smmnl-clemen,"Clementine Park, Centre St",Boston,42.293067,-71.065784,True,2,
2395,Pearl St @ McGrath Hwy,Somerville,42.386513,-71.090342,True,0,3.0
1743,Columbus Ave @ Walnut Ave,Boston,42.313614,-71.095387,True,0,3.0
door-boyls-outbound,"Boston Common, Street",Boston,42.353214,-71.064546,False,2,
222,Atlantic Ave @ Seaport Blvd.,Boston,42.354896,-71.051128,True,0,3.0
70065,Porter,Cambridge,42.3884,-71.119149,True,0,1.0
8329,49 W Milton St opp W Milton Pl,Boston,42.239681,-71.14037,True,0,3.0
343,Dorchester Ave @ Gibson St,Boston,42.297101,-71.061006,True,0,3.0
12616,Somerville Ave @ School St,Somerville,42.381998,-71.101852,True,0,3.0
2715,Broadway @ Belknap St,Somerville,42.405242,-71.130298,True,0,3.0
61916,Lee St @ Sears Rd,Brookline,42.318332,-71.140678,True,0,3.0
603,Washington St @ Albano St,Boston,42.283319,-71.13158,True,0,3.0
9070506,Gilman Square - Medford St @ Gilman Sq Station,Somerville,42.38742,-71.0955,True,0,3.0
node-state-cityhall-farepaid,State,Boston,,,True,3,
node-lech-obrienstairs-bottom,Lechmere,Cambridge,42.370815,-71.075627,True,3,
node-forhl-busfarepaid,Forest Hills,Boston,42.300742,-71.114062,True,3,
node-999-ol,Downtown Crossing,Boston,,,True,3,
599,Washington St @ Mosgrove Ave,Boston,42.29162,-71.122671,True,0,3.0
373,Talbot Ave @ Spencer St,Boston,42.291466,-71.076,True,0,3.0
28745,Grand Union Blvd @ Canal St,Somerville,42.394225,-71.080798,True,0,3.0
2788,243 West St opp Myopia Rd,Boston,42.264152,-71.126798,True,0,3.0
node-sstat-bldgstair-ground,South Station,Boston,,,True,3,
node-sstat-cr-lobby,South Station,Boston,,,True,3,
door-aqucl-atlanticelev,Waterfront and New England Aquarium,Boston,42.359861,-71.051243,True,2,
9070121,Washington Street - Commonwealth Ave @ Washington St,Boston,42.34411,-71.14306,True,0,3.0
place-coecl,Copley,Boston,42.349974,-71.077447,True,1,
DB-2205,Fairmount,Boston,42.253638,-71.11927,True,0,2.0
node-374-nbplatform,State,Boston,,,True,3,
1487,Dudley St @ Hampden St,Boston,42.326437,-71.075647,True,0,3.0
DB-2205-B0,Fairmount - Fairmount Ave opp Ramp,Boston,42.2537,-71.11933,True,0,3.0
1338,Walnut Ave @ Rockland St,Boston,42.32267,-71.084643,True,0,3.0
node-rugg-olsstairs-platform,Ruggles,Boston,,,True,3,
node-889-unpaidstreet,Wood Island,Boston,42.379769,-71.022991,True,3,
1363,Huntington Ave @ Fenwood Rd,Boston,42.333665,-71.105931,True,0,3.0
6508,Hyde Park Ave opp Webster St,Boston,42.258967,-71.123477,True,0,3.0
9070110,South Street - Commonwealth Ave opp South St,Boston,42.339477,-71.157805,True,0,3.0
node-jfk-brasydstair-platform,JFK/UMass,Boston,42.320033,-71.052198,True,3,
node-wtcst-obstairs-lobby,World Trade Center,Boston,,,True,3,
1845,Weld St @ Manthorne Rd,Boston,42.292867,-71.154376,True,0,3.0
node-longw-pstairs-platform,Longwood,Brookline,42.341446,-71.110103,True,3,
node-sbmnl-845-lobby,Stony Brook,Boston,42.317298,-71.104284,True,3,
2938,Boston St @ Dorset St,Boston,42.324096,-71.059813,True,0,3.0
node-969-platform,Ashmont,Boston,42.284205,-71.063422,True,3,
2582,Elm St @ Chester St,Somerville,42.395078,-71.1218,True,0,3.0
node-wimnl-ibunpaidstairs-street,Wood Island,Boston,42.379818,-71.023092,True,3,
node-kencl-ebstair-lobby,Kenmore,Boston,,,True,3,
node-haecl-congogstairn-lobby,Haymarket,Boston,,,True,3,
5263,Woodard Rd @ Wren St,Boston,42.278855,-71.148157,True,0,3.0
1844,Weld St @ Willow St,Boston,42.292171,-71.155466,True,0,3.0
node-814-second,Alewife,Cambridge,42.395791,-71.141323,True,3,
253,W 7th St @ D St,Boston,42.336252,-71.054025,True,0,3.0
494,Gallivan Blvd @ Washington St,Boston,42.278512,-71.070513,True,0,3.0
door-amory-wbbuick,"Buick St, Saint Paul St",Boston,42.351138,-71.115595,True,2,
26459,Cummins Hwy @ Brockton St,Boston,42.270402,-71.099359,True,0,3.0
29013,Sullivan Square,Boston,42.383825,-71.076194,True,0,3.0
1895,Grove St @ South St,Brookline,42.302621,-71.152112,True,0,3.0
18511,Mattapan,Boston,42.267508,-71.091726,True,0,3.0
node-pktrm-stair4-lobby,Park Street,Boston,,,True,3,
21835,Chestnut Hill Ave @ Eliot St,Brookline,42.326893,-71.143258,False,0,3.0
808,Centre St opp Bellevue st,Boston,42.284044,-71.156956,True,0,3.0
2740,Broadway @ Walker St,Somerville,42.400861,-71.117961,True,0,3.0
node-441-bridge,Orient Heights,Boston,42.386799,-71.00477,True,3,
2848,Bunker Hill St @ Sullivan St,Boston,42.379871,-71.064639,True,0,3.0
1570,Blue Hill Ave @ Woodcliff St,Boston,42.316121,-71.078104,True,0,3.0
node-bomnl-lobstair-entrance,Bowdoin,Boston,,,True,3,
node-astao-442-lobby,Assembly,Somerville,42.393187,-71.077668,True,3,
node-mvbcl-lewstair-entrance,Maverick,Boston,42.368251,-71.040546,True,3,
9070224,Summit Avenue,Brookline,42.340768,-71.125834,True,0,3.0
396,Warren St @ Moreland St,Boston,42.325547,-71.083166,True,0,3.0
node-409-platform,Airport,Boston,42.374381,-71.030339,True,3,
5226,Centre St @ Walter St,Boston,42.29768,-71.130466,False,0,3.0
node-andrw-sobstairs-lobby,Andrew,Boston,,,True,3,
node-astao-719-lobby,Assembly,Somerville,42.392237,-71.077218,True,3,
33077,Gallivan Blvd @ Woodfield St,Boston,42.2833,-71.051656,True,0,3.0
56479,Hyde Park Ave @ Eldridge Rd,Boston,42.292344,-71.117619,True,0,3.0
6360,River St @ Metropolitan Ave,Boston,42.260317,-71.115746,True,0,3.0
2762,Washington St @ McGrath Hwy,Somerville,42.380364,-71.08982,True,0,3.0
2905,Boston St @ Ellery St,Boston,42.328459,-71.057733,True,0,3.0
12866,Bunker Hill St @ Baldwin St,Boston,42.382514,-71.069736,True,0,3.0
node-505-street,Porter,Cambridge,42.388417,-71.119161,True,3,
96434,Cummins Hwy @ River St,Boston,42.267476,-71.094332,True,0,3.0
9070218,Saint Paul Street - 1253 Beacon St,Brookline,42.34282,-71.11804,True,0,3.0
1304,Harvard St @ Coolidge St,Brookline,42.345707,-71.127662,True,0,3.0
node-113-platform,Downtown Crossing,Boston,,,True,3,
node-spmnl-obstairs-lobby,Science Park/West End,Boston,42.36681,-71.067754,True,3,
node-aqucl-nstatestairs-landing,Aquarium,Boston,,,True,3,
514,Washington St @ Coolidge Rd,Boston,42.281176,-71.070857,True,0,3.0
node-856-lobby,Back Bay,Boston,,,True,3,
30251,27 Drydock Ave,Boston,42.344706,-71.028419,True,0,3.0
9406,Morton St @ Harvard St,Boston,42.287893,-71.093873,True,0,3.0
door-spmnl-obrien,"Monsignor O'Brien Hwy, Museum of Science (Stairs)",Boston,42.36673,-71.067998,False,2,
2783,River St @ Hyde Park Ave,Boston,42.255826,-71.124343,True,0,3.0
place-mgngl,Magoun Square,Somerville,42.393682,-71.106388,True,1,
node-417-platform,Courthouse,Boston,,,True,3,
17091,Terminal A,Boston,42.364612,-71.020862,True,0,3.0
882,Dorchester Ave @ Richmond St,Boston,42.274026,-71.067521,True,0,3.0
9070154,Copley - Opp 575 Boylston St,Boston,42.350283,-71.076293,True,0,3.0
9070508,Magoun Square - Medford St @ Lowell St,Somerville,42.39645,-71.10375,True,0,3.0
1509,Bowdoin St @ Tovar St,Boston,42.310132,-71.063188,True,0,3.0
8813,Hilltop St opp Whitridge St,Boston,42.279898,-71.049718,True,0,3.0
door-jfk-oldcolony,"Busway, JFK Library, Mount Vernon St (Stairs)",Boston,42.320829,-71.051623,False,2,
16403,Summit St @ Neponset Ave,Boston,42.247466,-71.117607,True,0,3.0
1068,125 Western Ave,Boston,42.363686,-71.124387,True,0,3.0
node-867-platform,Broadway,Boston,,,True,3,
1852,Weld St @ Colby Rd,Boston,42.29367,-71.138855,True,0,3.0
node-astao-revplatstair-lobby,Assembly,Somerville,42.392158,-71.077208,True,3,
15660,Blue Hill Ave @ Devon St,Boston,42.310921,-71.081431,True,0,3.0
15201,Preble St @ Rogers St,Boston,42.329188,-71.055341,True,0,3.0
1279,Washington St @ Gardner Rd,Brookline,42.338412,-71.129157,True,0,3.0
1791,Harrison Ave @ E Lenox St,Boston,42.33353,-71.077233,True,0,3.0
5221,Centre St @ Hewlett St,Boston,42.292218,-71.138545,True,0,3.0
29011,Sullivan Square,Boston,42.38436,-71.07619,True,0,3.0
21151,Warren St @ Kearsarge Ave,Boston,42.327349,-71.083021,True,0,3.0
2402,Medford St @ Bartlett St,Somerville,42.39424,-71.101882,True,0,3.0
node-sstat-ashbrain-farepaid,South Station,Boston,,,True,3,
node-jfk-bragasstair-platform,JFK/UMass,Boston,42.320427,-71.052252,True,3,
5883,Boardman St @ Ashley St,Boston,42.38916,-71.010564,True,0,3.0
node-armnl-nstairs-lobby,Arlington,Boston,,,True,3,
node-356-top,Alewife,Cambridge,42.395769,-71.141187,True,3,
70513,East Somerville,Somerville,42.379881,-71.087032,True,0,0.0
door-state-state,"Old State House, State St",Boston,42.358735,-71.057298,False,2,
70146,Boston University East,Boston,42.349659,-71.103989,True,0,0.0
node-971-platform,Kenmore,Boston,42.349006,-71.095367,True,3,
9170503,Union Square - Somerville Ave @ Prospect St,Somerville,42.379038,-71.093704,True,0,3.0
node-state-water-farepaid,State,Boston,,,True,3,
6411,Truman Hwy @ Wakefield Ave,Boston,42.242811,-71.126148,False,0,3.0
node-502-sbplatform,State,Boston,,,True,3,
3084,Adams St opp Lonsdale St,Boston,42.291359,-71.057091,True,0,3.0
node-kencl-wbstair-lobby,Kenmore,Boston,,,True,3,
node-mvbcl-lewfarepaid,Maverick,Boston,42.368184,-71.040301,True,3,
node-320-lobby,Park Street,Boston,,,True,3,
node-849-lobby,Ruggles,Boston,42.336466,-71.08939,True,3,
1491,Dudley St @ Harrison Ave,Boston,42.328655,-71.082962,True,0,3.0
1258,Tremont St @ Roxbury Crossing Station,Boston,42.331311,-71.094831,True,0,3.0
door-knncl-sbsecond,"Main St, Third St",Cambridge,42.362232,-71.084862,False,2,
2623,Elm St @ Cedar St,Somerville,42.387873,-71.1153,True,0,3.0
node-pktrm-stair17-lobby,Park Street,Boston,,,True,3,
node-alfcl-cambridgesideramp-landing,Alewife,Cambridge,42.395433,-71.141686,True,3,
node-ccmnl-lobby,Community College,Boston,,,True,3,
70021,Downtown Crossing,Boston,42.355518,-71.060225,True,0,1.0
393,Warren St @ Woodbine St,Boston,42.319956,-71.08138,True,0,3.0
853,Vermont St @ Baker St,Boston,42.284549,-71.16977,True,0,3.0
1372,Harvard St @ Beacon St,Brookline,42.341909,-71.121143,True,0,3.0
node-haecl-congfhplats-passage,Haymarket,Boston,,,True,3,
1152,Centre St @ New Heath St,Boston,42.326053,-71.096665,True,0,3.0
2734,Broadway @ William St,Somerville,42.397876,-71.105925,True,0,3.0
38812,Hallet St @ Florian Hall,Boston,42.282548,-71.047245,True,0,3.0
node-aport-wbpaidstairs-platform,Airport,Boston,42.374431,-71.030339,True,3,
13590,Tremont St @ Tobin Community Center,Boston,42.332118,-71.098589,True,0,3.0
node-815-fourth,Alewife,Cambridge,42.395815,-71.141239,True,3,
place-fbkst,Fairbanks Street,Brookline,42.339725,-71.131073,False,1,
51918,Clyde St @ Country Rd,Brookline,42.314475,-71.142086,True,0,3.0
2790,347 West St,Boston,42.267019,-71.130262,True,0,3.0
node-prmnl-921stair-platform,Prudential,Boston,,,True,3,
12838,Chelsea St @ Fifth St,Boston,42.375182,-71.056282,True,0,3.0
node-515-landing,Harvard,Cambridge,42.3735,-71.118801,True,3,
22821,1587 Hyde Park Ave,Boston,42.244494,-71.129662,True,0,3.0
2583,Elm St @ Russell St,Somerville,42.393648,-71.120873,True,0,3.0
node-891-lobby,Downtown Crossing,Boston,,,True,3,
door-rsmnl-estairs,"Chestnut Hill Ave, Buses (Park St & North)",Brookline,42.335051,-71.1487,False,2,
1496,Dudley St opp Hampden St,Boston,42.326323,-71.075735,True,0,3.0
node-crtst-wtcmainstair-lobby,Courthouse,Boston,,,True,3,
2312,Massachusetts Ave @ Wendell St,Cambridge,42.381631,-71.119571,True,0,3.0
5249,Centre St @ Weld St,Boston,42.293913,-71.136665,True,0,3.0
2806,Poplar St @ Cornell St,Boston,42.274646,-71.127923,True,0,3.0
71265,Adams St @ Butler St - Butler Sta,Boston,42.273318,-71.064038,True,0,3.0
node-bomnl-ramp-platform,Bowdoin,Boston,,,True,3,
node-sstat-alewife-fareunpaid,South Station,Boston,,,True,3,
11712,Blue Hill Ave @ Morton St,Boston,42.28393,-71.091739,True,0,3.0
2922,Glen Ln @ Blue Hill Ave - Franklin Park Zoo,Boston,42.301806,-71.086667,True,0,3.0
51,Dorchester St @ Middle St,Boston,42.330942,-71.054465,True,0,3.0
805,Belgrade Ave @ Centre St,Boston,42.286919,-71.149887,True,0,3.0
5894,Orient Ave opp Beachview Rd,Boston,42.390031,-71.001965,True,0,3.0
node-140-platform,Back Bay,Boston,,,True,3,
node-hymnl-ebstairs-lobby,Hynes Convention Center,Boston,,,True,3,
node-872-lobby,Andrew,Boston,,,True,3,
912,Tremont St @ Washington St,Boston,42.350468,-71.168767,True,0,3.0
70052,Orient Heights,Boston,42.386842,-71.004767,True,0,1.0
11521,Morton St @ Arborway,Boston,42.300388,-71.106632,True,0,3.0
node-957-platform,Fields Corner,Boston,42.30014,-71.061747,True,3,
door-symcl-westland,"Westland Ave, Symphony Hall",Boston,42.342941,-71.08536,False,2,
node-911-top,North Station,Boston,42.365566,-71.060349,True,3,
1739,Seaver St @ Maple St,Boston,42.306962,-71.087646,True,0,3.0
1411,Cambridge St @ Sixth St,Cambridge,42.371607,-71.08492,True,0,3.0
258,E 8th St @ Dorchester St,Boston,42.332673,-71.05098,True,0,3.0
node-sstat-411stair-lobby,South Station,Boston,,,True,3,
928,Brighton Ave @ Harvard Ave,Boston,42.352822,-71.131746,True,0,3.0
1616,Margaretta Dr @ Crown Point Dr,Boston,42.257411,-71.146391,True,0,3.0
node-401-top,World Trade Center,Boston,,,True,3,
node-jfk-ashcolfareunpaid,JFK/UMass,Boston,42.321341,-71.05258,True,3,
1585,Blue Hill Ave @ Brunswick St,Boston,42.311448,-71.081148,True,0,3.0
1148,Malcolm X Blvd @ Shawmut Ave,Boston,42.329687,-71.08613,True,0,3.0
22818,Hyde Park Ave @ Reservation Rd,Boston,42.246477,-71.128705,True,0,3.0
2117,Belmont St @ St. Mary's St,Cambridge,42.37491,-71.15267,True,0,3.0
249,B St @ W 4th St,Boston,42.340204,-71.054739,True,0,3.0
2098,Aberdeen Ave @ Mt Auburn St,Cambridge,42.375483,-71.146112,True,0,3.0
80,Massachusetts Ave opp Christian Science Ctr,Boston,42.344366,-71.086458,True,0,3.0
node-longw-eramp-landing,Longwood,Brookline,42.341449,-71.110035,True,3,
node-fldcr-fareunpaid,Fields Corner,Boston,42.300049,-71.061699,True,3,
8946,Alwin St @ Stonehill Rd,Boston,42.253854,-71.140109,False,0,3.0
node-400-middle,South Station,Boston,,,True,3,
1129,Centre St @ Seaverns Ave,Boston,42.312198,-71.114144,True,0,3.0
70260,Heath Street,Boston,42.328316,-71.110252,True,0,0.0
node-398-sl,South Station,Boston,,,True,3,
2800,Metropolitan Ave @ Kittredge St,Boston,42.28011,-71.131416,True,0,3.0
node-sstat-390stair-rl,South Station,Boston,,,True,3,
70031,Sullivan Square,Boston,42.383975,-71.076994,True,0,1.0
door-sstat-dewey,"Dewey Sq (Summer St, Atlantic Ave)",Boston,42.352886,-71.055505,True,2,
611,Washington St @ Maplewood St,Boston,42.270144,-71.147358,True,0,3.0
node-aqucl-ebatlanticstairs-lobby,Aquarium,Boston,,,True,3,
89411,River St @ Church St,Boston,42.248679,-71.131525,True,0,3.0
2524,Hampshire St @ Union St,Cambridge,42.369314,-71.095337,True,0,3.0
188,Massachusetts Ave @ Massachusetts Ave Station,Boston,42.34157,-71.083092,True,0,3.0
node-alfcl-wgaragestairs-fifth,Alewife,Cambridge,42.395511,-71.142221,True,3,
door-babck-ebagganis,"Harry Agganis Way, Pleasant St",Boston,42.351424,-71.118712,True,2,
423,Talbot Ave @ Talbot Station,Boston,42.291903,-71.077992,True,0,3.0
node-jfk-ashcolstair-platform,JFK/UMass,Boston,42.321173,-71.052577,True,3,
565,Geneva Ave @ Columbia Rd,Boston,42.306001,-71.078119,True,0,3.0
70079,South Station,Boston,42.352271,-71.055242,True,0,1.0
NEC-2203-02,Hyde Park,Boston,42.25503,-71.125526,True,0,2.0
9981,Beacon St opp Walnut St,Boston,42.356954,-71.065766,True,0,3.0
2721,Broadway @ Cross St,Somerville,42.388711,-71.085778,True,0,3.0
23921,Cross St @ Fountain Ave,Somerville,42.383774,-71.08939,True,0,3.0
9070071,Kendall/MIT - Main St opp Dock St,Cambridge,42.362584,-71.087137,True,0,3.0
305,Dorchster Ave @ Howes St,Boston,42.317797,-71.056787,True,0,3.0
29001,Sullivan Square,Boston,42.384598,-71.076472,True,0,3.0
node-816-platform,Davis,Somerville,,,True,3,
door-harsq-square,Harvard Square,Cambridge,42.373371,-71.119004,True,2,
node-dwnxg-sumchyfare-unpaid,Downtown Crossing,Boston,,,True,3,
6401,Highland St @ Fairmount Ave,Boston,42.250875,-71.116815,True,0,3.0
14031,Cambridge St @ Fayette St,Cambridge,42.373839,-71.102211,True,0,3.0
node-dwnxg-stair11-middle,Downtown Crossing,Boston,,,True,3,
BNT-0000-01,North Station,Boston,42.366761,-71.062365,True,0,2.0
5019,College Ave @ Francesca Ave,Somerville,42.399088,-71.11951,True,0,3.0
node-mvbcl-lewstair-lobby,Maverick,Boston,42.368181,-71.040392,True,3,
node-436-lobby,Arlington,Boston,,,True,3,
70239,Prudential,Boston,42.34557,-71.081696,True,0,0.0
2681,Highland Ave @ Benton Rd,Somerville,42.389013,-71.105358,True,0,3.0
node-721-platform,Government Center,Boston,42.359606,-71.059409,True,3,
Alewife-02,Alewife,Cambridge,42.396071,-71.140695,True,0,1.0
node-394-platform,Aquarium,Boston,,,True,3,
node-979-rl,Park Street,Boston,,,True,3,
35202,Preble St @ Dorchester Ave,Boston,42.329528,-71.056534,True,0,3.0
BNT-0000-10,North Station,Boston,42.366493,-71.062829,True,0,2.0
node-symcl-wb-etop,Symphony,Boston,,,True,3,
11366,Pearl St @ Brookline Village,Brookline,42.332409,-71.116433,True,0,3.0
door-andrw-exitonly,Southampton St,Boston,42.330004,-71.057863,False,2,
9170152,Hynes - Commonwealth Ave @ Massachusetts Ave,Boston,42.34889,-71.08835,True,0,3.0
1158,Centre St @ Creighton St,Boston,42.322441,-71.108317,True,0,3.0
277,E 8th St @ M St,Boston,42.331537,-71.033111,True,0,3.0
node-337-entrance,Davis,Somerville,42.396782,-71.121832,True,3,
node-north-causewayexite-fareunpaid,North Station,Boston,42.365568,-71.060358,True,3,
1515,Bowdoin St @ Geneva Ave,Boston,42.303753,-71.071158,True,0,3.0
node-926-lobby,South Station,Boston,42.352402,-71.055409,True,3,
9170151,Kenmore - Commonwealth Ave @ Kenmore St,Boston,42.34916,-71.0949,True,0,3.0
node-dwnxg-stair13-lobby,Downtown Crossing,Boston,,,True,3,
547,Arborway opp Courthouse,Boston,42.301615,-71.109803,True,0,3.0
1196,N Beacon St @ Cambridge St,Boston,42.353748,-71.138128,True,0,3.0
node-prmnl-920ramp-platform,Prudential,Boston,,,True,3,
639,Washington St @ Whipple Ave,Boston,42.291606,-71.122523,True,0,3.0
52,Dorchester St @ Dorchester Ave,Boston,42.330056,-71.056389,True,0,3.0
node-crtst-ssexitstair-platform,Courthouse,Boston,,,True,3,
door-boyls-inbound,"Boston Common, Street",Boston,42.352531,-71.064685,False,2,
5861,Jeffries St @ Everett St,Boston,42.364865,-71.029525,True,0,3.0
node-andrw-ibramp-top,Andrew,Boston,,,True,3,
node-sdmnl-pob-bridge,Suffolk Downs,Boston,42.390408,-70.997015,True,3,
70266,Butler,Boston,42.272477,-71.062438,True,0,0.0
5262,Park St @ Woodard Rd,Boston,42.279472,-71.146763,True,0,3.0
14120,Alewife,Cambridge,42.3958,-71.141524,True,0,3.0
5890,171 Faywood Ave,Boston,42.392196,-71.007272,True,0,3.0
node-931-platform,Airport,Boston,42.37423,-71.030177,True,3,
1164,Centre St @ Myrtle St,Boston,42.313306,-71.11416,True,0,3.0
node-966-entrance,Maverick,Boston,42.3681,-71.040365,True,3,
node-haecl-congogplats-platform,Haymarket,Boston,,,True,3,
node-386-lobby,South Station,Boston,,,True,3,
place-chncl,Chinatown,Boston,42.352547,-71.062752,True,1,
node-bbsta-olestairs-platform,Back Bay,Boston,,,True,3,
node-fldcr-alewstair-lobby,Fields Corner,Boston,42.300016,-71.061828,True,3,
node-516-lobby,Harvard,Cambridge,42.374444,-71.118883,True,3,
36541,E Berkeley St @ Washington St,Boston,42.343942,-71.065731,True,0,3.0
door-bbsta-underpass,Underpass to Copley Place,Boston,42.347273,-71.076565,False,2,
node-gover-sentrancestairs-platform,Government Center,Boston,,,True,3,
node-418-entrance,Courthouse,Boston,,,True,3,
230,Commercial St @ Hanover St,Boston,42.367193,-71.052338,True,0,3.0
door-north-crcausewayw,Causeway St (West),Boston,42.365659,-71.062627,True,2,
382,Blue Hill Ave @ Charlotte St,Boston,42.300527,-71.085882,True,0,3.0
9070235,Englewood Avenue - 1856 Beacon St,Brookline,42.33715,-71.14601,True,0,3.0
45,E Broadway @ G St,Boston,42.335505,-71.044151,True,0,3.0
70219,Coolidge Corner,Brookline,42.342274,-71.120915,True,0,0.0
7094,Terminal C - Departures Level,Boston,42.366635,-71.017167,True,0,3.0
