Park_Name,Play_Name,Neighbor,OS_ID,Asset,asset_deta,Asset_use1,Asset_use2,Asset_use3,Age,shape_wkt,POINT_X,POINT_Y,source_file,cleaned_date
Ross Playground,,Hyde Park,270.0,Tennis,Full,,,,,POINT (-71.113625393999939 42.263439862000041),-71.11362539399994,42.26343986200004,park_features.csv,2025-11-30 19:58:11
George Wright Golf Course,,Hyde Park,132.0,Tennis,Full,,,,,POINT (-71.132553854999969 42.269130351000058),-71.13255385499997,42.26913035100006,park_features.csv,2025-11-30 19:58:11
George Wright Golf Course,,Hyde Park,132.0,Tennis,Full,,,,,POINT (-71.13260592599994 42.269448995000062),-71.13260592599994,42.26944899500006,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Tennis,Full,,,,,POINT (-71.097026443999937 42.274748275000036),-71.09702644399994,42.27474827500003,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Tennis,Full,,,,,POINT (-71.09691490299997 42.274857646000044),-71.09691490299997,42.27485764600005,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Tennis,Full,,,,,POINT (-71.096811265999975 42.274969001000045),-71.09681126599997,42.274969001000045,park_features.csv,2025-11-30 19:58:11
Walsh Playground,,Mattapan,312.0,Tennis,Full,,,,,POINT (-71.071527356999979 42.276546573000076),-71.07152735699998,42.27654657300008,park_features.csv,2025-11-30 19:58:11
Dorchester Park,,Dorchester,90.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.063125445999958 42.276666902000045),-71.06312544599996,42.276666902000045,park_features.csv,2025-11-30 19:58:11
Dorchester Park,,Dorchester,90.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.063295234999941 42.276791305000074),-71.06329523499994,42.276791305000074,park_features.csv,2025-11-30 19:58:11
Walker Playground,,Mattapan,310.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.089894867999988 42.278236604000028),-71.08989486799999,42.278236604000035,park_features.csv,2025-11-30 19:58:11
Billings Field,,West Roxbury,23.0,Tennis,Full,Pickleball x 2,,,,POINT (-71.155326345999981 42.281373572000064),-71.15532634599998,42.281373572000064,park_features.csv,2025-11-30 19:58:11
Billings Field,,West Roxbury,23.0,Tennis,Full,Pickleball x 2,,,,POINT (-71.155385606999971 42.281724761000078),-71.15538560699997,42.28172476100008,park_features.csv,2025-11-30 19:58:11
Billings Field,,West Roxbury,23.0,Tennis,Full,Pickleball x 2,,,,POINT (-71.155515479999963 42.28204450000004),-71.15551547999996,42.28204450000004,park_features.csv,2025-11-30 19:58:11
South Street Mall & Courts,,Jamaica Plain,288.0,Tennis,Full,Pickleball x 3,,,,POINT (-71.114990808999949 42.307944638000038),-71.11499080899995,42.30794463800004,park_features.csv,2025-11-30 19:58:11
Sumner & Lamson Street Playground,,East Boston,296.0,Basketball,Full,,,,,POINT (-71.032537824999963 42.365921189000062),-71.03253782499996,42.36592118900006,park_features.csv,2025-11-30 19:58:11
Sumner & Lamson Street Playground,,East Boston,296.0,Playground,UA,,,,"2-5,5-12",POINT (-71.032585016999974 42.366101255000046),-71.03258501699997,42.366101255000046,park_features.csv,2025-11-30 19:58:11
Thetford/Evans Playground,,Dorchester,302.0,Tennis,Full,,,,,POINT (-71.077970155999935 42.283284890000061),-71.07797015599994,42.28328489000006,park_features.csv,2025-11-30 19:58:11
Fallon Field,,Roslindale,112.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.136256513999967 42.28741681200006),-71.13625651399997,42.28741681200007,park_features.csv,2025-11-30 19:58:11
Ripley Playground,,Dorchester,261.0,Tennis,Full,,,,,POINT (-71.07624094099998 42.299681207000049),-71.07624094099998,42.29968120700005,park_features.csv,2025-11-30 19:58:11
Ripley Playground,,Dorchester,261.0,Tennis,Full,,,,,POINT (-71.076089165999974 42.299714564000055),-71.07608916599997,42.299714564000055,park_features.csv,2025-11-30 19:58:11
Byrne Playground,,Dorchester,39.0,Tennis,Full,,,,,POINT (-71.052198221999959 42.300698928000031),-71.05219822199996,42.30069892800003,park_features.csv,2025-11-30 19:58:11
Savin Hill Park,,Dorchester,276.0,Tennis,Full,,,,,POINT (-71.048706118999974 42.310104489000025),-71.04870611899997,42.310104489000025,park_features.csv,2025-11-30 19:58:11
Savin Hill Park,,Dorchester,276.0,Tennis,Full,,,,,POINT (-71.048562898999933 42.310163430000046),-71.04856289899993,42.310163430000046,park_features.csv,2025-11-30 19:58:11
Marcella Playground,,Roxbury,187.0,Tennis,Full,,,,,POINT (-71.09647739199994 42.323519827000041),-71.09647739199994,42.32351982700004,park_features.csv,2025-11-30 19:58:11
Clifford Playground,,Roxbury,59.0,Tennis,Full,,,,,POINT (-71.070019976999959 42.325997685000061),-71.07001997699996,42.32599768500006,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Tennis,Full,,,,,POINT (-71.050561326999969 42.327896874000032),-71.05056132699997,42.32789687400003,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Tennis,Full,,,,,POINT (-71.050749383999971 42.327899756000079),-71.05074938399997,42.32789975600008,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Tennis,Full,,,,,POINT (-71.050387690999969 42.327900490000047),-71.05038769099997,42.32790049000005,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.153168856999969 42.334201729000029),-71.15316885699997,42.33420172900003,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.153058947999966 42.334303695000074),-71.15305894799997,42.334303695000074,park_features.csv,2025-11-30 19:58:11
Ramsay Park,,Roxbury,254.0,Tennis,Full,,,,,POINT (-71.080302894999988 42.33478940100008),-71.08030289499999,42.33478940100008,park_features.csv,2025-11-30 19:58:11
Rogers Park,,Allston-Brighton,267.0,Tennis,Full,,,,,POINT (-71.158963708999977 42.34721038400005),-71.15896370899998,42.34721038400005,park_features.csv,2025-11-30 19:58:11
Rogers Park,,Allston-Brighton,267.0,Tennis,Full,,,,,POINT (-71.159130954999966 42.347255088000054),-71.15913095499997,42.347255088000054,park_features.csv,2025-11-30 19:58:11
Ringer Playground,,Allston-Brighton,259.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.138907780999943 42.350772222000046),-71.13890778099994,42.350772222000046,park_features.csv,2025-11-30 19:58:11
Ringer Playground,,Allston-Brighton,259.0,Tennis,Full,,,,,POINT (-71.138975617999961 42.350891970000077),-71.13897561799996,42.35089197000008,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Tennis,Full,Pickleball x 2,,,,POINT (-71.066171911999959 42.35375977800004),-71.06617191199996,42.35375977800004,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.065990682999939 42.353785710000068),-71.06599068299994,42.35378571000006,park_features.csv,2025-11-30 19:58:11
Porzio Park,,East Boston,244.0,Tennis,Full,,,,,POINT (-71.028815548999944 42.36443723800005),-71.02881554899994,42.36443723800005,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Tennis,Quickstart,,,,,POINT (-71.096615133999933 42.27501615400007),-71.09661513399993,42.27501615400007,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Tennis,Quickstart,,,,,POINT (-71.096801495999955 42.275118764000069),-71.09680149599996,42.27511876400007,park_features.csv,2025-11-30 19:58:11
Billings Field,,West Roxbury,23.0,Tennis,Quickstart,Pickleball x 1,,,,POINT (-71.155757295999933 42.282016346000034),-71.15575729599993,42.282016346000034,park_features.csv,2025-11-30 19:58:11
Ripley Playground,,Dorchester,261.0,Tennis,Quickstart,,,,,POINT (-71.076028086999941 42.299516624000034),-71.07602808699994,42.299516624000034,park_features.csv,2025-11-30 19:58:11
Porzio Park,,East Boston,244.0,Handball,,,,,,POINT (-71.029060926999989 42.363980056000059),-71.02906092699999,42.36398005600006,park_features.csv,2025-11-30 19:58:11
Porzio Park,,East Boston,244.0,Handball,,,,,,POINT (-71.029002510999987 42.364061066000033),-71.02900251099999,42.36406106600003,park_features.csv,2025-11-30 19:58:11
Ramsay Park,,Roxbury,254.0,Skate Spot,,,,,,POINT (-71.080105156999934 42.335210148000044),-71.08010515699993,42.33521014800005,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Pump Track,,Skate Park,,,,POINT (-71.131285326999944 42.364682223000045),-71.13128532699994,42.364682223000045,park_features.csv,2025-11-30 19:58:11
Reservation Road Park,,Hyde Park,256.0,Skate Spot,,,,,,POINT (-71.128998083999988 42.248849694000057),-71.12899808399999,42.24884969400006,park_features.csv,2025-11-30 19:58:11
Buckley Playground,,South Boston,35.0,Playground,UA,,,,2-12,POINT (-71.049262067999962 42.339380215000062),-71.04926206799996,42.33938021500006,park_features.csv,2025-11-30 19:58:11
Buckley Playground,,South Boston,35.0,Basketball,Full,,,,,POINT (-71.049420767999948 42.339540752000062),-71.04942076799995,42.33954075200006,park_features.csv,2025-11-30 19:58:11
Orton Field,,South Boston,222.0,Basketball,Half,,,,,POINT (-71.053832559999933 42.338584310000044),-71.05383255999993,42.33858431000005,park_features.csv,2025-11-30 19:58:11
Orton Field,,South Boston,222.0,Basketball,Half,,,,,POINT (-71.053702473999977 42.338504013000033),-71.05370247399998,42.33850401300003,park_features.csv,2025-11-30 19:58:11
Orton Field,,South Boston,222.0,Basketball,Half,,,,,POINT (-71.053631394999968 42.338453456000025),-71.05363139499997,42.338453456000025,park_features.csv,2025-11-30 19:58:11
Orton Field,,South Boston,222.0,Basketball,Full,,,,,POINT (-71.053463757999964 42.338345402000073),-71.05346375799996,42.33834540200007,park_features.csv,2025-11-30 19:58:11
DeFilippo Playground,,Central Boston,81.0,Basketball,Half,Pickleball x 2,,,,POINT (-71.057161024999971 42.366665420000061),-71.05716102499997,42.36666542000006,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Basketball,Full,,,,,POINT (-71.011181875999966 42.38864607000005),-71.01118187599997,42.38864607000005,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Basketball,Full,,,,,POINT (-71.011278588999971 42.388794357000052),-71.01127858899997,42.388794357000044,park_features.csv,2025-11-30 19:58:11
South Street Mall & Courts,,Jamaica Plain,288.0,Basketball,Half,,,,,POINT (-71.11500235799997 42.307999792000032),-71.11500235799997,42.30799979200003,park_features.csv,2025-11-30 19:58:11
South Street Mall & Courts,,Jamaica Plain,288.0,Basketball,Half,,,,,POINT (-71.114984246999938 42.307877271000052),-71.11498424699994,42.307877271000045,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Dog Park,Small and Large Dogs,,,,,POINT (-71.131185391999963 42.366577551000034),-71.13118539199996,42.366577551000034,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Basketball,Full,,,,,POINT (-71.130956472999969 42.364579304000074),-71.13095647299997,42.364579304000074,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Basketball,Full,,,,,POINT (-71.13074157899996 42.364537520000056),-71.13074157899996,42.364537520000056,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Street Hockey,,,,,,POINT (-71.131866945999946 42.36482582900004),-71.13186694599995,42.36482582900004,park_features.csv,2025-11-30 19:58:11
A Street Park,,South Boston,335.0,Dog Park,UA,,,,UA,POINT (-71.052979234999952 42.343936439000061),-71.05297923499995,42.34393643900006,park_features.csv,2025-11-30 19:58:11
Mission Hill Playground,,Mission Hill,199.0,Basketball,Full,Four Square,,,,POINT (-71.099337367999965 42.332999301000029),-71.09933736799996,42.33299930100003,park_features.csv,2025-11-30 19:58:11
Mission Hill Playground,,Mission Hill,199.0,Playground,,,,,5-12,POINT (-71.099274901999934 42.332834257000059),-71.09927490199993,42.33283425700006,park_features.csv,2025-11-30 19:58:11
Mission Hill Playground,,Mission Hill,199.0,Playground,,,,,2-5,POINT (-71.099673582999969 42.33288256600008),-71.09967358299997,42.33288256600008,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Basketball,Full,,,,,POINT (-71.086992864999957 42.293333502000053),-71.08699286499996,42.29333350200005,park_features.csv,2025-11-30 19:58:11
Harambee Park,"Dennis """"D.J."""" Simmonds Playground",Dorchester,142.0,Playground,,,,,"2-5,5-12",POINT (-71.087637920999953 42.293600430000026),-71.08763792099995,42.293600430000026,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Fitness Equipment,,,,,,POINT (-71.087877653999954 42.293599837000045),-71.08787765399995,42.293599837000045,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Fitness Equipment,,,,,,POINT (-71.085896245999947 42.290907205000053),-71.08589624599995,42.29090720500005,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Basketball,Full,,,,,POINT (-71.087212563999969 42.293370579000054),-71.08721256399997,42.293370579000054,park_features.csv,2025-11-30 19:58:11
Laviscount Park,,Roxbury,177.0,Fitness Equipment,,,,,,POINT (-71.086276620999968 42.316464923000069),-71.08627662099997,42.31646492300007,park_features.csv,2025-11-30 19:58:11
Howes Playground,,Roxbury,158.0,Fitness Equipment,,,,,,POINT (-71.079026401999954 42.324169555000026),-71.07902640199995,42.324169555000026,park_features.csv,2025-11-30 19:58:11
Pagel Playground,,Jamaica Plain,223.0,Playground,UA,,,,5-12,POINT (-71.118985013999975 42.289373897000075),-71.11898501399997,42.289373897000075,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Basketball,Half,Four Square,,,,POINT (-71.056489303999967 42.317885158000081),-71.05648930399997,42.31788515800008,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Playground,,,,,2-5,POINT (-71.056200746999934 42.317833220000068),-71.05620074699993,42.31783322000006,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Playground,,,,,5-12,POINT (-71.055993070999989 42.317585119000057),-71.05599307099999,42.31758511900006,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Playground,,,,,"2-5,5-12",POINT (-71.055937476999986 42.317740020000031),-71.05593747699999,42.31774002000003,park_features.csv,2025-11-30 19:58:11
Hynes Playground,,West Roxbury,159.0,Playground,Bucket Swing,,,,"2-5,5-12",POINT (-71.153519271999983 42.295303168000032),-71.15351927199998,42.29530316800003,park_features.csv,2025-11-30 19:58:11
Hynes Playground,,West Roxbury,159.0,Basketball,Full,,,,,POINT (-71.154218285999946 42.295328496000025),-71.15421828599995,42.295328496000025,park_features.csv,2025-11-30 19:58:11
Hynes Playground,,West Roxbury,159.0,Basketball,Half,Pickleball x 1,,,,POINT (-71.154402353999956 42.295177293000052),-71.15440235399996,42.295177293000044,park_features.csv,2025-11-30 19:58:11
Hynes Playground,,West Roxbury,159.0,Fitness Equipment,,,,,,POINT (-71.154266189999987 42.29522819400006),-71.15426618999999,42.29522819400007,park_features.csv,2025-11-30 19:58:11
Pagel Playground,,Jamaica Plain,223.0,Soccer,Practice Court,,Artificial Turf,,,POINT (-71.118962977999956 42.289173689000052),-71.11896297799996,42.289173689000044,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Tennis,Full,,,,,POINT (-71.084665082999948 42.339793636000024),-71.08466508299995,42.339793636000024,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Tennis,Full,,,,,POINT (-71.084521848999941 42.339714118000074),-71.08452184899994,42.339714118000074,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Tennis,Full,,,,,POINT (-71.084278078999944 42.339539436000052),-71.08427807899994,42.339539436000045,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Tennis,Full,,,,,POINT (-71.084148156999959 42.339459967000039),-71.08414815699996,42.33945996700004,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Tennis,Full,,,,,POINT (-71.084010417999934 42.339354793000041),-71.08401041799993,42.33935479300004,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Basketball,Full,,,,,POINT (-71.089947371999983 42.321053489000064),-71.08994737199998,42.321053489000064,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Basketball,Full,,,,,POINT (-71.089741228999969 42.320963774000063),-71.08974122899997,42.32096377400006,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Basketball,Full,,,,,POINT (-71.089526815999989 42.320874029000038),-71.08952681599999,42.32087402900004,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Basketball,Full,,,,,POINT (-71.089262880999968 42.32077029900006),-71.08926288099997,42.32077029900007,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.089042228999972 42.320686668000064),-71.08904222899997,42.320686668000064,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Tennis,Full,Pickleball x 2,,,,POINT (-71.088891711999963 42.320626299000025),-71.08889171199996,42.320626299000025,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Playground,Bucket Swing,,,,"0-2,2-5,5-12",POINT (-71.088275243999988 42.320308653000041),-71.08827524399999,42.32030865300004,park_features.csv,2025-11-30 19:58:11
Martin's Park,,South Boston,333.0,Playground,,,,,"0-2,2-5,5-12",POINT (-71.049252038999953 42.35261758300004),-71.04925203899995,42.35261758300004,park_features.csv,2025-11-30 19:58:11
McKinney Playground,,Allston-Brighton,193.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.153700753999942 42.35489665800003),-71.15370075399994,42.35489665800003,park_features.csv,2025-11-30 19:58:11
McKinney Playground,,Allston-Brighton,193.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.152669036999953 42.354345749000061),-71.15266903699995,42.35434574900006,park_features.csv,2025-11-30 19:58:11
McKinney Playground,,Allston-Brighton,193.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.152126463999934 42.35483907400004),-71.15212646399993,42.35483907400004,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.131382837999979 42.365626214000031),-71.13138283799998,42.36562621400003,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.130431812999973 42.365375924000034),-71.13043181299997,42.365375924000034,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.130685727999946 42.365975563000063),-71.13068572799995,42.36597556300006,park_features.csv,2025-11-30 19:58:11
Portsmouth Street Playground,,Allston-Brighton,243.0,Athletic Field,Combo,"Soccer,Softball",Natural Turf,UA,,POINT (-71.14554850199994 42.359415261000038),-71.14554850199994,42.35941526100004,park_features.csv,2025-11-30 19:58:11
Rogers Park,,Allston-Brighton,267.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.159649548999937 42.347470421000025),-71.15964954899994,42.347470421000025,park_features.csv,2025-11-30 19:58:11
Rogers Park,,Allston-Brighton,267.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.160472432999939 42.34824928900008),-71.16047243299994,42.34824928900008,park_features.csv,2025-11-30 19:58:11
Rogers Park,,Allston-Brighton,267.0,Athletic Field,Combo,"Soccer,Football",Natural Turf,UA,,POINT (-71.160127737999971 42.347891874000027),-71.16012773799997,42.34789187400003,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.151634433999959 42.335572372000058),-71.15163443399996,42.33557237200006,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.152117008999937 42.334194024000055),-71.15211700899994,42.334194024000055,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.153035747999979 42.334752308000077),-71.15303574799998,42.33475230800008,park_features.csv,2025-11-30 19:58:11
Hardiman Playground,,Allston-Brighton,143.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.166182090999939 42.351169970000058),-71.16618209099994,42.35116997000006,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.067027301999985 42.353326283000058),-71.06702730199999,42.35332628300006,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.067132744999981 42.354378221000047),-71.06713274499998,42.35437822100005,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Athletic Field,Combo,"Soccer,Football",Artificial Turf,UA,,POINT (-71.097381307999967 42.340689056000031),-71.09738130799997,42.34068905600003,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Athletic Field,Softball,,Artificial Turf,UA,,POINT (-71.09714263099994 42.341118870000059),-71.09714263099994,42.34111887000006,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Athletic Field,Softball,,Artificial Turf,UA,,POINT (-71.097974607999959 42.340441078000026),-71.09797460799996,42.340441078000026,park_features.csv,2025-11-30 19:58:11
Ryan Playground,,Charlestown,274.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.071405905999939 42.38578706100003),-71.07140590599994,42.38578706100003,park_features.csv,2025-11-30 19:58:11
Ryan Playground,,Charlestown,274.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.072038780999947 42.386235811000063),-71.07203878099995,42.38623581100006,park_features.csv,2025-11-30 19:58:11
Ryan Playground,,Charlestown,274.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.070636443999945 42.386393292000037),-71.07063644399994,42.38639329200004,park_features.csv,2025-11-30 19:58:11
Ryan Playground,,Charlestown,274.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.071616697999957 42.387068623000062),-71.07161669799996,42.38706862300006,park_features.csv,2025-11-30 19:58:11
Barry Playground,,Charlestown,15.0,Athletic Field,Combo,"Soccer,Softball",Natural Turf,UA,,POINT (-71.053586493999944 42.379489736000039),-71.05358649399994,42.37948973600004,park_features.csv,2025-11-30 19:58:11
Ronan Park,,Dorchester,268.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.062731764999967 42.304033399000048),-71.06273176499997,42.30403339900005,park_features.csv,2025-11-30 19:58:11
Walsh Playground,,Mattapan,312.0,Athletic Field,Combo,"Softball,Flag Football",Natural Turf,UA,,POINT (-71.070398669999975 42.277094719000047),-71.07039866999997,42.27709471900005,park_features.csv,2025-11-30 19:58:11
McConnell Park,,Dorchester,191.0,Athletic Field,Little League,,Artificial Turf,Challenger Field,,POINT (-71.053369562999933 42.308187471000053),-71.05336956299993,42.30818747100005,park_features.csv,2025-11-30 19:58:11
McConnell Park,,Dorchester,191.0,Athletic Field,Combo,"Softball,Little League",Natural Turf,UA,,POINT (-71.053027932999953 42.309189936000053),-71.05302793299995,42.30918993600005,park_features.csv,2025-11-30 19:58:11
McConnell Park,,Dorchester,191.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.052535631999945 42.308349421000059),-71.05253563199994,42.30834942100006,park_features.csv,2025-11-30 19:58:11
Clifford Playground,,Roxbury,59.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.068117410999946 42.326330437000081),-71.06811741099995,42.32633043700008,park_features.csv,2025-11-30 19:58:11
Clifford Playground,,Roxbury,59.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.069176898999956 42.326574906000076),-71.06917689899996,42.32657490600008,park_features.csv,2025-11-30 19:58:11
Clifford Playground,,Roxbury,59.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.06929725599997 42.325787935000051),-71.06929725599997,42.32578793500005,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.082424623999941 42.292831283000055),-71.08242462399994,42.292831283000055,park_features.csv,2025-11-30 19:58:11
Roberts Playground,,Dorchester,265.0,Athletic Field,Combo,"Softball,Football,Lacrosse",Artificial Turf,UA,,POINT (-71.074087769999949 42.285829719000048),-71.07408776999995,42.28582971900005,park_features.csv,2025-11-30 19:58:11
Roberts Playground,,Dorchester,265.0,Athletic Field,Combo,"Baseball,Soccer",Artificial Turf,UA,,POINT (-71.074248196999974 42.285085233000075),-71.07424819699997,42.285085233000075,park_features.csv,2025-11-30 19:58:11
American Legion Playground,,East Boston,9.0,Athletic Field,Combo,"Soccer,Softball",Artificial Turf,UA,,POINT (-71.029463876999955 42.38198085700003),-71.02946387699996,42.38198085700003,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Athletic Field,Combo,"Soccer,Softball",Artificial Turf,UA,,POINT (-71.01018333199994 42.387044245000027),-71.01018333199994,42.38704424500003,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.009500396999954 42.387450785000055),-71.00950039699995,42.387450785000055,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.010854318999975 42.388180958000078),-71.01085431899998,42.38818095800008,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Athletic Field,Combo,"Baseball,Soccer,Lacrosse",Artificial Turf,UA,,POINT (-71.030615583999975 42.372026571000049),-71.03061558399997,42.37202657100005,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.028108913999972 42.370571969000025),-71.02810891399997,42.370571969000025,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Athletic Field,Combo,"Soccer,Football,Lacrosse",Artificial Turf,UA,,POINT (-71.029247364999947 42.371507737000059),-71.02924736499995,42.37150773700006,park_features.csv,2025-11-30 19:58:11
English H.S. Athletic Fields,,Jamaica Plain,107.0,Athletic Field,Combo,"Soccer,Football,Baseball",Artificial Turf,UA,,POINT (-71.107420428999944 42.307647044000078),-71.10742042899994,42.30764704400008,park_features.csv,2025-11-30 19:58:11
English H.S. Athletic Fields,,Jamaica Plain,107.0,Athletic Field,Track,,Natural Turf,UA,,POINT (-71.108563562999962 42.306128237000053),-71.10856356299996,42.30612823700005,park_features.csv,2025-11-30 19:58:11
Olmsted Park,,Jamaica Plain,221.0,Athletic Field,Softball,,Natural Turf,UA,,POINT (-71.114262982999946 42.32673598000008),-71.11426298299995,42.32673598000008,park_features.csv,2025-11-30 19:58:11
Olmsted Park,,Jamaica Plain,221.0,Athletic Field,Little League,,Natural Turf,UA,,POINT (-71.114210339999943 42.325577048000071),-71.11421033999994,42.32557704800007,park_features.csv,2025-11-30 19:58:11
Pagel Playground,,Jamaica Plain,223.0,Athletic Field,Soccer,,Artificial Turf,UA,,POINT (-71.11887272499996 42.28863192700004),-71.11887272499996,42.28863192700004,park_features.csv,2025-11-30 19:58:11
