Park_Name,Play_Name,Neighbor,OS_ID,Asset,asset_deta,Asset_use1,Asset_use2,Asset_use3,Age,shape_wkt,POINT_X,POINT_Y,source_file,cleaned_date
Ripley Playground,,Dorchester,261.0,Drinking Fountain,Drinking,,,,,POINT (-71.076029689999984 42.299097138000036),-71.07602968999998,42.29909713800003,park_features.csv,2025-11-30 19:58:11
Ronan Park,,Dorchester,268.0,Drinking Fountain,"Pet,Drinking",,,,,POINT (-71.062067144999958 42.304941371000041),-71.06206714499996,42.30494137100004,park_features.csv,2025-11-30 19:58:11
Ronan Park,,Dorchester,268.0,Drinking Fountain,Drinking,,,,,POINT (-71.064073451999946 42.30500167200006),-71.06407345199995,42.30500167200007,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.056366071999946 42.317829979000066),-71.05636607199995,42.31782997900007,park_features.csv,2025-11-30 19:58:11
American Legion Playground,,East Boston,9.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.029661223999938 42.382304440000041),-71.02966122399994,42.38230444000004,park_features.csv,2025-11-30 19:58:11
American Legion Playground,,East Boston,9.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.029929749999951 42.381610349000027),-71.02992974999995,42.38161034900003,park_features.csv,2025-11-30 19:58:11
Brophy Park,,East Boston,33.0,Drinking Fountain,UA,,,,,POINT (-71.033198423999977 42.365865753000037),-71.03319842399998,42.36586575300004,park_features.csv,2025-11-30 19:58:11
Central Square,,East Boston,48.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.03958933499996 42.374929534000046),-71.03958933499996,42.374929534000046,park_features.csv,2025-11-30 19:58:11
Mary Ellen Welch Greenway,,East Boston,97.0,Drinking Fountain,Drinking,,,,,POINT (-71.039532593999979 42.367297919000066),-71.03953259399998,42.367297919000066,park_features.csv,2025-11-30 19:58:11
Mary Ellen Welch Greenway,,East Boston,97.0,Drinking Fountain,Drinking,,,,,POINT (-71.036240350999947 42.370558093000056),-71.03624035099995,42.37055809300006,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.030840889999979 42.371402651000039),-71.03084088999998,42.37140265100004,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.01008694899997 42.38751970900006),-71.01008694899997,42.38751970900007,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.01086719999995 42.388586097000029),-71.01086719999995,42.38858609700003,park_features.csv,2025-11-30 19:58:11
Paris Street Playground,,East Boston,226.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.03706866999994 42.372337181000034),-71.03706866999994,42.372337181000034,park_features.csv,2025-11-30 19:58:11
Porzio Park,,East Boston,244.0,Drinking Fountain,Drinking,,,,,POINT (-71.028788061999933 42.364964244000078),-71.02878806199993,42.36496424400008,park_features.csv,2025-11-30 19:58:11
Sumner & Lamson Street Playground,,East Boston,296.0,Drinking Fountain,Drinking,,,,,POINT (-71.032330828999989 42.365872658000058),-71.03233082899999,42.36587265800006,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Drinking Fountain,Drinking,,,,,POINT (-71.097936283999957 42.338497743000062),-71.09793628399996,42.33849774300006,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Drinking Fountain,UA,,,,,POINT (-71.096582199999943 42.341271801000062),-71.09658219999994,42.34127180100006,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Drinking Fountain,Drinking,,,,,POINT (-71.096450077999975 42.341612015000067),-71.09645007799998,42.34161201500007,park_features.csv,2025-11-30 19:58:11
Back Bay Fens,,Fenway/Longwood,13.0,Drinking Fountain,Drinking,,,,,POINT (-71.098389422999958 42.340356643000064),-71.09838942299996,42.340356643000064,park_features.csv,2025-11-30 19:58:11
Edgerly Road Playground,,Fenway/Longwood,99.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.088112669999987 42.346331654000039),-71.08811266999999,42.34633165400004,park_features.csv,2025-11-30 19:58:11
Amatucci Playground,,Hyde Park,7.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.126397997999959 42.24842080600007),-71.12639799799996,42.24842080600007,park_features.csv,2025-11-30 19:58:11
Iacono/Readville Playground,,Hyde Park,160.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.135555610999972 42.23899349900006),-71.13555561099997,42.23899349900007,park_features.csv,2025-11-30 19:58:11
Iacono/Readville Playground,,Hyde Park,160.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.135098562999985 42.239481494000074),-71.13509856299999,42.239481494000074,park_features.csv,2025-11-30 19:58:11
Reservation Road Park,,Hyde Park,256.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.12840654699994 42.249835810000036),-71.12840654699994,42.24983581000003,park_features.csv,2025-11-30 19:58:11
Reservation Road Park,,Hyde Park,256.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.129022840999937 42.249196270000027),-71.12902284099994,42.24919627000003,park_features.csv,2025-11-30 19:58:11
Ross Playground,,Hyde Park,270.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.114505488999953 42.26476056100006),-71.11450548899995,42.26476056100007,park_features.csv,2025-11-30 19:58:11
Arnold Arboretum,,Jamaica Plain,11.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.121286492999957 42.306483315000037),-71.12128649299996,42.30648331500004,park_features.csv,2025-11-30 19:58:11
Arnold Arboretum,,Jamaica Plain,11.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.11958423699997 42.301064951000058),-71.11958423699997,42.30106495100006,park_features.csv,2025-11-30 19:58:11
Arnold Arboretum,,Jamaica Plain,11.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.125131377999935 42.30175599100005),-71.12513137799994,42.30175599100005,park_features.csv,2025-11-30 19:58:11
Brewer-Burroughs Tot Lot,,Jamaica Plain,31.0,Drinking Fountain,Drinking,,,,,POINT (-71.115434736999987 42.31168675400005),-71.11543473699999,42.31168675400005,park_features.csv,2025-11-30 19:58:11
English H.S. Athletic Fields,,Jamaica Plain,107.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.108070747999989 42.307008665000069),-71.10807074799999,42.30700866500007,park_features.csv,2025-11-30 19:58:11
Jamaica Pond Park,,Jamaica Plain,163.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.116854501999967 42.320929273000047),-71.11685450199997,42.32092927300005,park_features.csv,2025-11-30 19:58:11
McLaughlin Playground,,Mission Hill,194.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.102911198999948 42.328722454000058),-71.10291119899995,42.32872245400006,park_features.csv,2025-11-30 19:58:11
McLaughlin Playground,,Mission Hill,194.0,Drinking Fountain,Drinking,,,,,POINT (-71.100906423999959 42.328196612000056),-71.10090642399996,42.328196612000056,park_features.csv,2025-11-30 19:58:11
Mission Hill Playground,,Mission Hill,199.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.09930736299998 42.333683506000057),-71.09930736299998,42.33368350600006,park_features.csv,2025-11-30 19:58:11
Mission Hill Playground,,Mission Hill,199.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.099162028999956 42.332855916000028),-71.09916202899996,42.332855916000035,park_features.csv,2025-11-30 19:58:11
Mozart Street Playground,,Jamaica Plain,209.0,Drinking Fountain,Drinking,,,,,POINT (-71.104660200999945 42.322398953000061),-71.10466020099994,42.32239895300006,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.096390954999947 42.275056077000045),-71.09639095499995,42.275056077000045,park_features.csv,2025-11-30 19:58:11
Ernst Chery Jr. Playground,,Mattapan,109.0,Drinking Fountain,UA,,,,,POINT (-71.099195923999957 42.274216420000073),-71.09919592399996,42.27421642000007,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.082500244999949 42.293057988000044),-71.08250024499995,42.29305798800005,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Drinking Fountain,Drinking,,,,,POINT (-71.083063257999981 42.293212838000045),-71.08306325799998,42.293212838000045,park_features.csv,2025-11-30 19:58:11
Thetford/Evans Playground,,Dorchester,302.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.077601078999976 42.283136994000074),-71.07760107899998,42.283136994000074,park_features.csv,2025-11-30 19:58:11
Walker Playground,,Mattapan,310.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.090301309999973 42.277768353000056),-71.09030130999997,42.277768353000056,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Drinking Fountain,UA,,,,,POINT (-71.096822967999969 42.311992557000053),-71.09682296799997,42.31199255700005,park_features.csv,2025-11-30 19:58:11
Pagel Playground,,Jamaica Plain,223.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.118498105999947 42.288970376000066),-71.11849810599995,42.288970376000066,park_features.csv,2025-11-30 19:58:11
Parkman Playground,,Jamaica Plain,229.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.113412719999985 42.295695161000026),-71.11341271999999,42.295695161000026,park_features.csv,2025-11-30 19:58:11
Ceylon Park,,Dorchester,49.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.073756530999958 42.309687198000063),-71.07375653099996,42.30968719800006,park_features.csv,2025-11-30 19:58:11
Clifford Playground,,Roxbury,59.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.067688518999944 42.326369401000079),-71.06768851899994,42.32636940100008,park_features.csv,2025-11-30 19:58:11
Bynoe Park,,Roxbury,100.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.075927915999955 42.32923575600006),-71.07592791599996,42.32923575600007,park_features.csv,2025-11-30 19:58:11
Bynoe Park,,Roxbury,100.0,Drinking Fountain,Drinking,,,,,POINT (-71.076551904999974 42.32980854300007),-71.07655190499997,42.32980854300007,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.08879012999995 42.30161852100008),-71.08879012999995,42.30161852100008,park_features.csv,2025-11-30 19:58:11
Highland Park,,Roxbury,152.0,Drinking Fountain,Drinking,,,,,POINT (-71.094866883999941 42.325310323000053),-71.09486688399994,42.32531032300005,park_features.csv,2025-11-30 19:58:11
Horatio Harris Park,,Roxbury,157.0,Drinking Fountain,Drinking,,,,,POINT (-71.090048053999965 42.319077648000075),-71.09004805399996,42.319077648000075,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.092071171999976 42.330787668000028),-71.09207117199998,42.330787668000035,park_features.csv,2025-11-30 19:58:11
Laviscount Park,,Roxbury,177.0,Drinking Fountain,Drinking,,,,,POINT (-71.085963506999974 42.316351589000078),-71.08596350699997,42.31635158900008,park_features.csv,2025-11-30 19:58:11
Little Scobie Playground,,Roxbury,181.0,Drinking Fountain,UA,"Bottle Filler,Drinking",,,,POINT (-71.08071231699995 42.322611849000054),-71.08071231699995,42.322611849000054,park_features.csv,2025-11-30 19:58:11
Marcella Playground,,Roxbury,187.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.095843591999937 42.32343837600007),-71.09584359199994,42.32343837600007,park_features.csv,2025-11-30 19:58:11
Mt. Pleasant Play Area,,Roxbury,208.0,Drinking Fountain,Drinking,,,,,POINT (-71.079380210999943 42.327052514000059),-71.07938021099994,42.32705251400006,park_features.csv,2025-11-30 19:58:11
Quincy Street Play Area,,Roxbury,250.0,Drinking Fountain,Drinking,,,,,POINT (-71.079571580999982 42.314625233000072),-71.07957158099998,42.31462523300007,park_features.csv,2025-11-30 19:58:11
St James Street Park,,Roxbury,292.0,Drinking Fountain,Drinking,,,,,POINT (-71.085082996999972 42.326797445000068),-71.08508299699997,42.32679744500006,park_features.csv,2025-11-30 19:58:11
Trotter School Playground,,Roxbury,306.0,Drinking Fountain,,"Bottle Filler,Drinking",,,,POINT (-71.088690635999967 42.31523794900005),-71.08869063599997,42.31523794900005,park_features.csv,2025-11-30 19:58:11
Father Jack Play Area,,Roxbury,311.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.094044846999964 42.314467606000051),-71.09404484699996,42.31446760600005,park_features.csv,2025-11-30 19:58:11
Winthrop Playground I,,Roxbury,325.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.075781157999984 42.317710975000068),-71.07578115799998,42.31771097500006,park_features.csv,2025-11-30 19:58:11
Buckley Playground,,South Boston,35.0,Drinking Fountain,Drinking,,,,,POINT (-71.049366568999972 42.339341576000038),-71.04936656899997,42.33934157600004,park_features.csv,2025-11-30 19:58:11
Medal of Honor Park,,South Boston,196.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.031458449999946 42.336429778000081),-71.03145844999995,42.33642977800008,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.048447267999961 42.327668883000058),-71.04844726799996,42.32766888300006,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Drinking Fountain,Drinking,,,,,POINT (-71.051801212999976 42.324544943000035),-71.05180121299998,42.324544943000035,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Drinking Fountain,Drinking,,,,,POINT (-71.050334030999977 42.324482406000072),-71.05033403099998,42.32448240600007,park_features.csv,2025-11-30 19:58:11
Sweeney Playground,,South Boston,297.0,Drinking Fountain,UA,,,,,POINT (-71.051489149999952 42.337266881000062),-71.05148914999995,42.33726688100006,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.084569469999963 42.339420649000033),-71.08456946999996,42.33942064900003,park_features.csv,2025-11-30 19:58:11
Frieda Garcia Park,,Back Bay/Beacon Hill,127.0,Drinking Fountain,Drinking,,,,,POINT (-71.073299365999958 42.348242133000042),-71.07329936599996,42.34824213300004,park_features.csv,2025-11-30 19:58:11
Peters Park I,,South End,236.0,Drinking Fountain,"Pet,Drinking",,,,,POINT (-71.067593917999943 42.342763559000048),-71.06759391799994,42.34276355900005,park_features.csv,2025-11-30 19:58:11
Peters Park I,,South End,236.0,Drinking Fountain,Drinking,,,,,POINT (-71.067487153999934 42.343170929000053),-71.06748715399993,42.34317092900005,park_features.csv,2025-11-30 19:58:11
Ringgold Park,,South End,260.0,Drinking Fountain,Drinking,,,,,POINT (-71.070175759999984 42.343117706000044),-71.07017575999998,42.34311770600005,park_features.csv,2025-11-30 19:58:11
Titus Sparrow Park,,South End,304.0,Drinking Fountain,"Drinking,Bottle Filler",,,,,POINT (-71.079641815999935 42.343326256000068),-71.07964181599993,42.34332625600006,park_features.csv,2025-11-30 19:58:11
Titus Sparrow Park,,South End,304.0,Drinking Fountain,"Drinking,Bottle Filler,Pet",,,,,POINT (-71.080113358999938 42.34354666400003),-71.08011335899994,42.34354666400003,park_features.csv,2025-11-30 19:58:11
Billings Field,,West Roxbury,23.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.157013909999989 42.280504296000061),-71.15701390999999,42.28050429600006,park_features.csv,2025-11-30 19:58:11
Draper Playground,,West Roxbury,93.0,Drinking Fountain,Drinking,,,,,POINT (-71.160014919999981 42.259929512000042),-71.16001491999998,42.25992951200004,park_features.csv,2025-11-30 19:58:11
Garvey Playground,,Dorchester,130.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.044411765999939 42.28755196000003),-71.04441176599994,42.28755196000003,park_features.csv,2025-11-30 19:58:11
South Street Mall & Courts,,Jamaica Plain,288.0,Drinking Fountain,UA,,,,,POINT (-71.115078580999977 42.307932934000064),-71.11507858099998,42.307932934000064,park_features.csv,2025-11-30 19:58:11
Hannon Playground,,Roxbury,141.0,Drinking Fountain,UA,,,,,POINT (-71.071360460999983 42.319677769000066),-71.07136046099998,42.319677769000066,park_features.csv,2025-11-30 19:58:11
Madison Park H.S. Athletic Fields,,Roxbury,183.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.085552665999955 42.332500886000048),-71.08555266599996,42.33250088600005,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Restroom,Permanent Structure,UA,UA,Stalls: 2,,POINT (-71.151250921999974 42.33478337400004),-71.15125092199997,42.33478337400004,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Restroom,Permanent Structure,UA,UA,Stalls: 8,,POINT (-71.029110862999971 42.37066270400004),-71.02911086299997,42.37066270400004,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Restroom,Permanent Structure,UA,UA,Stalls: 2,,POINT (-71.063887873999988 42.355419898000036),-71.06388787399999,42.35541989800003,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Restroom,Permanent Structure,UA,UA,Stalls: 2,,POINT (-71.051865713999973 42.324665315000061),-71.05186571399997,42.32466531500006,park_features.csv,2025-11-30 19:58:11
Jamaica Pond Park,,Jamaica Plain,163.0,Restroom,Permanent Structure,UA,UA,Stalls: 2,,POINT (-71.117621963999966 42.315618002000065),-71.11762196399997,42.315618002000065,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Restroom,Permanent Structure,UA,UA,Stalls: 2,,POINT (-71.065679425999974 42.35589249800006),-71.06567942599997,42.35589249800007,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Parking Lot,,UA,UA,,,POINT (-71.032287316999941 42.371988154000064),-71.03228731699994,42.371988154000064,park_features.csv,2025-11-30 19:58:11
Ross Playground,,Hyde Park,270.0,Parking Lot,,UA,UA,,,POINT (-71.112192999999934 42.263203962000034),-71.11219299999993,42.263203962000034,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Parking Lot,,UA,UA,,,POINT (-71.091655953999975 42.330569775000072),-71.09165595399998,42.33056977500007,park_features.csv,2025-11-30 19:58:11
Healy Playground,,Roslindale,149.0,Parking Lot,,UA,UA,,,POINT (-71.122692863999987 42.288160188000063),-71.12269286399999,42.28816018800006,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Parking Lot,,UA,UA,,,POINT (-71.051353816999949 42.329037855000081),-71.05135381699995,42.32903785500008,park_features.csv,2025-11-30 19:58:11
McConnell Park,,Dorchester,191.0,Parking Lot,,UA,UA,,,POINT (-71.051825226999938 42.308624886000075),-71.05182522699994,42.308624886000075,park_features.csv,2025-11-30 19:58:11
Reservation Road Park,,Hyde Park,256.0,Parking Lot,,UA,UA,,,POINT (-71.128742258999978 42.249467706000075),-71.12874225899998,42.249467706000075,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Parking Lot,,UA,UA,,,POINT (-71.095714679999958 42.305026296000051),-71.09571467999996,42.30502629600005,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Parking Lot,,UA,UA,,,POINT (-71.095361304999983 42.274752353000054),-71.09536130499998,42.27475235300005,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Parking Lot,,UA,UA,,,POINT (-71.089667813999938 42.322726769000042),-71.08966781399994,42.32272676900004,park_features.csv,2025-11-30 19:58:11
Olmsted Park,,Jamaica Plain,221.0,Parking Lot,,UA,UA,,,POINT (-71.114711376999935 42.32492643900008),-71.11471137699994,42.32492643900008,park_features.csv,2025-11-30 19:58:11
Ryan Playground,,Charlestown,274.0,Parking Lot,,UA,UA,,,POINT (-71.072354727999937 42.385232658000064),-71.07235472799994,42.385232658000064,park_features.csv,2025-11-30 19:58:11
Riverway I,,Fenway/Longwood,263.0,Parking Lot,,UA,UA,,,POINT (-71.104912712999976 42.344621755000048),-71.10491271299998,42.34462175500005,park_features.csv,2025-11-30 19:58:11
Martin's Park,,South Boston,333.0,Drinking Fountain,"Bottle Filler, Drinking",,,,,POINT (-71.048973433999947 42.352866535000032),-71.04897343399995,42.35286653500003,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Bocce,,,,,,POINT (-71.055617088999952 42.368478547000052),-71.05561708899995,42.368478547000045,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Bocce,,,,,,POINT (-71.055553676999978 42.368460721000076),-71.05555367699998,42.36846072100008,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Bocce,,,,,,POINT (-71.055483556999945 42.368452715000046),-71.05548355699995,42.368452715000046,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Bocce,,,,,,POINT (-71.055496733999973 42.368736868000042),-71.05549673399997,42.36873686800004,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Bocce,,,,,,POINT (-71.055433255999958 42.368728184000076),-71.05543325599996,42.36872818400008,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Bocce,,,,,,POINT (-71.055357426999933 42.368722968000043),-71.05535742699993,42.36872296800004,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Basketball,Full,,,,,POINT (-71.091890052999986 42.330772657000068),-71.09189005299999,42.33077265700006,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Fitness Equipment,,,,,,POINT (-71.09169339999994 42.330871333000061),-71.09169339999994,42.33087133300006,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Playground,,,,,"0-2,2-5",POINT (-71.092479731999958 42.331013243000029),-71.09247973199996,42.33101324300003,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Playground,,,,,5-12,POINT (-71.092160399999955 42.330406334000031),-71.09216039999995,42.33040633400003,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Tricycle Track,,,,,,POINT (-71.092577398999936 42.330865334000066),-71.09257739899994,42.330865334000066,park_features.csv,2025-11-30 19:58:11
Jeep Jones Park,,Roxbury,164.0,Basketball,Full,,,,,POINT (-71.091995270999973 42.330619144000025),-71.09199527099997,42.330619144000025,park_features.csv,2025-11-30 19:58:11
Father Jack Play Area,,Roxbury,311.0,Playground,,,,,"2-5,5-12",POINT (-71.094268399999976 42.314513336000061),-71.09426839999998,42.31451333600006,park_features.csv,2025-11-30 19:58:11
Paula Titus Park,,Roxbury,7274.0,Playground,Full,,,,2-5,POINT (-71.095946740999977 42.326211937000039),-71.09594674099998,42.32621193700004,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Playground,,,,,"0-2,2-5,5-12",POINT (-71.085607588999949 42.338078596000059),-71.08560758899995,42.33807859600006,park_features.csv,2025-11-30 19:58:11
Carter Playground,,Roxbury,43.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.085491103999971 42.338186939000025),-71.08549110399997,42.338186939000025,park_features.csv,2025-11-30 19:58:11
Bynoe Park,,Roxbury,100.0,Playground,,,,,"0-2,2-5,5-12",POINT (-71.076162316999955 42.329182786000047),-71.07616231699996,42.32918278600005,park_features.csv,2025-11-30 19:58:11
Hannon Playground,,Roxbury,141.0,Fitness Equipment,,,,,,POINT (-71.071112864999975 42.319362475000048),-71.07111286499998,42.31936247500005,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.088957518999962 42.320845126000052),-71.08895751899996,42.32084512600005,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.088522257999955 42.32215330300005),-71.08852225799995,42.32215330300005,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.090134904999957 42.320998863000057),-71.09013490499996,42.32099886300006,park_features.csv,2025-11-30 19:58:11
Malcolm X Park,,Roxbury,186.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.088013286999967 42.320589042000051),-71.08801328699997,42.32058904200005,park_features.csv,2025-11-30 19:58:11
Marcella Playground,,Roxbury,187.0,Athletic Field,Baseball,,Natural Turf,UA,,POINT (-71.096254020999936 42.322530793000055),-71.09625402099994,42.322530793000055,park_features.csv,2025-11-30 19:58:11
Peter Looney Park,,Charlestown,235.0,Tennis,Full,Pickleball x 3,,,,POINT (-71.065501137999945 42.374318963000064),-71.06550113799995,42.374318963000064,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.130901352999956 42.365561028000059),-71.13090135299996,42.36556102800006,park_features.csv,2025-11-30 19:58:11
Clarendon Street Playlot,,Back Bay/Beacon Hill,58.0,Playground,,,,,5-12,POINT (-71.076527602999988 42.35288422900004),-71.07652760299999,42.35288422900004,park_features.csv,2025-11-30 19:58:11
Clarendon Street Playlot,,Back Bay/Beacon Hill,58.0,Playground,,,,,2-5,POINT (-71.076415803999964 42.352723028000071),-71.07641580399996,42.35272302800007,park_features.csv,2025-11-30 19:58:11
Clarendon Street Playlot,,Back Bay/Beacon Hill,58.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.076623067999947 42.352643355000055),-71.07662306799995,42.352643355000055,park_features.csv,2025-11-30 19:58:11
Mother's Rest at Four Corners,,Dorchester,205.0,Playground,UA,,,,"2-5,5-12",POINT (-71.071770173999937 42.297707955000078),-71.07177017399994,42.29770795500008,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Athletic Field,Lacrosse,,Natural Turf,NO,,POINT (-71.049449165999988 42.32711118900005),-71.04944916599999,42.32711118900005,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Athletic Field,Combo,"Soccer,Rugby",Natural Turf,UA,,POINT (-71.050465201999941 42.327086662000056),-71.05046520199994,42.327086662000056,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Street Hockey,,,,,,POINT (-71.050508539999953 42.329642830000068),-71.05050853999995,42.32964283000006,park_features.csv,2025-11-30 19:58:11
Rink Grounds,,Dorchester,3109.0,Parking Lot,,UA,UA,,,POINT (-71.044344348999971 42.28799405400008),-71.04434434899997,42.28799405400008,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Fitness Equipment,,,,,,POINT (-71.090205044999948 42.297876772000052),-71.09020504499995,42.297876772000045,park_features.csv,2025-11-30 19:58:11
McGann Park,,Hyde Park,192.0,Playground,,,,,"2-5,5-12",POINT (-71.127704966999943 42.264425690000053),-71.12770496699994,42.26442569000005,park_features.csv,2025-11-30 19:58:11
