BLDG_ID,BLDG_NAME,ADDRESS,CITY,ZIPCODE,CSP_SCH_ID,SCH_ID,SCH_NAME,SCH_LABEL,SCH_TYPE,SHARED,COMPLEX,shape_wkt,POINT_X,POINT_Y,source_file,cleaned_date
28.0,Blackstone Bldg,380 Shawmut Avenue,Boston,2118,4640.0,4640.0,Blackstone Elementary,Blackstone,ES,,,POINT (-71.072460471999989 42.340728882000064),-71.07246047199999,42.340728882000064,public_schools.csv,2025-11-30 19:58:12
31.0,Mason Bldg,150 Norfolk Avenue,Roxbury,2119,4121.0,4121.0,Mason Elementary,Mason,ES,,,POINT (-71.071330811999985 42.32620836500007),-71.07133081199999,42.32620836500007,public_schools.csv,2025-11-30 19:58:12
33.0,Clap Bldg,35 Harvest Street,Dorchester,2125,4531.0,4531.0,Clap Elementary,Clap,ES,,,POINT (-71.058190755999988 42.323167528000056),-71.05819075599999,42.323167528000056,public_schools.csv,2025-11-30 19:58:12
35.0,Perkins Bldg,50 Burke Street,South Boston,2127,4022.0,4022.0,Perkins Elementary,Perkins,ES,,,POINT (-71.050539999999955 42.33131000000003),-71.05053999999996,42.33131000000003,public_schools.csv,2025-11-30 19:58:12
36.0,South Boston Ed. Bldg,95 G Street,South Boston,2127,1162.0,1162.0,Excel High,Excel HS,HS,Shared,S. Boston EC,POINT (-71.044889999999953 42.332860000000039),-71.04488999999995,42.33286000000004,public_schools.csv,2025-11-30 19:58:12
37.0,Tynan Bldg,650 E. Fourth Street,South Boston,2127,4590.0,4590.0,Tynan Elementary,Tynan,ES,,,POINT (-71.038410701999965 42.334862039000029),-71.03841070199996,42.33486203900003,public_schools.csv,2025-11-30 19:58:12
38.0,Perry Bldg,745 E. Seventh Street,South Boston,2127,4592.0,4592.0,Perry K-8,Perry K-8,K-8,,,POINT (-71.030198163999955 42.332112100000074),-71.03019816399996,42.332112100000074,public_schools.csv,2025-11-30 19:58:12
39.0,Russell Bldg,750 Columbia Road,Dorchester,2125,4530.0,4530.0,Russell Elementary,Russell,ES,,,POINT (-71.059548819999975 42.32037374600003),-71.05954881999997,42.32037374600003,public_schools.csv,2025-11-30 19:58:12
42.0,Orchard Gardens K-8,906 Albany Street,Roxbury,2119,4680.0,4680.0,Orchard Gardens K-8,Orchard Gardens K-8,K-8,,,POINT (-71.077908423999986 42.33026654300005),-71.07790842399999,42.33026654300005,public_schools.csv,2025-11-30 19:58:12
131.0,West Roxbury Ed. Bldg,1205 V.F.W. Parkway,West Roxbury,2132,1256.0,1256.0,West Roxbury Academy,W. Roxbury Acad,HS,Shared,,POINT (-71.174339999999972 42.282259999000075),-71.17433999999997,42.282259999000075,public_schools.csv,2025-11-30 19:58:12
83.0,Gavin Bldg,215 Dorchester Street,South Boston,2127,1325.0,1325.0,Middle School Academy,MS Acad,Special,,,POINT (-71.05042906999995 42.333565053000029),-71.05042906999995,42.33356505300003,public_schools.csv,2025-11-30 19:58:12
34.0,Gavin Bldg,215 Dorchester Street,South Boston,2127,2450.0,2450.0,UP Academy,UP Academy,MS,,,POINT (-71.05042906999995 42.333565053000029),-71.05042906999995,42.33356505300003,public_schools.csv,2025-11-30 19:58:12
44.0,Wheatley Bldg,20 Kearsage Avenue,Roxbury,2119,1410.0,1410.0,Boston Evening Academy,BDEA,Special,Shared,,POINT (-71.081710000999976 42.327020000000061),-71.08171000099998,42.32702000000006,public_schools.csv,2025-11-30 19:58:12
45.0,Carter Center Bldg,396 Northampton Street,Roxbury,2118,4261.0,4261.0,Carter Center,Carter Center,Special,,,POINT (-71.083839377999936 42.340551106000078),-71.08383937799994,42.34055110600008,public_schools.csv,2025-11-30 19:58:12
47.0,Madison Park Bldg #1,75 Malcolm X Blvd,Roxbury,2120,12101.0,1210.0,Madison Park High,Madison Park HS,HS,,,POINT (-71.090289999999982 42.331750000000056),-71.09028999999998,42.331750000000056,public_schools.csv,2025-11-30 19:58:12
48.0,Madison Park Bldg #3 - O'Bryant,55 Malcolm X Blvd,Roxbury,2120,1030.0,1030.0,O'Bryant Math & Sci.,O'Bryant School,6/7-12,,,POINT (-71.088791999999955 42.332030000000032),-71.08879199999996,42.33203000000003,public_schools.csv,2025-11-30 19:58:12
49.0,Timilty Bldg,205 Roxbury Street,Roxbury,2119,2040.0,2040.0,Timilty Middle,Timilty MS,MS,,,POINT (-71.09096999999997 42.330390000000079),-71.09096999999997,42.33039000000008,public_schools.csv,2025-11-30 19:58:12
50.0,Hale Bldg,51 Cedar Street,Roxbury,2119,4113.0,4113.0,Hale Elementary,Hale,ES,,,POINT (-71.091039999999964 42.325540000000046),-71.09103999999996,42.325540000000046,public_schools.csv,2025-11-30 19:58:12
51.0,Lewis Bldg,131 Walnut Avenue,Roxbury,2119,4242.0,4242.0,Higginson/Lewis K-8,Higginson/Lewis K-8,K-8,,,POINT (-71.086308968999958 42.320939678000059),-71.08630896899996,42.32093967800006,public_schools.csv,2025-11-30 19:58:12
53.0,Blue Hill Ave Eec Bldg,263 Blue Hill Ave,Roxbury,2119,4460.0,4460.0,Haynes EEC,Haynes EEC,ELC,,,POINT (-71.078938533999974 42.314958190000027),-71.07893853399997,42.31495819000003,public_schools.csv,2025-11-30 19:58:12
54.0,Trotter Bldg,135 Humboldt Avenue,Dorchester,2121,4580.0,4580.0,Trotter K-8,Trotter K-8,K-8,,,POINT (-71.08784045699997 42.315731371000027),-71.08784045699997,42.31573137100003,public_schools.csv,2025-11-30 19:58:12
55.0,Boston Latin Academy Bldg,205 Townsend Street,Boston,2121,1020.0,1020.0,Boston Latin Academy,Boston Latin Acad,6/7-12,,,POINT (-71.084499999999935 42.31615000000005),-71.08449999999993,42.31615000000005,public_schools.csv,2025-11-30 19:58:12
56.0,Ellis Bldg,302 Walnut Avenue,Roxbury,2119,4240.0,4240.0,Ellis Elementary,Ellis,ES,,,POINT (-71.092890995999937 42.316325636000045),-71.09289099599994,42.316325636000045,public_schools.csv,2025-11-30 19:58:12
57.0,Winthrop Bldg,35 Brookford Street,Dorchester,2125,4052.0,4052.0,Winthrop Elementary,Winthrop,ES,,,POINT (-71.075626006999983 42.31819398600004),-71.07562600699998,42.31819398600004,public_schools.csv,2025-11-30 19:58:12
58.0,King Bldg,77 Lawrence Avenue,Dorchester,2121,4055.0,4055.0,King K-8,King K-8,K-8,,,POINT (-71.076195999999982 42.31129100000004),-71.07619599999998,42.31129100000004,public_schools.csv,2025-11-30 19:58:12
59.0,Frederick Middle,270 Columbia Road,Dorchester,2121,2360.0,2360.0,Frederick Pilot Middle,Frederick MS,MS,,,POINT (-71.075410231999967 42.309045360000027),-71.07541023199997,42.30904536000003,public_schools.csv,2025-11-30 19:58:12
62.0,Holland Bldg,85 Olney Street,Dorchester,2121,4250.0,4250.0,Holland Elementary,Holland,ES,,,POINT (-71.073858425999958 42.305609467000068),-71.07385842599996,42.30560946700007,public_schools.csv,2025-11-30 19:58:12
63.0,Mather Bldg,1 Parish Street,Dorchester,2122,4350.0,4350.0,Mather Elementary,Mather,ES,,,POINT (-71.061011182999948 42.308387548000042),-71.06101118299995,42.30838754800004,public_schools.csv,2025-11-30 19:58:12
67.0,Marshall Bldg,35 Westville Street,Dorchester,2124,4345.0,4345.0,UP Academy Charter School of Dorchester,UP Academy of Dorchester,K-8,,,POINT (-71.070728840999948 42.299917486000027),-71.07072884099995,42.29991748600003,public_schools.csv,2025-11-30 19:58:12
69.0,Ohearn Bldg,1669 Dorchester Avenue,Dorchester,2122,4391.0,4391.0,Henderson Lower (K-3),Henderson Lower (K-3),K-12,,,POINT (-71.062220055999944 42.293958066000073),-71.06222005599994,42.29395806600007,public_schools.csv,2025-11-30 19:58:12
70.0,Murphy Bldg,1 Worrell Street,Dorchester,2122,4400.0,4400.0,Murphy K-8,Murphy K-8,K-8,,,POINT (-71.049193474999981 42.294197516000054),-71.04919347499998,42.294197516000054,public_schools.csv,2025-11-30 19:58:12
71.0,Kenny Bldg,19 Oakton Avenue,Dorchester,2122,4390.0,4390.0,Kenny Elementary,Kenny,ES,,,POINT (-71.053190952999955 42.286541591000059),-71.05319095299996,42.28654159100006,public_schools.csv,2025-11-30 19:58:12
72.0,Wilson Bldg,18 Croftland Avenue,Dorchester,2124,1140.0,1140.0,Henderson Upper (4-12),Henderson Upper (4-12),K-12,,,POINT (-71.069569336999962 42.281253069000059),-71.06956933699996,42.28125306900006,public_schools.csv,2025-11-30 19:58:12
73.0,Taylor Bldg,1060 Morton Street,Mattapan,2126,4151.0,4151.0,Taylor Elementary,Taylor,ES,,,POINT (-71.077429973999983 42.277852089000078),-71.07742997399998,42.27785208900008,public_schools.csv,2025-11-30 19:58:12
74.0,Thompson Bldg,100 Maxwell Street,Dorchester,2124,1990.0,1990.0,Boston International HS,Boston Intl HS,Special,Shared,,POINT (-71.08091000099995 42.281410000000051),-71.08091000099995,42.28141000000005,public_schools.csv,2025-11-30 19:58:12
74.0,Thompson Bldg,100 Maxwell Street,Dorchester,2124,1991.0,1991.0,Newcomers Academy,Newcomers Acad,Special,Shared,,POINT (-71.08091000099995 42.281410000000051),-71.08091000099995,42.28141000000005,public_schools.csv,2025-11-30 19:58:12
77.0,Mildred Avenue Bldg,5 Mildred Avenue,Mattapan,2126,4671.0,4671.0,Mildred Avenue K-8,Mildred Ave K-8,K-8,,,POINT (-71.090428999999972 42.276752000000045),-71.09042899999997,42.276752000000045,public_schools.csv,2025-11-30 19:58:12
78.0,Dorchester Ed. Bldg #1 - Main,9 Peacevale Road,Dorchester,2124,1460.0,1460.0,TechBoston Academy,TechBoston,6/7-12,,,POINT (-71.076790862999985 42.287783495000042),-71.07679086299999,42.28778349500004,public_schools.csv,2025-11-30 19:58:12
80.0,Lee Bldg,155 Talbot Avenue,Dorchester,2124,4290.0,4290.0,Lee Elementary,Lee School (2-6),K-8,,,POINT (-71.080374824999979 42.292429445000039),-71.08037482499998,42.29242944500004,public_schools.csv,2025-11-30 19:58:12
79.0,Fifield Bldg,25 Dunbar Ave.,Dorchester,2124,4291.0,4291.0,Lee Academy,Lee Academy (K0-1),ES,,,POINT (-71.073008035999976 42.28660026700004),-71.07300803599998,42.28660026700004,public_schools.csv,2025-11-30 19:58:12
82.0,Holmes Bldg,40 School Street,Dorchester,2124,4084.0,4084.0,Holmes Elementary,Holmes,ES,,,POINT (-71.075599666999949 42.296779838000077),-71.07559966699995,42.29677983800008,public_schools.csv,2025-11-30 19:58:12
