SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
American Legion Highway,City of Boston,100,2,Multi-District,6.726974640000000, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,BPRD,N,X,,PWD,,PARK_Maintenance_Region 2,2165,YES,"02126, 02121, 02124, 02131",ROW,0,,,0.082602500829240,0.000002971843936,
Morton Street,Commonwealth of Massachusetts,A97,2,Multi-District,0.760916710000000, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3058,YES,"02126, 02130, 02124, 02131",ROW,0,,,0.038854298101474,0.000000336182555,
St Michael's Cemetery,Private, ,4,Mattapan,46.023324340000002,500 Canterbury Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7079,NO,"02130, 02131",,0,,,0.040215823526721,0.000020331478240,
Patten's Cove,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,9.660594059999999, ,Industrial District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Savin Hill Marsh; Dorchester Shores Reservation,DCR,,INFO_Reallocation From Dept,3059,YES,02125,,0,,,0.010601000607635,0.000004269390401,
Leo M. Birmingham Parkway,Commonwealth of Massachusetts,A97,2,Allston-Brighton,6.981276500000000, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3060,YES,02135,,0,,,0.061803034177550,0.000003087465779,
Rivermoor II,City of Boston,A97,6,West Roxbury,1.033619840000000,150 Rivermoor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,INFO_Reallocation From Dept,2166,YES,02132,2009228020,0,,,0.003600285574893,0.000000456541709,
Rivermoor III,City of Boston,A97,6,West Roxbury,0.519079970000000,202 Rivermoor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,202 Rivermoor St,BCC,,PARK_Maintenance_Region 4,1014,YES,02132,2009228030,0,,,0.002153042527620,0.000000229275036,
Parley Vale Preserve,Private,A97/Easement,6,Jamaica Plain,0.723933940000000,18-20 Parley Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,,BCC,,INFO_Reallocation From Dept,1015,YES,02130,"1900902000,1900901000,1900903000",0,,,0.002432000967441,0.000000319942622,
Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,11.314600020000000,2 Condor Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 1,1016,YES,02128,0103679000,0,,,0.009521463564623,0.000005005811581,"MULTIPOLYGON (((-71.040475733999983 42.382666690000065, -71.040192758999979 42.38266694500004, -71.040189978999933 42.382949497000027, -71.040169135999975 42.385047788000065, -71.042023825999934 42.384360504000028, -71.042928707999977 42.382343978000051, -71.042850818999966 42.382348087000025, -71.040456089999964 42.382474401000024, -71.040475733999983 42.382666690000065)))"
Truman Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,2.714810720000000, ,Industrial District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3061,YES,02136,,0,,,0.046641643436315,0.000001198581495,
West Austin Rock,City of Boston,A97,6,Hyde Park,0.296244550000000,216 West Street,Residential District,Urban Wilds,BCC,BPRD,X,X,West and Austin Street Rock Urban Wild,BCC,,PARK_Maintenance_Region 4,1017,YES,02136,1811312000,0,,,0.001620529491701,0.000000130819066,
Arborway Overpass Path,Commonwealth of Massachusetts,A97,2,Jamaica Plain,1.163778380000000, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3062,YES,02130,,0,,,0.038735608757605,0.000000514222094,
Franklin Park Zoo,City of Boston,A97/LWCF/USH,3,Roxbury,63.821202460000002,1 Franklin Park Road,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,Zoo New England,DCR,,INFO_Reallocation From Dept,2167,YES,02121,1203486000,0,,,0.025296998046772,0.000028201418805,
Newland Street Park,City of Boston,A97,3,South End,0.153399880000000,"97 West Concord;  Playlot Entrance, 90HF Newland Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Newland Street Playground,BPRD,348,PARK_Maintenance_Region 6,348,YES,02118,"0900427000,0900429000,0900428000",0,,,0.001169112378556,0.000000067820449,"MULTIPOLYGON (((-71.075816232999955 42.339102642000057, -71.075722409999969 42.339168545000064, -71.07585230899997 42.339279446000035, -71.075954847999981 42.339213465000057, -71.076096199999938 42.339122505000034, -71.076197546999936 42.339057299000046, -71.076064518999942 42.338944979000075, -71.075973086999966 42.339005876000044, -71.075969248999968 42.339008426000078, -71.075860825999939 42.339080687000035, -71.075854555999967 42.339076211000076, -71.075816232999955 42.339102642000057)))"
Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.032026790000000,0 Quinn Way,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,331,INFO_Reallocation From Dept,331,YES,02132,2002313000,0,,,0.000621240118309,0.000000014146989,"MULTIPOLYGON (((-71.157250060999957 42.282118964000063, -71.157490479999979 42.282211950000033, -71.157521487999986 42.282159633000049, -71.157290922999948 42.282077808000054, -71.157250060999957 42.282118964000063)))"
Fenelon Street Playground,City of Boston,A97,3,Dorchester,0.192398910000000,20 Fenelon Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,114,PARK_Maintenance_Region 2,114,YES,02121,"1401025000,1401014000",2005,,,0.001265056110089,0.000000085014950,"MULTIPOLYGON (((-71.079387794999946 42.303058842000041, -71.079456306999987 42.303158032000056, -71.079406913999946 42.303179356000044, -71.079554458999951 42.303361486000028, -71.079837544999975 42.30323592700006, -71.079642955999986 42.303077330000065, -71.079547671999933 42.302997451000067, -71.079387794999946 42.303058842000041)))"
Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.358111380000000,23 Bellevue Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,293,PARK_Maintenance_Region 2,293,YES,02125,"1502968010,1502955010",0,,,0.001734809907195,0.000000158257751,
Allandale Woods ROW,Private,A97,6,West Roxbury,0.163851300000000,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,BPRD,X,X,,,,PARK_Maintenance_Region 4,1018,YES,02132,2003601001,0,,,0.002208069240810,0.000000072394541,
St Helena's Park,City of Boston,A97,3,South End,0.174798810000000,115 Union Park Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,291,PARK_Maintenance_Region 6,291,YES,02118,0801081010,1991,,,0.001159421502049,0.000000077282438,"MULTIPOLYGON (((-71.066717696999945 42.340092482000045, -71.067057865999971 42.340203544000076, -71.067173216999947 42.340014018000034, -71.066833047999978 42.339902954000081, -71.066717696999945 42.340092482000045)))"
Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.423412230000000,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,BCC,,INFO_Reallocation From Dept,1019,YES,02135,,0,,,0.002532695222694,0.000000187212109,
Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.233941880000000,74 Orlando Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Orlando Street Playground,BPRD,109,PARK_Maintenance_Region 2,109,YES,02126,"1802181000,1802182000,1802180000",0,,,0.001315835410923,0.000000103324834,"MULTIPOLYGON (((-71.099008753999954 42.274132960000031, -71.098917452999956 42.274220719000027, -71.098838875999945 42.274296247000052, -71.099099079999974 42.274449897000068, -71.099179452999977 42.274371037000037, -71.099272953999957 42.274279271000069, -71.099355836999962 42.274197456000024, -71.099093493999987 42.274051333000045, -71.099008753999954 42.274132960000031)))"
Millennium Park II,City of Boston,A97/SURF/WPA,6,West Roxbury,8.331681650000000,300 Gardner Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Dump Shoreline Urban Wild,BCC,,PARK_Maintenance_Region 4,1020,YES,02132,2009010000,0,,,0.007975626549753,0.000003680320795,
North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Central Boston,2.341184460000000,6 Museum Way,Special District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3064,YES,02114,,0,,,0.005230158307734,0.000001035548473,
Bremen Street Park I,MassDOT,CAT Mit,3,East Boston,17.788150330000001,344 Bremen Street,Special District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4051,YES,02128,"0103921001, 0103921002, 0104165001, 0103921010",0,,,0.026844608453291,0.000007868779604,
New Charles River Dam,Commonwealth of Massachusetts,A97/CAT Mit/WPA,2,Central Boston,2.395059110000000,Beverley and Causeway Sts,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,"Revere Plaza, South Bank Park",DCR,,INFO_Reallocation From Dept,3065,YES,02114,,0,,,0.010794226917299,0.000001059366143,
Lincoln Street Green,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.177559060000000,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,,,INFO_Reallocation From Dept,4056,YES,02111,,0,,,0.001773111573892,0.000000078518137,
Chinatown Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK/CPA,1,Central Boston,0.841919660000000, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,"Kennedy Greenway Parcel 23b, Aunite Kay & Uncle Frank Chin Park",,,INFO_Reallocation From Dept,4058,YES,02111,,2008,,,0.008547880715036,0.000000372298189,
Armenian Heritage Park,MassDOT,A97/Acts2008Ch306/CAT Mit,1,Central Boston,0.253821430000000,Atlantic Avenue & Mercantile Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X,,,,INFO_Reallocation From Dept,4059,YES,02110,,2012,,,0.001353254864709,0.000000112256553,
Endicott Triangle,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.038428120000000,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Rose Kennedy Greenway Parcel 5,,,INFO_Reallocation From Dept,4061,YES,02113,,0,,,0.000638050687356,0.000000016996260,"MULTIPOLYGON (((-71.057510826999987 42.363778619000072, -71.057305651999968 42.363604753000061, -71.057324326999947 42.363786254000047, -71.057510826999987 42.363778619000072)))"
Dewey Square Parks,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.640272750000000, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,"RFK Greenway Parcels 19,21,22",,,INFO_Reallocation From Dept,4063,YES,"02110, 02210",,2008,,,0.009655779179611,0.000001167582902,
Federal Reserve Bank Harborwalk,City of Boston, ,1,Central Boston,0.080322310000000,600 Atlantic Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2057,YES,02210,,0,,,0.001738301006777,0.000000035518590,"MULTIPOLYGON (((-71.052213376999987 42.352192363000029, -71.052258147999964 42.352199186000064, -71.052702243999988 42.351509448000058, -71.052657521999947 42.35149597700007, -71.052213376999987 42.352192363000029)))"
Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.739194730000000,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7090,YES,02210,,0,,,0.002721054011023,0.000000326883978,
Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.061221030000000, ,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7091,YES,02210,,0,,,0.001248716869595,0.000000027072587,"MULTIPOLYGON (((-71.05202259899994 42.35280176200007, -71.052161594999973 42.352637095000034, -71.052237150999986 42.352555603000042, -71.052203218999978 42.352520303000063, -71.051824581999938 42.352956144000075, -71.051842299999976 42.352973899000062, -71.051857119999966 42.352988774000039, -71.05202259899994 42.35280176200007)))"
North End Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.827699210000000,,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 8&10,,,INFO_Reallocation From Dept,4068,YES,"02109, 02113",,0,,,0.006999770443909,0.000001250621095,
Wharf District Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,4.710986720000000, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 14-17,,,INFO_Reallocation From Dept,4069,YES,"02110, 02109",,2008,,,0.011997786641704,0.000002083434094,
McGann Park,City of Boston,A97,3,Hyde Park,0.880809810000000,240 West Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,192,PARK_Maintenance_Region 4,192,YES,02136,,0,,,0.002744899302784,0.000000388965472,"MULTIPOLYGON (((-71.127803721999953 42.263639611000031, -71.127750426999967 42.263765191000061, -71.127693160999968 42.263898611000059, -71.127636009999947 42.264033021000046, -71.127563119999934 42.264205643000025, -71.127556975999937 42.264219848000039, -71.127340427999968 42.264383520000081, -71.127798789999986 42.264714267000045, -71.128144074999966 42.264253329000042, -71.127803721999953 42.263639611000031)))"
Bay Village Garden,City of Boston,A97,5,Central Boston,0.018152830000000,32 Melrose Street,Open Space District,"Malls, Squares & Plazas",BPRD,Private,X,X,Melrose Park,BPRD,016,PARK_Maintenance_Region 1,16,YES,02116,0500757000,0,,,0.000356628108148,0.000000008026818,"MULTIPOLYGON (((-71.068422188999989 42.349162995000029, -71.068412669999987 42.349135007000029, -71.06836593099996 42.349075180000057, -71.068299557999978 42.349103949000039, -71.068329583999969 42.349182566000025, -71.068422188999989 42.349162995000029)))"
Bussey Brook Meadow II,MBTA, ,7,Jamaica Plain,1.257668120000000,Opposite 376 Arborway Street,Open Space District,Open Land,NULL,NULL,N,X,Arnold Arboretum IV,MBTA,,INFO_Reallocation From Dept,4070,YES,02130,1902833000,0,,,0.004430217209012,0.000000555694974,
Franklin Park II,City of Boston,A97/LWCF/USH/Lease,3,Roxbury,16.440041420000000, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,""Sausage Lot"",DCR,,INFO_Reallocation From Dept,2172,YES,02121,1203486000,0,,,0.018340880478421,0.000007264425783,
Brian Honan Park,Private,A97/CR,3,Central Boston,0.963615040000000,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,,,INFO_Reallocation From Dept,1021,YES,02135,,0,,,0.003686848695970,0.000000426063090,"MULTIPOLYGON (((-71.139516096999955 42.344497060000037, -71.139582824999934 42.34453794500007, -71.139728276999961 42.344627062000029, -71.139873731999955 42.344716180000034, -71.140022694999971 42.34480744800004, -71.140961316999949 42.343974437000043, -71.14077552599997 42.343855289000032, -71.140138196999942 42.344398001000059, -71.139834055999984 42.344215023000061, -71.139770136999971 42.344271650000053, -71.139516096999955 42.344497060000037)))"
Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.600009490000000,1215R Centre Street 200-232 Allandale Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels,BCC,,PARK_Maintenance_Region 4,1022,YES,"02130, 02132","2003598000,2003590500",0,,,0.011044149464852,0.000004683562971,
Mattahunt Woods II,Private,WPA,8,Mattapan,3.406438030000000,50 Canaan Street (at Kennebec St),Residential District,Other Open Land,Private,NULL,N,,,,,INFO_Reallocation From Dept,7104,NO,02126,"1802358000,1802561000,1802372000,1802371000,1802617000,1802349000,1802611000,1802351000,1802350000,1802370000,1802558000,1802360000,1802608000,1802628000,1802603000,1802604000,1802613000,1802359000,1802367000,1802368000,1802643000,1802355000,1802373000,1802618000,1802354000,1802361000",0,,,0.016746847034722,0.000001504510886,
BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.186689200000000,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2073,NO,02116,,0,,,0.001412034691198,0.000000082551382,"MULTIPOLYGON (((-71.077803724999967 42.349536002000036, -71.07783064399996 42.34959690800008, -71.078133253999965 42.349520320000067, -71.077992458999972 42.349234908000028, -71.077692899999988 42.349309256000026, -71.077722832999939 42.349373551000042, -71.077803394999933 42.349358082000037, -71.077881310999942 42.349511514000028, -71.077803724999967 42.349536002000036)))"
Sharon's Park,City of Boston,A97,1,Dorchester,0.314914670000000,840 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,PWD,,PARK_Maintenance_Region 6,2176,YES,02125,,2009,,,0.002712804014794,0.000000139189084,
Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,8.850201170000000,20 Cannan Street (at Colorado Street),Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 2,1023,YES,02126,"1802352000,1802568000,1802356000,1802624000,1802556000,1802570000,1802663000,1802567000,1802576000,1802575000,1802564000,1802573000,1802559000,1802670000,1802637000,1802347000,1802647000,1802646000,1802641000,1802644000,1802638000,1802609000,1802353000,1802614000,1802574000,1802557000,1802610000,1802621000,1802626000,1802571000,1802348000,1802665000,1802666000,1802667000,1802648000,1802645000,1802639000,1802616000,1802640000,1802629000,1802607000,1802615000,1802668000,1802623000,1802583000,1802627000,1802605000,1802601000,1802612000,1802606000,1802669000,1802619000,1802622000,1802602000,1802625000,1802642000,1802620000,1802560000,1802562000,1802572000,1802569000,1802555000,1802563000",0,,,0.024211555934925,0.000003908799964,
Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.524610120000000,5119 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,020,PARK_Maintenance_Region 4,20,YES,02132,2003044000,0,,,0.002478829427895,0.000000231666179,"MULTIPOLYGON (((-71.154795900999943 42.263688478000063, -71.155350982999948 42.264039235000041, -71.155605388999959 42.264239329000077, -71.15568669399994 42.264188598000032, -71.155787227999951 42.264126582000074, -71.155538350999961 42.26390850000007, -71.155006944999968 42.263499644000035, -71.154795900999943 42.263688478000063)))"
Algonquin Square,City of Boston,A97,1,Dorchester,0.038898980000000,2 Algonquin Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,003,PARK_Maintenance_Region 2,3,YES,02124,ROW,0,,,0.000756136052928,0.000000017186771,
Robert G. Lawson Park,City of Boston,A97,1,Roxbury,0.122107780000000,1 Atherton Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Egleston Plaza I,BPRD,102,PARK_Maintenance_Region 3,102,YES,02119,"1101279000,1101013000",2017,,,0.001469089932564,0.000000053966153,"MULTIPOLYGON (((-71.098400264999952 42.316013036000072, -71.098558307999951 42.316011923000076, -71.098564609999983 42.315980695000064, -71.098646234999933 42.315918734000036, -71.09846605499996 42.315763275000052, -71.098400264999952 42.316013036000072)), ((-71.098561608999944 42.315670194000063, -71.098752997999952 42.315836338000054, -71.098819765999963 42.315792268000052, -71.098615409999979 42.315615437000076, -71.098561608999944 42.315670194000063)))"
Hunt Playground II,City of Boston, ,3,Mattapan,0.186383000000000, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,,PARK_Maintenance_Region 2,2178,YES,02126,,0,,,0.002041352148132,0.000000082321332,
Golden Stairs Terrace Park II,City of Boston, ,1,East Boston,0.075868440000000, ,Residential District,"Malls, Squares & Plazas",PWD,PWD,N,X,Golden Stairs,PWD,,INFO_Reallocation From Dept,2077,YES,02128,ROW,0,,,0.001648011979138,0.000000033556106,"MULTIPOLYGON (((-71.033646442999952 42.365169404000028, -71.033683263999933 42.365184950000071, -71.033856926999988 42.364973038000073, -71.033882504999951 42.364945789000046, -71.034020541999951 42.364769681000041, -71.034071777999941 42.364792066000064, -71.03410708499996 42.364744261000055, -71.034067031999939 42.36472477600006, -71.03414956599994 42.364614368000048, -71.034103327999958 42.364603120000027, -71.034005907999983 42.36472393400004, -71.033646442999952 42.365169404000028)))"
Foley Square,City of Boston,A97,1,Hyde Park,0.140694670000000,635 Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Robert M. Foley Square; Greenwood Squre,BPRD,138,PARK_Maintenance_Region 4,138,YES,02136,ROW,0,,,0.000927351290442,0.000000062130598,
Jones Square,City of Boston,A97,1,Hyde Park,0.043062430000000,80 Milton Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,340,PARK_Maintenance_Region 4,340,YES,02136,ROW,0,,,0.000742066782091,0.000000019012918,
Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.008057220000000,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7116,YES,02129,,0,,,0.009249011717012,0.000000446003615,
Roslindale Wetlands Urban Wild,City of Boston,A97/LAND/WPA,6,Roslindale,9.529981840000000,40 Selwyn Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 4,1024,YES,02131,"2005156000,2005137000,2005162000,2005148000,2005146000,2005157000,2005161000,2005171000,2005163000,2005121100,2005147000,2005159001,2005170000,2005158000,2005145000,2005169000,2005141000,2005143000,2005164000,2005144000,2005151000,2005153000,2005160000,2005154000,2005159000,2005195010,2005195000,2005152000,2005149000,2005155000,2005140000,2005138000,2005150000",0,,,0.016134162912147,0.000004210337336,
Webster Square,City of Boston,A97,1,Hyde Park,0.054388490000000,18 Webster Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,315,PARK_Maintenance_Region 4,315,YES,02136,ROW,0,,,0.000624212631955,0.000000024015428,
Wolf Square,City of Boston,A97,1,Roxbury,0.022794040000000,190 Harold Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Herbert J. Wolf Square, Harold Square",BPRD,327,PARK_Maintenance_Region 5,327,YES,02121,ROW,1920,,,0.000433114157778,0.000000010073697,
Woodworth Square,City of Boston,A97,1,Hyde Park,0.034578600000000,105 Beacon Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,329,PARK_Maintenance_Region 4,329,YES,02136,ROW,0,,,0.000515949705815,0.000000015267780,
East Boston Memorial Park II,Massport,CAT Mit/Esment,3,East Boston,1.758686560000000,143 Porter St,Open Space District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,BPRD,N,X,Mass DOT Park Easement_East Boston Memorial Park,Mass DOT,,INFO_Reallocation From Dept,4074,YES,02128,"0104164011,0104164009",0,,,0.010675361035157,0.000000777921363,
East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,3.257581960000000,143 Porter St,Open Space District,"Parks, Playgrounds & Athletic Fields",MassDOT,BPRD,N,X,,,,INFO_Reallocation From Dept,4016,YES,02128,0104126000,0,,,0.015870100427721,0.000001440974057,
Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.009737340000000, ,Industrial District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4075,YES,02128,,0,,,0.000263242377849,0.000000004307635,"MULTIPOLYGON (((-71.025918180999952 42.37819558700005, -71.025959816999944 42.37814575200008, -71.025899024999944 42.378104612000072, -71.025868444999958 42.37816155400003, -71.025918180999952 42.37819558700005)))"
Bussey Brook Meadow I,City of Boston,A97/WPA,6,Jamaica Plain,24.674911470000001,255 South Street,Open Space District,Urban Wilds,BPRD,BPRD,X,X,Arnold Arboretum III,BPRD,038,PARK_Maintenance_Region 3,38,YES,02130,"1902824000,1902823000,1902836000",0,,,0.023933343016379,0.000010902255148,
Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.032512750000000, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3068,YES,02130,,0,,,0.014569800825232,0.000000456219626,
Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.294019150000000,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Spring House CR,,,PARK_Maintenance_Region 4,1025,YES,"02130, 02132",2003594000,0,,,0.007382845860838,0.000002780982447,"MULTIPOLYGON (((-71.131368969999983 42.300298663000035, -71.13232484599996 42.300653876000069, -71.132595660999982 42.300406654000028, -71.133514225999988 42.300707334000037, -71.134057048999978 42.300275344000056, -71.133935859999951 42.300203655000075, -71.133578027999988 42.299998974000061, -71.132941370999959 42.298922430000061, -71.132807123999953 42.29892587900008, -71.131940198999985 42.298956829000076, -71.131985105999945 42.299373474000049, -71.131368969999983 42.300298663000035)))"
Allandale Woods V,Private,A97/Easmnt/WPA/CPA,6,West Roxbury,2.782080560000000,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds,BCC & TTOR,BPRD,X,X,Snow Place Easement,,,PARK_Maintenance_Region 4,7122,YES,02132,2003597005,0,,,0.005408434545601,0.000001229220420,"MULTIPOLYGON (((-71.132807123999953 42.29892587900008, -71.13216375899998 42.297983700000032, -71.132155899999987 42.297828776000074, -71.132104540999933 42.29775924900008, -71.131793406999975 42.298029819000078, -71.131267460999936 42.298487188000081, -71.13079004399998 42.298902345000045, -71.130675833999987 42.299001654000051, -71.132807123999953 42.29892587900008)))"
Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.088329320000000,130 Northern Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7128,YES,02210,,0,,,0.001228336931089,0.000000039060096,
Back Bay Fens,City of Boston,A97/LWCF/UPARR/NRHP/WPA/Ch91/CPA,3,Fenway/Longwood,70.095661170000000,100 Park Drive (Clemente Field House) 125 The Fenway (Emerald Necklace Conservancy) 50 Park Drive (Duck House)  1 Evans Way (Evans Way) Forsyth Way (Roadway)   70 Park Drive (Rose Garden)   35 The Fenway (Mother's Rest) 20 Park Drive (Victory Garden) 89,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates",BPRD,013,PARK_Maintenance_Region 3,13,YES,"02115, 02215","0504175001,0401705000,0504175000",1877,,,0.073758405934820,0.000030991890635,
Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Longwood,17.184810169999999,440 Park Drive; 300 Park Drive (Sears Parcel),Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"contains Back Bay Yard, ""Sears Lot"" aka ""Sears Rotary""",BPRD,263,PARK_Maintenance_Region 3,263,YES,02215,"0401994002,0401994001,0401965000,0401994000",1890,,,0.027612761258354,0.000007597992058,
