BLDG_ID,BLDG_NAME,ADDRESS,CITY,ZIPCODE,CSP_SCH_ID,SCH_ID,SCH_NAME,SCH_LABEL,SCH_TYPE,SHARED,COMPLEX,shape_wkt,POINT_X,POINT_Y
1.000000000000000,Guild Bldg,195 Leyden Street,East Boston,02128,4061.000000000000000,4061.000000000000000,Guild Elementary,Guild,ES, , ,POINT (-71.004120000999933 42.388790000000029),-71.004120000999933,42.388790000000029
3.000000000000000,"Kennedy, P Bldg",343 Saratoga Street,East Boston,02128,4541.000000000000000,4541.000000000000000,Kennedy Patrick Elem,PJ Kennedy,ES, , ,POINT (-71.030479709999952 42.37853662100008),-71.030479709999952,42.378536621000080
4.000000000000000,Otis Bldg,218 Marion Street,East Boston,02128,4322.000000000000000,4322.000000000000000,Otis Elementary,Otis,ES, , ,POINT (-71.033890000999975 42.375270000000057),-71.033890000999975,42.375270000000057
6.000000000000000,Odonnell Bldg,33 Trenton Street,East Boston,02128,4543.000000000000000,4543.000000000000000,O'Donnell Elementary,O'Donnell,ES, , ,POINT (-71.038010132999943 42.378079940000077),-71.038010132999943,42.378079940000077
7.000000000000000,East Boston High Bldg,86 White Street,East Boston,02128,1070.000000000000000,1070.000000000000000,East Boston High,East Boston HS,HS, , ,POINT (-71.034920849999935 42.38094877900005),-71.034920849999935,42.380948779000050
8.000000000000000,Umana / Barnes Bldg,312 Border Street,East Boston,02128,4323.000000000000000,4323.000000000000000,Umana/ Alighieri K-8,Umana/ Alighieri K-8,K-8, , ,POINT (-71.040329238999959 42.378281316000027),-71.040329238999959,42.378281316000027
10.000000000000000,East Boston Eec Bldg,135 Gove Street,East Boston,02128,4450.000000000000000,4450.000000000000000,East Boston EEC,East Boston EEC,ELC, , ,POINT (-71.03411936599997 42.369667347000075),-71.034119365999970,42.369667347000075
11.000000000000000,Mckay Bldg,122 Cottage Street,East Boston,02128,4360.000000000000000,4360.000000000000000,McKay K-8,McKay K-8,K-8, , ,POINT (-71.034306999999956 42.369265000000041),-71.034306999999956,42.369265000000041
12.000000000000000,Adams Bldg,165 Webster Street,East Boston,02128,4361.000000000000000,4361.000000000000000,Adams Elementary,Adams,ES, , ,POINT (-71.034889727999939 42.365554330000066),-71.034889727999939,42.365554330000066
13.000000000000000,Harvard-Kent,50 Bunker Hill Street,Charlestown,02129,4280.000000000000000,4280.000000000000000,Harvard/Kent Elem,Harvard/Kent,ES, , ,POINT (-71.057491653999989 42.376619841000036),-71.057491653999989,42.376619841000036
14.000000000000000,Charlestown High Bldg #1 -  Main,240 Medford Street,Charlestown,02129,1050.000000000000000,1050.000000000000000,Charlestown High,Charlestown HS,HS, , ,POINT (-71.061069999999972 42.380110000000059),-71.061069999999972,42.380110000000059
15.000000000000000,Edwards Bldg,28 Walker Street,Charlestown,02129,2010.000000000000000,2010.000000000000000,Edwards Middle,Edwards MS,MS, , ,POINT (-71.067230649999942 42.379071679000049),-71.067230649999942,42.379071679000049
16.000000000000000,Warren-Prescott Bldg,50 School Street,Charlestown,02129,4283.000000000000000,4283.000000000000000,Warren/Prescott,Warren/Prescott K-8,K-8, , ,POINT (-71.064429998999969 42.377990000000068),-71.064429998999969,42.377990000000068
17.000000000000000,Eliot Bldg,16 Charter Street,Boston,02113,4381.000000000000000,4381.000000000000000,Eliot K-8,Eliot K-8,K-8, , ,POINT (-71.053369079999982 42.366094067000063),-71.053369079999982,42.366094067000063
21.000000000000000,Abraham Lincoln Building,152 Arlington Street,Boston,02116,1450.000000000000000,1450.000000000000000,Quincy Upper School,Quincy Upper (6-12),K-12, , ,POINT (-71.069049652999979 42.348399622000045),-71.069049652999979,42.348399622000045
22.000000000000000,Boston HS Bldg,885 Washington Street,Boston,02111,4650.000000000000000,4650.000000000000000,Quincy Lower (K-5),Quincy Lower (K-5),K-12, , ,POINT (-71.064919999999972 42.347970000000032),-71.064919999999972,42.347970000000032
24.000000000000000,Snowden Hs Bldg,150 Newbury Street,Boston,02116,1200.000000000000000,1200.000000000000000,Snowden International,Snowden HS,HS, , ,POINT (-71.077969999999937 42.350570000000062),-71.077969999999937,42.350570000000062
26.000000000000000,Mckinley Mackey Bldg,90 Warren Avenue,Boston,02116,1291.000000000000000,1291.000000000000000,McKinley Elementary,McKinley Elem,Special,Shared, ,POINT (-71.073519998999984 42.344360000000052),-71.073519998999984,42.344360000000052
26.000000000000000,Mckinley Mackey Bldg,90 Warren Avenue,Boston,02116,1294.000000000000000,1294.000000000000000,McKinley So. End Acad,McKinley S. End Acad,Special,Shared, ,POINT (-71.073519998999984 42.344360000000052),-71.073519998999984,42.344360000000052
27.000000000000000,Hurley Bldg,70 Worcester Street,Boston,02118,4260.000000000000000,4260.000000000000000,Hurley Elementary,Hurley K-8,K-8, , ,POINT (-71.077739999999949 42.338750000000061),-71.077739999999949,42.338750000000061
28.000000000000000,Blackstone Bldg,380 Shawmut Avenue,Boston,02118,4640.000000000000000,4640.000000000000000,Blackstone Elementary,Blackstone,ES, , ,POINT (-71.072460471999989 42.340728882000064),-71.072460471999989,42.340728882000064
31.000000000000000,Mason Bldg,150 Norfolk Avenue,Roxbury,02119,4121.000000000000000,4121.000000000000000,Mason Elementary,Mason,ES, , ,POINT (-71.071330811999985 42.32620836500007),-71.071330811999985,42.326208365000070
33.000000000000000,Clap Bldg,35 Harvest Street,Dorchester,02125,4531.000000000000000,4531.000000000000000,Clap Elementary,Clap,ES, , ,POINT (-71.058190755999988 42.323167528000056),-71.058190755999988,42.323167528000056
35.000000000000000,Perkins Bldg,50 Burke Street,South Boston,02127,4022.000000000000000,4022.000000000000000,Perkins Elementary,Perkins,ES, , ,POINT (-71.050539999999955 42.33131000000003),-71.050539999999955,42.331310000000030
36.000000000000000,South Boston Ed. Bldg,95 G Street,South Boston,02127,1162.000000000000000,1162.000000000000000,Excel High,Excel HS,HS,Shared,S. Boston EC,POINT (-71.044889999999953 42.332860000000039),-71.044889999999953,42.332860000000039
37.000000000000000,Tynan Bldg,650 E. Fourth Street,South Boston,02127,4590.000000000000000,4590.000000000000000,Tynan Elementary,Tynan,ES, , ,POINT (-71.038410701999965 42.334862039000029),-71.038410701999965,42.334862039000029
38.000000000000000,Perry Bldg,745 E. Seventh Street,South Boston,02127,4592.000000000000000,4592.000000000000000,Perry K-8,Perry K-8,K-8, , ,POINT (-71.030198163999955 42.332112100000074),-71.030198163999955,42.332112100000074
39.000000000000000,Russell Bldg,750 Columbia Road,Dorchester,02125,4530.000000000000000,4530.000000000000000,Russell Elementary,Russell,ES, , ,POINT (-71.059548819999975 42.32037374600003),-71.059548819999975,42.320373746000030
42.000000000000000,Orchard Gardens K-8,906 Albany Street,Roxbury,02119,4680.000000000000000,4680.000000000000000,Orchard Gardens K-8,Orchard Gardens K-8,K-8, , ,POINT (-71.077908423999986 42.33026654300005),-71.077908423999986,42.330266543000050
131.000000000000000,West Roxbury Ed. Bldg,1205 V.F.W. Parkway,West Roxbury,02132,1256.000000000000000,1256.000000000000000,West Roxbury Academy,W. Roxbury Acad,HS,Shared, ,POINT (-71.174339999999972 42.282259999000075),-71.174339999999972,42.282259999000075
83.000000000000000,Gavin Bldg,215 Dorchester Street,South Boston,02127,1325.000000000000000,1325.000000000000000,Middle School Academy,MS Acad,Special, , ,POINT (-71.05042906999995 42.333565053000029),-71.050429069999950,42.333565053000029
34.000000000000000,Gavin Bldg,215 Dorchester Street,South Boston,02127,2450.000000000000000,2450.000000000000000,UP Academy,UP Academy,MS, , ,POINT (-71.05042906999995 42.333565053000029),-71.050429069999950,42.333565053000029
44.000000000000000,Wheatley Bldg,20 Kearsage Avenue,Roxbury,02119,1410.000000000000000,1410.000000000000000,Boston Evening Academy,BDEA,Special,Shared, ,POINT (-71.081710000999976 42.327020000000061),-71.081710000999976,42.327020000000061
45.000000000000000,Carter Center Bldg,396 Northampton Street,Roxbury,02118,4261.000000000000000,4261.000000000000000,Carter Center,Carter Center,Special, , ,POINT (-71.083839377999936 42.340551106000078),-71.083839377999936,42.340551106000078
