Park_Name,Play_Name,Neighbor,OS_ID,Asset,asset_deta,Asset_use1,Asset_use2,Asset_use3,Age,shape_wkt,POINT_X,POINT_Y
Cook Street Play Area,N/A,Charlestown,68,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.06414876599996 42.380939506000061),-71.064148765999960,42.380939506000061
American Legion Playground,N/A,East Boston,9,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.030093501999943 42.382415432000073),-71.030093501999943,42.382415432000073
Paris Street Playground,N/A,East Boston,226,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.037275136999938 42.372178430000076),-71.037275136999938,42.372178430000076
Porzio Park,N/A,East Boston,244,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.028854336999984 42.365146759000027),-71.028854336999984,42.365146759000027
Flaherty Park,N/A,South Boston,118,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.053015464999987 42.341809191000038),-71.053015464999987,42.341809191000038
Sweeney Playground,N/A,South Boston,297,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.051383275999967 42.337246360000051),-71.051383275999967,42.337246360000051
Ronan Park,N/A,Dorchester,268,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.063902503999941 42.30505069600008),-71.063902503999941,42.305050696000080
Byrne Playground,N/A,Dorchester,39,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.052782492999938 42.300843711000027),-71.052782492999938,42.300843711000027
Doherty/Gibson Playground,N/A,Dorchester,88,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.061329462999936 42.297087264000027),-71.061329462999936,42.297087264000027
Hemenway Playground,N/A,Dorchester,151,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.05583461699996 42.291438403000029),-71.055834616999960,42.291438403000029
Roberts Playground,N/A,Dorchester,265,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.072691175999978 42.286241818000065),-71.072691175999978,42.286241818000065
Walsh Playground,N/A,Mattapan,312,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.070360901999948 42.276510030000054),-71.070360901999948,42.276510030000054
Dorchester Park,N/A,Dorchester,90,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.066050593999933 42.275363879000054),-71.066050593999933,42.275363879000054
Ripley Playground,N/A,Dorchester,261,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.075944827999933 42.299270067000066),-71.075944827999933,42.299270067000066
Garvey Playground,N/A,Dorchester,130,Playground,UA,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.044991312999969 42.287712377000048),-71.044991312999969,42.287712377000048
Adams/King Playground,N/A,Dorchester,2,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.056926278999981 42.293564207000031),-71.056926278999981,42.293564207000031
Hayes Park,N/A,South End,147,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.075356890999956 42.343808628000033),-71.075356890999956,42.343808628000033
Ringgold Park,N/A,South End,260,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.070160339999973 42.343462990000035),-71.070160339999973,42.343462990000035
Ramsay Park,N/A,Roxbury,254,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.080152360999989 42.334909940000045),-71.080152360999989,42.334909940000045
Msgr. Reynolds Playground,N/A,South End,202,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.070482819999938 42.34039905700007),-71.070482819999938,42.340399057000070
Billings Field,N/A,West Roxbury,23,Playground,UA,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.156553530999986 42.280129588000079),-71.156553530999986,42.280129588000079
Draper Playground,N/A,West Roxbury,93,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.160064188999968 42.259805119000077),-71.160064188999968,42.259805119000077
Penniman Road Play Area,N/A,Allston-Brighton,234,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.137242378999986 42.355126102000042),-71.137242378999986,42.355126102000042
Back Bay Fens,N/A,Fenway/Longwood,13,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.091144778999933 42.345621380000068),-71.091144778999933,42.345621380000068
O'Day Playground,N/A,South End,219,Playground,Bucket Swing,N/A,N/A,N/A,"2-5,5-12",POINT (-71.075257988999965 42.340794907000031),-71.075257988999965,42.340794907000031
LoPresti Park,N/A,East Boston,182,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.043574822999972 42.370291469000051),-71.043574822999972,42.370291469000051
Caldwell Street Play Area,N/A,Charlestown,40,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.077889854999967 42.385309502000041),-71.077889854999967,42.385309502000041
Stonehill Park,N/A,Hyde Park,295,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.141014712999947 42.25483470100005),-71.141014712999947,42.254834701000050
Nellie Miranda Memorial Park,N/A,Dorchester,213,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.065163579999933 42.31873704000003),-71.065163579999933,42.318737040000030
Forbes Street Playground,N/A,Jamaica Plain,120,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.106027119999965 42.320543413000053),-71.106027119999965,42.320543413000053
Moakley Park,Dottie Curran,South Boston,200,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.051907292999942 42.324894580000034),-71.051907292999942,42.324894580000034
Moakley Park,Ollie,South Boston,200,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.051661212999988 42.328631932000064),-71.051661212999988,42.328631932000064
Shubow Park I,N/A,Allston-Brighton,283,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.151989030999971 42.340458697000031),-71.151989030999971,42.340458697000031
Newland Street Park,N/A,South End,348,Playground,UA,N/A,N/A,N/A,5-12,POINT (-71.075854596999989 42.339184915000033),-71.075854596999989,42.339184915000033
Hunt Playground,N/A,Mattapan,6,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.096385994999935 42.275352927000029),-71.096385994999935,42.275352927000029
Clifford Playground,Massachusetts Avenue,Roxbury,59,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.067309825999985 42.326807858000052),-71.067309825999985,42.326807858000052
Rogers Park,N/A,Allston-Brighton,267,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.158671099999935 42.347558778000064),-71.158671099999935,42.347558778000064
Elliot Norton Park,N/A,Central Boston,104,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.065754631999937 42.348998154000071),-71.065754631999937,42.348998154000071
Cuneo Park,N/A,East Boston,74,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.016728331999957 42.383811079000054),-71.016728331999957,42.383811079000054
John Harvard Mall,N/A,Charlestown,145,Playground,UA,N/A,N/A,N/A,2-5,POINT (-71.062958882999965 42.372884567000028),-71.062958882999965,42.372884567000028
Tai Tung Park,N/A,Central Boston,299,Playground,UA,N/A,N/A,N/A,2-5,POINT (-71.06162233699996 42.348325211000031),-71.061622336999960,42.348325211000031
Deer Street Park,N/A,Dorchester,80,Playground,UA,N/A,N/A,N/A,2-5,POINT (-71.058697471999949 42.311032116000035),-71.058697471999949,42.311032116000035
Ernst Chery Jr. Playground,N/A,Mattapan,109,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.099098261999984 42.274281575000032),-71.099098261999984,42.274281575000032
Union Park Street Playground,N/A,South End,309,Playground,UA,N/A,N/A,N/A,5-12,POINT (-71.06579826799998 42.339460324000072),-71.065798267999980,42.339460324000072
St James Street Park,N/A,Roxbury,292,Playground,UA,N/A,N/A,N/A,5-12,POINT (-71.085120970999981 42.327029938000067),-71.085120970999981,42.327029938000067
Christopher Lee Playground,N/A,South Boston,57,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.031318219999946 42.337567421000074),-71.031318219999946,42.337567421000074
Dennis Street Park,N/A,Roxbury,85,Playground,UA,N/A,N/A,N/A,2-5,POINT (-71.074482417999945 42.322228621000079),-71.074482417999945,42.322228621000079
Beethoven School Play Area,N/A,West Roxbury,20,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.155184709999958 42.263810747000036),-71.155184709999958,42.263810747000036
Madison Park H.S. Athletic Fields,N/A,Roxbury,183,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.086130528999945 42.331629355000075),-71.086130528999945,42.331629355000075
James H. Roberts Playground,N/A,Allston-Brighton,156,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.125366396999937 42.359713370000065),-71.125366396999937,42.359713370000065
Elmhurst Street Park,N/A,Dorchester,106,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.076391981999961 42.289319404000025),-71.076391981999961,42.289319404000025
Phillips Street Play Area,N/A,Back Bay/Beacon Hill,237,Playground,UA,N/A,N/A,N/A,5-12,POINT (-71.067331451999962 42.360582678000071),-71.067331451999962,42.360582678000071
Madison Park H.S. Athletic Fields,N/A,Roxbury,183,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.085908510999957 42.331922021000025),-71.085908510999957,42.331922021000025
Frieda Garcia Park,N/A,Back Bay/Beacon Hill,127,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.073443083999962 42.348180256000035),-71.073443083999962,42.348180256000035
Menino Park,N/A,Charlestown,2202,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.048449554999934 42.37802130700004),-71.048449554999934,42.378021307000040
Peter Looney Park,N/A,Charlestown,235,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.06556360999997 42.374139034000052),-71.065563609999970,42.374139034000052
Tebroc Street Playlot,N/A,Dorchester,349,Playground,UA,N/A,N/A,N/A,2-5,POINT (-71.07023690799997 42.303645832000029),-71.070236907999970,42.303645832000029
American Legion Playground,N/A,East Boston,9,Soccer,Practice Court,N/A,Artificial Turf,N/A,N/A,POINT (-71.029540784999938 42.382414364000056),-71.029540784999938,42.382414364000056
Fallon Field,N/A,Roslindale,112,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.136474009999972 42.287473472000045),-71.136474009999972,42.287473472000045
Garvey Playground,N/A,Dorchester,130,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.044771729999979 42.28756945400005),-71.044771729999979,42.287569454000050
Adams/King Playground,N/A,Dorchester,2,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.056646987999954 42.293514839000068),-71.056646987999954,42.293514839000068
Byrne Playground,N/A,Dorchester,39,Street Hockey,N/A,Pickleball x 2,N/A,N/A,N/A,POINT (-71.052500788999964 42.301141249000068),-71.052500788999964,42.301141249000068
McKinney Playground,N/A,Allston-Brighton,193,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.152413122999974 42.355301676000067),-71.152413122999974,42.355301676000067
Porzio Park,N/A,East Boston,244,Street Hockey,N/A,Pickleball x 1,N/A,N/A,N/A,POINT (-71.028886513999964 42.363915108000072),-71.028886513999964,42.363915108000072
DeFilippo Playground,N/A,Central Boston,81,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.056928236999966 42.366402752000056),-71.056928236999966,42.366402752000056
Leo F. McCarthy Playground,N/A,Charlestown,101,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.068142189999946 42.379516968000075),-71.068142189999946,42.379516968000075
Martin/Hilltop Playground,N/A,Dorchester,189,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.052897504999976 42.279361433000076),-71.052897504999976,42.279361433000076
Martin's Park,N/A,South Boston,333,Playground,N/A,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.048979815999985 42.353049450000071),-71.048979815999985,42.353049450000071
Peters Park I,N/A,South End,236,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.067338373999974 42.343097193000062),-71.067338373999974,42.343097193000062
Peters Park I,N/A,South End,236,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.067203645999939 42.343239936000032),-71.067203645999939,42.343239936000032
Peters Park I,N/A,South End,236,Dog Park,UA,N/A,N/A,N/A,N/A,POINT (-71.067754008999941 42.342710120000049),-71.067754008999941,42.342710120000049
Peters Park I,N/A,South End,236,Handball,N/A,N/A,N/A,N/A,N/A,POINT (-71.067721695999978 42.343036642000072),-71.067721695999978,42.343036642000072
Peters Park I,N/A,South End,236,Handball,N/A,N/A,N/A,N/A,N/A,POINT (-71.067766843999948 42.343094638000025),-71.067766843999948,42.343094638000025
Peters Park I,N/A,South End,236,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.067396199999962 42.343484902000057),-71.067396199999962,42.343484902000057
Peters Park I,N/A,South End,236,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.067540467999947 42.343064799000047),-71.067540467999947,42.343064799000047
Franklin Park,N/A,Roxbury,124,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.099972349999973 42.300075918000061),-71.099972349999973,42.300075918000061
Franklin Park,N/A,Roxbury,124,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.100149063999936 42.300093596000067),-71.100149063999936,42.300093596000067
White Stadium,N/A,Roxbury,2033,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.094925008999951 42.308490791000054),-71.094925008999951,42.308490791000054
White Stadium,N/A,Roxbury,2033,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.094990117999942 42.308817874000056),-71.094990117999942,42.308817874000056
Quincy/Stanley Play Area,N/A,Dorchester,251,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.068705440999963 42.311202760000072),-71.068705440999963,42.311202760000072
Rev. Loesch Family Park,N/A,Dorchester,257,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.066110267999989 42.290445525000052),-71.066110267999989,42.290445525000052
Rev. Loesch Family Park,N/A,Dorchester,257,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.06624736599997 42.291046879000078),-71.066247365999970,42.291046879000078
Rev. Loesch Family Park,N/A,Dorchester,257,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.066573118999941 42.29101055700005),-71.066573118999941,42.291010557000050
Rossmore/Stedman Park,N/A,Jamaica Plain,271,Playground,UA,N/A,N/A,N/A,2-5,POINT (-71.106721505999985 42.304659284000024),-71.106721505999985,42.304659284000024
Ryan Playground,N/A,Charlestown,274,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.072120259999963 42.385230040000067),-71.072120259999963,42.385230040000067
Ryan Playground,N/A,Charlestown,274,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.07195810199994 42.385469829000044),-71.071958101999940,42.385469829000044
South Street Mall & Courts,N/A,Jamaica Plain,288,Tennis,Full,Pickleball x 3,N/A,N/A,N/A,POINT (-71.115172376999965 42.307933430000048),-71.115172376999965,42.307933430000048
Iacono/Readville Playground,N/A,Hyde Park,160,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.135065427999962 42.238916371000073),-71.135065427999962,42.238916371000073
Iacono/Readville Playground,N/A,Hyde Park,160,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.135012763999953 42.239025613000081),-71.135012763999953,42.239025613000081
Ross Playground,N/A,Hyde Park,270,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.113625393999939 42.263439862000041),-71.113625393999939,42.263439862000041
George Wright Golf Course,N/A,Hyde Park,132,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.132553854999969 42.269130351000058),-71.132553854999969,42.269130351000058
George Wright Golf Course,N/A,Hyde Park,132,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.13260592599994 42.269448995000062),-71.132605925999940,42.269448995000062
Hunt Playground,N/A,Mattapan,6,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.097026443999937 42.274748275000036),-71.097026443999937,42.274748275000036
Hunt Playground,N/A,Mattapan,6,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.09691490299997 42.274857646000044),-71.096914902999970,42.274857646000044
Hunt Playground,N/A,Mattapan,6,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.096811265999975 42.274969001000045),-71.096811265999975,42.274969001000045
Walsh Playground,N/A,Mattapan,312,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.071527356999979 42.276546573000076),-71.071527356999979,42.276546573000076
Dorchester Park,N/A,Dorchester,90,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.063125445999958 42.276666902000045),-71.063125445999958,42.276666902000045
Dorchester Park,N/A,Dorchester,90,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.063295234999941 42.276791305000074),-71.063295234999941,42.276791305000074
Walker Playground,N/A,Mattapan,310,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.089894867999988 42.278236604000028),-71.089894867999988,42.278236604000028
Billings Field,N/A,West Roxbury,23,Tennis,Full,Pickleball x 2,N/A,N/A,N/A,POINT (-71.155326345999981 42.281373572000064),-71.155326345999981,42.281373572000064
Billings Field,N/A,West Roxbury,23,Tennis,Full,Pickleball x 2,N/A,N/A,N/A,POINT (-71.155385606999971 42.281724761000078),-71.155385606999971,42.281724761000078
Billings Field,N/A,West Roxbury,23,Tennis,Full,Pickleball x 2,N/A,N/A,N/A,POINT (-71.155515479999963 42.28204450000004),-71.155515479999963,42.282044500000040
South Street Mall & Courts,N/A,Jamaica Plain,288,Tennis,Full,Pickleball x 3,N/A,N/A,N/A,POINT (-71.114990808999949 42.307944638000038),-71.114990808999949,42.307944638000038
Sumner & Lamson Street Playground,N/A,East Boston,296,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.032537824999963 42.365921189000062),-71.032537824999963,42.365921189000062
Sumner & Lamson Street Playground,N/A,East Boston,296,Playground,UA,N/A,N/A,N/A,"2-5,5-12",POINT (-71.032585016999974 42.366101255000046),-71.032585016999974,42.366101255000046
Thetford/Evans Playground,N/A,Dorchester,302,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.077970155999935 42.283284890000061),-71.077970155999935,42.283284890000061
Fallon Field,N/A,Roslindale,112,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.136256513999967 42.28741681200006),-71.136256513999967,42.287416812000060
Ripley Playground,N/A,Dorchester,261,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.07624094099998 42.299681207000049),-71.076240940999980,42.299681207000049
Ripley Playground,N/A,Dorchester,261,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.076089165999974 42.299714564000055),-71.076089165999974,42.299714564000055
Byrne Playground,N/A,Dorchester,39,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.052198221999959 42.300698928000031),-71.052198221999959,42.300698928000031
Savin Hill Park,N/A,Dorchester,276,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.048706118999974 42.310104489000025),-71.048706118999974,42.310104489000025
Savin Hill Park,N/A,Dorchester,276,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.048562898999933 42.310163430000046),-71.048562898999933,42.310163430000046
Marcella Playground,N/A,Roxbury,187,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.09647739199994 42.323519827000041),-71.096477391999940,42.323519827000041
Clifford Playground,N/A,Roxbury,59,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.070019976999959 42.325997685000061),-71.070019976999959,42.325997685000061
Moakley Park,N/A,South Boston,200,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.050561326999969 42.327896874000032),-71.050561326999969,42.327896874000032
Moakley Park,N/A,South Boston,200,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.050749383999971 42.327899756000079),-71.050749383999971,42.327899756000079
Moakley Park,N/A,South Boston,200,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.050387690999969 42.327900490000047),-71.050387690999969,42.327900490000047
Cassidy Playground,N/A,Allston-Brighton,44,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.153168856999969 42.334201729000029),-71.153168856999969,42.334201729000029
Cassidy Playground,N/A,Allston-Brighton,44,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.153058947999966 42.334303695000074),-71.153058947999966,42.334303695000074
Ramsay Park,N/A,Roxbury,254,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.080302894999988 42.33478940100008),-71.080302894999988,42.334789401000080
Rogers Park,N/A,Allston-Brighton,267,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.158963708999977 42.34721038400005),-71.158963708999977,42.347210384000050
Rogers Park,N/A,Allston-Brighton,267,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.159130954999966 42.347255088000054),-71.159130954999966,42.347255088000054
Ringer Playground,N/A,Allston-Brighton,259,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.138907780999943 42.350772222000046),-71.138907780999943,42.350772222000046
Ringer Playground,N/A,Allston-Brighton,259,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.138975617999961 42.350891970000077),-71.138975617999961,42.350891970000077
Boston Common,N/A,Back Bay/Beacon Hill,27,Tennis,Full,Pickleball x 2,N/A,N/A,N/A,POINT (-71.066171911999959 42.35375977800004),-71.066171911999959,42.353759778000040
Boston Common,N/A,Back Bay/Beacon Hill,27,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.065990682999939 42.353785710000068),-71.065990682999939,42.353785710000068
Porzio Park,N/A,East Boston,244,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.028815548999944 42.36443723800005),-71.028815548999944,42.364437238000050
Hunt Playground,N/A,Mattapan,6,Tennis,Quickstart,N/A,N/A,N/A,N/A,POINT (-71.096615133999933 42.27501615400007),-71.096615133999933,42.275016154000070
Hunt Playground,N/A,Mattapan,6,Tennis,Quickstart,N/A,N/A,N/A,N/A,POINT (-71.096801495999955 42.275118764000069),-71.096801495999955,42.275118764000069
Billings Field,N/A,West Roxbury,23,Tennis,Quickstart,Pickleball x 1,N/A,N/A,N/A,POINT (-71.155757295999933 42.282016346000034),-71.155757295999933,42.282016346000034
Ripley Playground,N/A,Dorchester,261,Tennis,Quickstart,N/A,N/A,N/A,N/A,POINT (-71.076028086999941 42.299516624000034),-71.076028086999941,42.299516624000034
Porzio Park,N/A,East Boston,244,Handball,N/A,N/A,N/A,N/A,N/A,POINT (-71.029060926999989 42.363980056000059),-71.029060926999989,42.363980056000059
Porzio Park,N/A,East Boston,244,Handball,N/A,N/A,N/A,N/A,N/A,POINT (-71.029002510999987 42.364061066000033),-71.029002510999987,42.364061066000033
Ramsay Park,N/A,Roxbury,254,Skate Spot,N/A,N/A,N/A,N/A,N/A,POINT (-71.080105156999934 42.335210148000044),-71.080105156999934,42.335210148000044
Smith Playground,N/A,Allston-Brighton,284,Pump Track,N/A,Skate Park,N/A,N/A,N/A,POINT (-71.131285326999944 42.364682223000045),-71.131285326999944,42.364682223000045
Reservation Road Park,N/A,Hyde Park,256,Skate Spot,N/A,N/A,N/A,N/A,N/A,POINT (-71.128998083999988 42.248849694000057),-71.128998083999988,42.248849694000057
Buckley Playground,N/A,South Boston,35,Playground,UA,N/A,N/A,N/A,2-12,POINT (-71.049262067999962 42.339380215000062),-71.049262067999962,42.339380215000062
Buckley Playground,N/A,South Boston,35,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.049420767999948 42.339540752000062),-71.049420767999948,42.339540752000062
Orton Field,N/A,South Boston,222,Basketball,Half,N/A,N/A,N/A,N/A,POINT (-71.053832559999933 42.338584310000044),-71.053832559999933,42.338584310000044
Orton Field,N/A,South Boston,222,Basketball,Half,N/A,N/A,N/A,N/A,POINT (-71.053702473999977 42.338504013000033),-71.053702473999977,42.338504013000033
Orton Field,N/A,South Boston,222,Basketball,Half,N/A,N/A,N/A,N/A,POINT (-71.053631394999968 42.338453456000025),-71.053631394999968,42.338453456000025
Orton Field,N/A,South Boston,222,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.053463757999964 42.338345402000073),-71.053463757999964,42.338345402000073
DeFilippo Playground,N/A,Central Boston,81,Basketball,Half,Pickleball x 2,N/A,N/A,N/A,POINT (-71.057161024999971 42.366665420000061),-71.057161024999971,42.366665420000061
Noyes Playground,N/A,East Boston,216,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.011181875999966 42.38864607000005),-71.011181875999966,42.388646070000050
Noyes Playground,N/A,East Boston,216,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.011278588999971 42.388794357000052),-71.011278588999971,42.388794357000052
South Street Mall & Courts,N/A,Jamaica Plain,288,Basketball,Half,N/A,N/A,N/A,N/A,POINT (-71.11500235799997 42.307999792000032),-71.115002357999970,42.307999792000032
South Street Mall & Courts,N/A,Jamaica Plain,288,Basketball,Half,N/A,N/A,N/A,N/A,POINT (-71.114984246999938 42.307877271000052),-71.114984246999938,42.307877271000052
Smith Playground,N/A,Allston-Brighton,284,Dog Park,Small and Large Dogs,N/A,N/A,N/A,N/A,POINT (-71.131185391999963 42.366577551000034),-71.131185391999963,42.366577551000034
Smith Playground,N/A,Allston-Brighton,284,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.130956472999969 42.364579304000074),-71.130956472999969,42.364579304000074
Smith Playground,N/A,Allston-Brighton,284,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.13074157899996 42.364537520000056),-71.130741578999960,42.364537520000056
Smith Playground,N/A,Allston-Brighton,284,Street Hockey,N/A,N/A,N/A,N/A,N/A,POINT (-71.131866945999946 42.36482582900004),-71.131866945999946,42.364825829000040
A Street Park,N/A,South Boston,335,Dog Park,UA,N/A,N/A,N/A,UA,POINT (-71.052979234999952 42.343936439000061),-71.052979234999952,42.343936439000061
Mission Hill Playground,N/A,Mission Hill,199,Basketball,Full,Four Square,N/A,N/A,N/A,POINT (-71.099337367999965 42.332999301000029),-71.099337367999965,42.332999301000029
Mission Hill Playground,N/A,Mission Hill,199,Playground,N/A,N/A,N/A,N/A,5-12,POINT (-71.099274901999934 42.332834257000059),-71.099274901999934,42.332834257000059
Mission Hill Playground,N/A,Mission Hill,199,Playground,N/A,N/A,N/A,N/A,2-5,POINT (-71.099673582999969 42.33288256600008),-71.099673582999969,42.332882566000080
Harambee Park,N/A,Dorchester,142,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.086992864999957 42.293333502000053),-71.086992864999957,42.293333502000053
Harambee Park,Dennis ""D.J."" Simmonds Playground,Dorchester,142,Playground,N/A,N/A,N/A,N/A,"2-5,5-12",POINT (-71.087637920999953 42.293600430000026),-71.087637920999953,42.293600430000026
Harambee Park,N/A,Dorchester,142,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.087877653999954 42.293599837000045),-71.087877653999954,42.293599837000045
Harambee Park,N/A,Dorchester,142,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.085896245999947 42.290907205000053),-71.085896245999947,42.290907205000053
Harambee Park,N/A,Dorchester,142,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.087212563999969 42.293370579000054),-71.087212563999969,42.293370579000054
Laviscount Park,N/A,Roxbury,177,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.086276620999968 42.316464923000069),-71.086276620999968,42.316464923000069
Howes Playground,N/A,Roxbury,158,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.079026401999954 42.324169555000026),-71.079026401999954,42.324169555000026
