Park_Name,Play_Name,Neighbor,OS_ID,Asset,asset_deta,Asset_use1,Asset_use2,Asset_use3,Age,shape_wkt,POINT_X,POINT_Y
Pagel Playground,N/A,Jamaica Plain,223,Playground,UA,N/A,N/A,N/A,5-12,POINT (-71.118985013999975 42.289373897000075),-71.118985013999975,42.289373897000075
Ryan Play Area,N/A,Dorchester,275,Basketball,Half,Four Square,N/A,N/A,N/A,POINT (-71.056489303999967 42.317885158000081),-71.056489303999967,42.317885158000081
Ryan Play Area,N/A,Dorchester,275,Playground,N/A,N/A,N/A,N/A,2-5,POINT (-71.056200746999934 42.317833220000068),-71.056200746999934,42.317833220000068
Ryan Play Area,N/A,Dorchester,275,Playground,N/A,N/A,N/A,N/A,5-12,POINT (-71.055993070999989 42.317585119000057),-71.055993070999989,42.317585119000057
Ryan Play Area,N/A,Dorchester,275,Playground,N/A,N/A,N/A,N/A,"2-5,5-12",POINT (-71.055937476999986 42.317740020000031),-71.055937476999986,42.317740020000031
Hynes Playground,N/A,West Roxbury,159,Playground,Bucket Swing,N/A,N/A,N/A,"2-5,5-12",POINT (-71.153519271999983 42.295303168000032),-71.153519271999983,42.295303168000032
Hynes Playground,N/A,West Roxbury,159,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.154218285999946 42.295328496000025),-71.154218285999946,42.295328496000025
Hynes Playground,N/A,West Roxbury,159,Basketball,Half,Pickleball x 1,N/A,N/A,N/A,POINT (-71.154402353999956 42.295177293000052),-71.154402353999956,42.295177293000052
Hynes Playground,N/A,West Roxbury,159,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.154266189999987 42.29522819400006),-71.154266189999987,42.295228194000060
Pagel Playground,N/A,Jamaica Plain,223,Soccer,Practice Court,N/A,Artificial Turf,N/A,N/A,POINT (-71.118962977999956 42.289173689000052),-71.118962977999956,42.289173689000052
Carter Playground,N/A,Roxbury,43,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.084665082999948 42.339793636000024),-71.084665082999948,42.339793636000024
Carter Playground,N/A,Roxbury,43,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.084521848999941 42.339714118000074),-71.084521848999941,42.339714118000074
Carter Playground,N/A,Roxbury,43,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.084278078999944 42.339539436000052),-71.084278078999944,42.339539436000052
Carter Playground,N/A,Roxbury,43,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.084148156999959 42.339459967000039),-71.084148156999959,42.339459967000039
Carter Playground,N/A,Roxbury,43,Tennis,Full,N/A,N/A,N/A,N/A,POINT (-71.084010417999934 42.339354793000041),-71.084010417999934,42.339354793000041
Malcolm X Park,N/A,Roxbury,186,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.089947371999983 42.321053489000064),-71.089947371999983,42.321053489000064
Malcolm X Park,N/A,Roxbury,186,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.089741228999969 42.320963774000063),-71.089741228999969,42.320963774000063
Malcolm X Park,N/A,Roxbury,186,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.089526815999989 42.320874029000038),-71.089526815999989,42.320874029000038
Malcolm X Park,N/A,Roxbury,186,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.089262880999968 42.32077029900006),-71.089262880999968,42.320770299000060
Malcolm X Park,N/A,Roxbury,186,Tennis,Full,Pickleball x 1,N/A,N/A,N/A,POINT (-71.089042228999972 42.320686668000064),-71.089042228999972,42.320686668000064
Malcolm X Park,N/A,Roxbury,186,Tennis,Full,Pickleball x 2,N/A,N/A,N/A,POINT (-71.088891711999963 42.320626299000025),-71.088891711999963,42.320626299000025
Malcolm X Park,N/A,Roxbury,186,Playground,Bucket Swing,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.088275243999988 42.320308653000041),-71.088275243999988,42.320308653000041
Martin's Park,N/A,South Boston,333,Playground,N/A,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.049252038999953 42.35261758300004),-71.049252038999953,42.352617583000040
McKinney Playground,N/A,Allston-Brighton,193,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.153700753999942 42.35489665800003),-71.153700753999942,42.354896658000030
McKinney Playground,N/A,Allston-Brighton,193,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.152669036999953 42.354345749000061),-71.152669036999953,42.354345749000061
McKinney Playground,N/A,Allston-Brighton,193,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.152126463999934 42.35483907400004),-71.152126463999934,42.354839074000040
Smith Playground,N/A,Allston-Brighton,284,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.131382837999979 42.365626214000031),-71.131382837999979,42.365626214000031
Smith Playground,N/A,Allston-Brighton,284,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.130431812999973 42.365375924000034),-71.130431812999973,42.365375924000034
Smith Playground,N/A,Allston-Brighton,284,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.130685727999946 42.365975563000063),-71.130685727999946,42.365975563000063
Portsmouth Street Playground,N/A,Allston-Brighton,243,Athletic Field,Combo,"Soccer,Softball",Natural Turf,UA,N/A,POINT (-71.14554850199994 42.359415261000038),-71.145548501999940,42.359415261000038
Rogers Park,N/A,Allston-Brighton,267,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.159649548999937 42.347470421000025),-71.159649548999937,42.347470421000025
Rogers Park,N/A,Allston-Brighton,267,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.160472432999939 42.34824928900008),-71.160472432999939,42.348249289000080
Rogers Park,N/A,Allston-Brighton,267,Athletic Field,Combo,"Soccer,Football",Natural Turf,UA,N/A,POINT (-71.160127737999971 42.347891874000027),-71.160127737999971,42.347891874000027
Cassidy Playground,N/A,Allston-Brighton,44,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.151634433999959 42.335572372000058),-71.151634433999959,42.335572372000058
Cassidy Playground,N/A,Allston-Brighton,44,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.152117008999937 42.334194024000055),-71.152117008999937,42.334194024000055
Cassidy Playground,N/A,Allston-Brighton,44,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.153035747999979 42.334752308000077),-71.153035747999979,42.334752308000077
Hardiman Playground,N/A,Allston-Brighton,143,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.166182090999939 42.351169970000058),-71.166182090999939,42.351169970000058
Boston Common,N/A,Back Bay/Beacon Hill,27,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.067027301999985 42.353326283000058),-71.067027301999985,42.353326283000058
Boston Common,N/A,Back Bay/Beacon Hill,27,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.067132744999981 42.354378221000047),-71.067132744999981,42.354378221000047
Back Bay Fens,N/A,Fenway/Longwood,13,Athletic Field,Combo,"Soccer,Football",Artificial Turf,UA,N/A,POINT (-71.097381307999967 42.340689056000031),-71.097381307999967,42.340689056000031
Back Bay Fens,N/A,Fenway/Longwood,13,Athletic Field,Softball,N/A,Artificial Turf,UA,N/A,POINT (-71.09714263099994 42.341118870000059),-71.097142630999940,42.341118870000059
Back Bay Fens,N/A,Fenway/Longwood,13,Athletic Field,Softball,N/A,Artificial Turf,UA,N/A,POINT (-71.097974607999959 42.340441078000026),-71.097974607999959,42.340441078000026
Ryan Playground,N/A,Charlestown,274,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.071405905999939 42.38578706100003),-71.071405905999939,42.385787061000030
Ryan Playground,N/A,Charlestown,274,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.072038780999947 42.386235811000063),-71.072038780999947,42.386235811000063
Ryan Playground,N/A,Charlestown,274,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.070636443999945 42.386393292000037),-71.070636443999945,42.386393292000037
Ryan Playground,N/A,Charlestown,274,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.071616697999957 42.387068623000062),-71.071616697999957,42.387068623000062
Barry Playground,N/A,Charlestown,15,Athletic Field,Combo,"Soccer,Softball",Natural Turf,UA,N/A,POINT (-71.053586493999944 42.379489736000039),-71.053586493999944,42.379489736000039
Ronan Park,N/A,Dorchester,268,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.062731764999967 42.304033399000048),-71.062731764999967,42.304033399000048
Walsh Playground,N/A,Mattapan,312,Athletic Field,Combo,"Softball,Flag Football",Natural Turf,UA,N/A,POINT (-71.070398669999975 42.277094719000047),-71.070398669999975,42.277094719000047
McConnell Park,N/A,Dorchester,191,Athletic Field,Little League,N/A,Artificial Turf,Challenger Field,N/A,POINT (-71.053369562999933 42.308187471000053),-71.053369562999933,42.308187471000053
McConnell Park,N/A,Dorchester,191,Athletic Field,Combo,"Softball,Little League",Natural Turf,UA,N/A,POINT (-71.053027932999953 42.309189936000053),-71.053027932999953,42.309189936000053
McConnell Park,N/A,Dorchester,191,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.052535631999945 42.308349421000059),-71.052535631999945,42.308349421000059
Clifford Playground,N/A,Roxbury,59,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.068117410999946 42.326330437000081),-71.068117410999946,42.326330437000081
Clifford Playground,N/A,Roxbury,59,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.069176898999956 42.326574906000076),-71.069176898999956,42.326574906000076
Clifford Playground,N/A,Roxbury,59,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.06929725599997 42.325787935000051),-71.069297255999970,42.325787935000051
Harambee Park,N/A,Dorchester,142,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.082424623999941 42.292831283000055),-71.082424623999941,42.292831283000055
Roberts Playground,N/A,Dorchester,265,Athletic Field,Combo,"Softball,Football,Lacrosse",Artificial Turf,UA,N/A,POINT (-71.074087769999949 42.285829719000048),-71.074087769999949,42.285829719000048
Roberts Playground,N/A,Dorchester,265,Athletic Field,Combo,"Baseball,Soccer",Artificial Turf,UA,N/A,POINT (-71.074248196999974 42.285085233000075),-71.074248196999974,42.285085233000075
American Legion Playground,N/A,East Boston,9,Athletic Field,Combo,"Soccer,Softball",Artificial Turf,UA,N/A,POINT (-71.029463876999955 42.38198085700003),-71.029463876999955,42.381980857000030
Noyes Playground,N/A,East Boston,216,Athletic Field,Combo,"Soccer,Softball",Artificial Turf,UA,N/A,POINT (-71.01018333199994 42.387044245000027),-71.010183331999940,42.387044245000027
Noyes Playground,N/A,East Boston,216,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.009500396999954 42.387450785000055),-71.009500396999954,42.387450785000055
Noyes Playground,N/A,East Boston,216,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.010854318999975 42.388180958000078),-71.010854318999975,42.388180958000078
East Boston Memorial Park I,N/A,East Boston,98,Athletic Field,Combo,"Baseball,Soccer,Lacrosse",Artificial Turf,UA,N/A,POINT (-71.030615583999975 42.372026571000049),-71.030615583999975,42.372026571000049
East Boston Memorial Park I,N/A,East Boston,98,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.028108913999972 42.370571969000025),-71.028108913999972,42.370571969000025
East Boston Memorial Park I,N/A,East Boston,98,Athletic Field,Combo,"Soccer,Football,Lacrosse",Artificial Turf,UA,N/A,POINT (-71.029247364999947 42.371507737000059),-71.029247364999947,42.371507737000059
English H.S. Athletic Fields,N/A,Jamaica Plain,107,Athletic Field,Combo,"Soccer,Football,Baseball",Artificial Turf,UA,N/A,POINT (-71.107420428999944 42.307647044000078),-71.107420428999944,42.307647044000078
English H.S. Athletic Fields,N/A,Jamaica Plain,107,Athletic Field,Track,N/A,Natural Turf,UA,N/A,POINT (-71.108563562999962 42.306128237000053),-71.108563562999962,42.306128237000053
Olmsted Park,N/A,Jamaica Plain,221,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.114262982999946 42.32673598000008),-71.114262982999946,42.326735980000080
Olmsted Park,N/A,Jamaica Plain,221,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.114210339999943 42.325577048000071),-71.114210339999943,42.325577048000071
Pagel Playground,N/A,Jamaica Plain,223,Athletic Field,Soccer,N/A,Artificial Turf,UA,N/A,POINT (-71.11887272499996 42.28863192700004),-71.118872724999960,42.288631927000040
Jamaica Pond Park,N/A,Jamaica Plain,163,Athletic Field,Other,N/A,Natural Turf,UA,N/A,POINT (-71.11851973399996 42.320601427000042),-71.118519733999960,42.320601427000042
Reservation Road Park,N/A,Hyde Park,256,Athletic Field,Combo,"Soccer,Youth Soccer,Football,Lacrosse",Artificial Turf,UA,N/A,POINT (-71.128497008999943 42.250486329000069),-71.128497008999943,42.250486329000069
Ross Playground,N/A,Hyde Park,270,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.112787366999953 42.26497306300007),-71.112787366999953,42.264973063000070
Ross Playground,N/A,Hyde Park,270,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.113070638999943 42.263519777000056),-71.113070638999943,42.263519777000056
Ross Playground,N/A,Hyde Park,270,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.111882796999964 42.263730599000041),-71.111882796999964,42.263730599000041
Ross Playground,N/A,Hyde Park,270,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.113716106999959 42.264689750000059),-71.113716106999959,42.264689750000059
Iacono/Readville Playground,N/A,Hyde Park,160,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.134744915999988 42.239655424000034),-71.134744915999988,42.239655424000034
Hunt Playground,N/A,Mattapan,6,Athletic Field,Cricket,N/A,Natural Turf,UA,N/A,POINT (-71.097962877999976 42.274072908000051),-71.097962877999976,42.274072908000051
Hunt Playground,N/A,Mattapan,6,Athletic Field,Combo,"Soccer,Football",Artificial Turf,UA,N/A,POINT (-71.097374106999951 42.275194522000049),-71.097374106999951,42.275194522000049
Walker Playground,N/A,Mattapan,310,Athletic Field,Combo,"Soccer,Football,Lacrosse",Natural Turf,UA,N/A,POINT (-71.089279935999969 42.277937960000031),-71.089279935999969,42.277937960000031
Healy Playground,N/A,Roslindale,149,Athletic Field,Other,Flag Football,Natural Turf,UA,N/A,POINT (-71.124268751999978 42.288730626000074),-71.124268751999978,42.288730626000074
Healy Playground,N/A,Roslindale,149,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.125108311999952 42.28869521300004),-71.125108311999952,42.288695213000040
Healy Playground,N/A,Roslindale,149,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.124083475999953 42.288200079000035),-71.124083475999953,42.288200079000035
Healy Playground,N/A,Roslindale,149,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.123430161999977 42.28764256200003),-71.123430161999977,42.287642562000030
Fallon Field,N/A,Roslindale,112,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.135205517999964 42.287245695000081),-71.135205517999964,42.287245695000081
Bynoe Park,N/A,Roxbury,100,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.076740002999941 42.32962526600005),-71.076740002999941,42.329625266000050
Madison Park H.S. Athletic Fields,N/A,Roxbury,183,Athletic Field,Combo,"Softball,Baseball,Soccer",Artificial Turf,UA,N/A,POINT (-71.086723044999985 42.333021740000049),-71.086723044999985,42.333021740000049
Madison Park H.S. Athletic Fields,N/A,Roxbury,183,Athletic Field,Combo,"Soccer,Football,Lacrosse",Artificial Turf,UA,N/A,POINT (-71.087122960999977 42.332283816000029),-71.087122960999977,42.332283816000029
Malcolm X Park,N/A,Roxbury,186,Athletic Field,Combo,"Soccer,Softball",Natural Turf,UA,N/A,POINT (-71.089372955999977 42.322107899000059),-71.089372955999977,42.322107899000059
Franklin Park,N/A,Roxbury,124,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.093806576999953 42.308285922000039),-71.093806576999953,42.308285922000039
Franklin Park,N/A,Roxbury,124,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.094819512999948 42.307041601000037),-71.094819512999948,42.307041601000037
Mission Hill Playground,N/A,Mission Hill,199,Athletic Field,Combo,"Softball,Little League",Natural Turf,UA,N/A,POINT (-71.099160668999957 42.333477531000028),-71.099160668999957,42.333477531000028
McLaughlin Playground,N/A,Mission Hill,194,Athletic Field,Combo,"Football,Rugby",Natural Turf,UA,N/A,POINT (-71.101888277999933 42.32832432400005),-71.101888277999933,42.328324324000050
McLaughlin Playground,N/A,Mission Hill,194,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.10087939899995 42.328013154000075),-71.100879398999950,42.328013154000075
McLaughlin Playground,N/A,Mission Hill,194,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.102490952999972 42.32856345600004),-71.102490952999972,42.328563456000040
Ramsay Park,N/A,Roxbury,254,Athletic Field,Baseball,N/A,Artificial Turf,UA,N/A,POINT (-71.080981884999971 42.334367698000051),-71.080981884999971,42.334367698000051
Carter Playground,N/A,Roxbury,43,Athletic Field,Combo,"Softball,Little League,Football",Artificial Turf,N/A,N/A,POINT (-71.084833274999937 42.339127943000051),-71.084833274999937,42.339127943000051
Carter Playground,N/A,Roxbury,43,Athletic Field,Combo,"Soccer,Lacrosse",Artificial Turf,UA,N/A,POINT (-71.085451017999958 42.338725490000058),-71.085451017999958,42.338725490000058
Orton Field,N/A,South Boston,222,Athletic Field,Combo,"Little League,Soccer,Football",Artificial Turf,UA,N/A,POINT (-71.053295841999955 42.338601639000046),-71.053295841999955,42.338601639000046
Moakley Park,N/A,South Boston,200,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.049744074999978 42.329714134000028),-71.049744074999978,42.329714134000028
Moakley Park,N/A,South Boston,200,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.051606513999957 42.328017129000045),-71.051606513999957,42.328017129000045
Moakley Park,N/A,South Boston,200,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.050377085999969 42.324952458000041),-71.050377085999969,42.324952458000041
Moakley Park,N/A,South Boston,200,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.048531200999946 42.329277857000079),-71.048531200999946,42.329277857000079
Moakley Park,N/A,South Boston,200,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.050449758999946 42.328779757000063),-71.050449758999946,42.328779757000063
Moakley Park,N/A,South Boston,200,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.04968533899995 42.328061925000043),-71.049685338999950,42.328061925000043
Moakley Park,N/A,South Boston,200,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.051565499999981 42.325515025000072),-71.051565499999981,42.325515025000072
Moakley Park,N/A,South Boston,200,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.051541856999961 42.326364897000076),-71.051541856999961,42.326364897000076
Moakley Park,N/A,South Boston,200,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.051576920999935 42.327219356000057),-71.051576920999935,42.327219356000057
Moakley Park,N/A,South Boston,200,Athletic Field,Combo,"Soccer,Football,Lacrosse",Artificial Turf,Scoreboard,N/A,POINT (-71.050492289999966 42.32359914500006),-71.050492289999966,42.323599145000060
Christopher Lee Playground,N/A,South Boston,57,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.031049148999955 42.337627742000052),-71.031049148999955,42.337627742000052
Christopher Lee Playground,N/A,South Boston,57,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.03167919699996 42.337515617000065),-71.031679196999960,42.337515617000065
Christopher Lee Playground,N/A,South Boston,57,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.033092496999984 42.337479109000071),-71.033092496999984,42.337479109000071
Peters Park I,N/A,South End,236,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.066870994999988 42.343504010000061),-71.066870994999988,42.343504010000061
Billings Field,N/A,West Roxbury,23,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.157087967999985 42.280823289000068),-71.157087967999985,42.280823289000068
Billings Field,N/A,West Roxbury,23,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.156248284999947 42.280410293000045),-71.156248284999947,42.280410293000045
Billings Field,N/A,West Roxbury,23,Athletic Field,Baseball,N/A,Natural Turf,UA,N/A,POINT (-71.156189513999948 42.281837344000053),-71.156189513999948,42.281837344000053
Billings Field,N/A,West Roxbury,23,Athletic Field,Football,Practice Football,Natural Turf,UA,N/A,POINT (-71.156277374999945 42.281130056000052),-71.156277374999945,42.281130056000052
Draper Playground,N/A,West Roxbury,93,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.160760094999944 42.259925611000028),-71.160760094999944,42.259925611000028
Draper Playground,N/A,West Roxbury,93,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.161002597999982 42.260849465000035),-71.161002597999982,42.260849465000035
Hynes Playground,N/A,West Roxbury,159,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.153253702999962 42.29492053000007),-71.153253702999962,42.294920530000070
Hynes Playground,N/A,West Roxbury,159,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.153534595999986 42.294014510000068),-71.153534595999986,42.294014510000068
Hemenway Playground,N/A,Dorchester,151,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.056266639999933 42.291440305000037),-71.056266639999933,42.291440305000037
Charlestown H.S. Athletic Fields,N/A,Charlestown,51,Athletic Field,Combo,"Lacrosse,Soccer,Football,Track",Artificial Turf,UA,N/A,POINT (-71.059590985999932 42.380648552000025),-71.059590985999932,42.380648552000025
Charlestown H.S. Athletic Fields,N/A,Charlestown,51,Athletic Field,Combo,"Soccer,Softball",Artificial Turf,UA,N/A,POINT (-71.05914058999997 42.381489993000059),-71.059140589999970,42.381489993000059
Harambee Park,N/A,Dorchester,142,Athletic Field,Cricket,N/A,Natural Turf,Scoreboard,N/A,POINT (-71.08323173399998 42.291632177000054),-71.083231733999980,42.291632177000054
Harambee Park,Wilson Field,Dorchester,142,Athletic Field,Football,N/A,Natural Turf,UA,N/A,POINT (-71.08477196399997 42.291581966000081),-71.084771963999970,42.291581966000081
Harambee Park,N/A,Dorchester,142,Athletic Field,Football,N/A,Natural Turf,UA,N/A,POINT (-71.085591075999957 42.291970717000027),-71.085591075999957,42.291970717000027
East Boston Memorial Park I,N/A,East Boston,98,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.030320695999933 42.370574357000066),-71.030320695999933,42.370574357000066
Franklin Park,N/A,Roxbury,124,Athletic Field,Cricket,N/A,Natural Turf,UA,N/A,POINT (-71.094039461999955 42.307562134000079),-71.094039461999955,42.307562134000079
Franklin Park,N/A,Roxbury,124,Athletic Field,Softball,N/A,Natural Turf,UA,N/A,POINT (-71.10025733699996 42.301753108000071),-71.100257336999960,42.301753108000071
Smith Playground,N/A,Allston-Brighton,284,Athletic Field,Combo,"Soccer,Lacrosse",Natural Turf,UA,N/A,POINT (-71.131593959999975 42.364111008000066),-71.131593959999975,42.364111008000066
Harambee Park,N/A,Dorchester,142,Athletic Field,Combo,"Soccer,Lacrosse",Natural Turf,UA,N/A,POINT (-71.084193282999934 42.292995642000051),-71.084193282999934,42.292995642000051
Harambee Park,N/A,Dorchester,142,Athletic Field,Combo,"Soccer,Lacrosse",Natural Turf,UA,N/A,POINT (-71.084961505999956 42.293180905000042),-71.084961505999956,42.293180905000042
Rotch Playground,N/A,South End,272,Athletic Field,Combo,"Soccer,Lacrosse,Softball",Artificial Turf,UA,N/A,POINT (-71.06409843199998 42.341697582000052),-71.064098431999980,42.341697582000052
Langone Park,N/A,Central Boston,175,Athletic Field,Little League,N/A,Natural Turf,UA,N/A,POINT (-71.05594285899997 42.36855640400006),-71.055942858999970,42.368556404000060
Puopolo Playground,N/A,Central Boston,248,Athletic Field,Combo,"Soccer,Softball,Baseball",Artificial Turf,UA,N/A,POINT (-71.054620739999962 42.368433774000039),-71.054620739999962,42.368433774000039
LoPresti Park,N/A,East Boston,182,Athletic Field,Soccer,N/A,Artificial Turf,UA,N/A,POINT (-71.043591536999941 42.36986911300005),-71.043591536999941,42.369869113000050
Cassidy Playground,N/A,Allston-Brighton,44,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.150914029999967 42.335453161000032),-71.150914029999967,42.335453161000032
Fidelis Way Park,N/A,Allston-Brighton,117,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.143543381999962 42.347624213000074),-71.143543381999962,42.347624213000074
Hardiman Playground,N/A,Allston-Brighton,143,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.166347414999962 42.351382325000031),-71.166347414999962,42.351382325000031
Hobart Park,N/A,Allston-Brighton,154,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.161242409999943 42.355556087000025),-71.161242409999943,42.355556087000025
James H. Roberts Playground,N/A,Allston-Brighton,156,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.125349329999949 42.35954171000003),-71.125349329999949,42.359541710000030
Joyce Playground,N/A,Allston-Brighton,169,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.151446003999979 42.345301564000067),-71.151446003999979,42.345301564000067
Portsmouth Street Playground,N/A,Allston-Brighton,243,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.144692718999977 42.359297015000038),-71.144692718999977,42.359297015000038
Ringer Playground,N/A,Allston-Brighton,259,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.136988581999958 42.350969409000072),-71.136988581999958,42.350969409000072
Ringer Playground,N/A,Allston-Brighton,259,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.137789396999949 42.350936815000068),-71.137789396999949,42.350936815000068
Rogers Park,N/A,Allston-Brighton,267,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.16093620099997 42.347986201000026),-71.160936200999970,42.347986201000026
Rogers Park,N/A,Allston-Brighton,267,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.159513623999942 42.347181437000074),-71.159513623999942,42.347181437000074
Smith Playground,N/A,Allston-Brighton,284,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.132193995999955 42.363434902000051),-71.132193995999955,42.363434902000051
Myrtle Street Playground,N/A,Back Bay/Beacon Hill,212,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.06608775899997 42.359243869000068),-71.066087758999970,42.359243869000068
Public Garden,N/A,Back Bay/Beacon Hill,246,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.070618000999957 42.35296104300005),-71.070618000999957,42.352961043000050
Public Garden,N/A,Back Bay/Beacon Hill,246,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.070224216999975 42.35526610200003),-71.070224216999975,42.355266102000030
Boston Common,N/A,Back Bay/Beacon Hill,27,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.067179696999972 42.35314982400007),-71.067179696999972,42.353149824000070
